"","ns","Value","Name","n_clus","clustering","level"
"3170","8_3",0.934586724477308,"tSNE_KMEANS_40-100",28,"tSNE_KMEANS_40",100
"3171","8_3",0.919385436764821,"tSNE_KMEANS_45-100",28,"tSNE_KMEANS_45",100
"3172","8_5",0.998061322591547,"sc3_35-00",35,"sc3_35",0
"3173","8_5",0.99382217035811,"sc3_40-00",40,"sc3_40",0
"3174","8_5",0.988355824526768,"sc3_45-00",45,"sc3_45",0
"3175","8_5",0.770537236197811,"UMAP_KMEANS_35-00",35,"UMAP_KMEANS_35",0
"3176","8_5",0.854850538127996,"UMAP_KMEANS_45-00",45,"UMAP_KMEANS_45",0
"3177","8_5",0.753605733475748,"tSNE_KMEANS_35-00",35,"tSNE_KMEANS_35",0
"3178","8_5",0.844032371265819,"tSNE_KMEANS_40-00",40,"tSNE_KMEANS_40",0
"3179","8_5",0.79735255761002,"tSNE_KMEANS_45-00",45,"tSNE_KMEANS_45",0
"3180","8_5",0.998061322591547,"sc3_35-05",35,"sc3_35",5
"3181","8_5",0.99382217035811,"sc3_40-05",40,"sc3_40",5
"3182","8_5",0.988355824526768,"sc3_45-05",45,"sc3_45",5
"3183","8_5",0.770537236197811,"UMAP_KMEANS_35-05",35,"UMAP_KMEANS_35",5
"3184","8_5",0.854850538127996,"UMAP_KMEANS_45-05",45,"UMAP_KMEANS_45",5
"3185","8_5",0.773890549422908,"tSNE_KMEANS_35-05",33,"tSNE_KMEANS_35",5
"3186","8_5",0.844032371265819,"tSNE_KMEANS_40-05",40,"tSNE_KMEANS_40",5
"3187","8_5",0.810275807351065,"tSNE_KMEANS_45-05",44,"tSNE_KMEANS_45",5
"3188","8_5",0.998061322591547,"sc3_35-10",35,"sc3_35",10
"3189","8_5",0.99382217035811,"sc3_40-10",40,"sc3_40",10
"3190","8_5",0.988355824526768,"sc3_45-10",45,"sc3_45",10
"3191","8_5",0.780369903814572,"UMAP_KMEANS_35-10",34,"UMAP_KMEANS_35",10
"3192","8_5",0.86518781308812,"UMAP_KMEANS_45-10",44,"UMAP_KMEANS_45",10
"3193","8_5",0.773890549422908,"tSNE_KMEANS_35-10",33,"tSNE_KMEANS_35",10
"3194","8_5",0.844032371265819,"tSNE_KMEANS_40-10",40,"tSNE_KMEANS_40",10
"3195","8_5",0.822201891414198,"tSNE_KMEANS_45-10",43,"tSNE_KMEANS_45",10
"3196","8_5",0.998061322591547,"sc3_35-15",35,"sc3_35",15
"3197","8_5",0.99382217035811,"sc3_40-15",40,"sc3_40",15
"3198","8_5",0.988355824526768,"sc3_45-15",45,"sc3_45",15
"3199","8_5",0.780369903814572,"UMAP_KMEANS_35-15",34,"UMAP_KMEANS_35",15
"3200","8_5",0.883960236184692,"UMAP_KMEANS_45-15",42,"UMAP_KMEANS_45",15
"3201","8_5",0.773890549422908,"tSNE_KMEANS_35-15",33,"tSNE_KMEANS_35",15
"3202","8_5",0.844032371265819,"tSNE_KMEANS_40-15",40,"tSNE_KMEANS_40",15
"3203","8_5",0.83117558069956,"tSNE_KMEANS_45-15",42,"tSNE_KMEANS_45",15
"3204","8_5",0.998061322591547,"sc3_35-20",35,"sc3_35",20
"3205","8_5",0.99382217035811,"sc3_40-20",40,"sc3_40",20
"3206","8_5",0.988355824526768,"sc3_45-20",45,"sc3_45",20
"3207","8_5",0.800817479540329,"UMAP_KMEANS_35-20",32,"UMAP_KMEANS_35",20
"3208","8_5",0.883960236184692,"UMAP_KMEANS_45-20",42,"UMAP_KMEANS_45",20
"3209","8_5",0.773890549422908,"tSNE_KMEANS_35-20",33,"tSNE_KMEANS_35",20
"3210","8_5",0.856248218720541,"tSNE_KMEANS_40-20",39,"tSNE_KMEANS_40",20
"3211","8_5",0.839591962081613,"tSNE_KMEANS_45-20",41,"tSNE_KMEANS_45",20
"3212","8_5",0.998061322591547,"sc3_35-25",35,"sc3_35",25
"3213","8_5",0.99382217035811,"sc3_40-25",40,"sc3_40",25
"3214","8_5",0.988355824526768,"sc3_45-25",45,"sc3_45",25
"3215","8_5",0.821390789444648,"UMAP_KMEANS_35-25",30,"UMAP_KMEANS_35",25
"3216","8_5",0.892974235049953,"UMAP_KMEANS_45-25",41,"UMAP_KMEANS_45",25
"3217","8_5",0.773890549422908,"tSNE_KMEANS_35-25",33,"tSNE_KMEANS_35",25
"3218","8_5",0.856248218720541,"tSNE_KMEANS_40-25",39,"tSNE_KMEANS_40",25
"3219","8_5",0.839591962081613,"tSNE_KMEANS_45-25",41,"tSNE_KMEANS_45",25
"3220","8_5",0.998061322591547,"sc3_35-30",35,"sc3_35",30
"3221","8_5",0.99382217035811,"sc3_40-30",40,"sc3_40",30
"3222","8_5",0.988355824526768,"sc3_45-30",45,"sc3_45",30
"3223","8_5",0.821390789444648,"UMAP_KMEANS_35-30",30,"UMAP_KMEANS_35",30
"3224","8_5",0.892974235049953,"UMAP_KMEANS_45-30",41,"UMAP_KMEANS_45",30
"3225","8_5",0.780849880826732,"tSNE_KMEANS_35-30",32,"tSNE_KMEANS_35",30
"3226","8_5",0.86654308946937,"tSNE_KMEANS_40-30",38,"tSNE_KMEANS_40",30
"3227","8_5",0.847342864676509,"tSNE_KMEANS_45-30",40,"tSNE_KMEANS_45",30
"3228","8_5",0.998061322591547,"sc3_35-35",35,"sc3_35",35
"3229","8_5",0.99382217035811,"sc3_40-35",40,"sc3_40",35
"3230","8_5",0.988355824526768,"sc3_45-35",45,"sc3_45",35
"3231","8_5",0.837561198844808,"UMAP_KMEANS_35-35",28,"UMAP_KMEANS_35",35
"3232","8_5",0.903610325973945,"UMAP_KMEANS_45-35",40,"UMAP_KMEANS_45",35
"3233","8_5",0.780849880826732,"tSNE_KMEANS_35-35",32,"tSNE_KMEANS_35",35
"3234","8_5",0.86654308946937,"tSNE_KMEANS_40-35",38,"tSNE_KMEANS_40",35
"3235","8_5",0.847342864676509,"tSNE_KMEANS_45-35",40,"tSNE_KMEANS_45",35
"3236","8_5",0.998061322591547,"sc3_35-40",35,"sc3_35",40
"3237","8_5",0.99382217035811,"sc3_40-40",40,"sc3_40",40
"3238","8_5",0.988355824526768,"sc3_45-40",45,"sc3_45",40
"3239","8_5",0.844304615476106,"UMAP_KMEANS_35-40",27,"UMAP_KMEANS_35",40
"3240","8_5",0.919317510440848,"UMAP_KMEANS_45-40",38,"UMAP_KMEANS_45",40
"3241","8_5",0.780849880826732,"tSNE_KMEANS_35-40",32,"tSNE_KMEANS_35",40
"3242","8_5",0.875567489928444,"tSNE_KMEANS_40-40",37,"tSNE_KMEANS_40",40
"3243","8_5",0.847342864676509,"tSNE_KMEANS_45-40",40,"tSNE_KMEANS_45",40
"3244","8_5",0.998061322591547,"sc3_35-45",35,"sc3_35",45
"3245","8_5",0.99382217035811,"sc3_40-45",40,"sc3_40",45
"3246","8_5",0.988355824526768,"sc3_45-45",45,"sc3_45",45
"3247","8_5",0.844304615476106,"UMAP_KMEANS_35-45",27,"UMAP_KMEANS_35",45
"3248","8_5",0.93463043474743,"UMAP_KMEANS_45-45",36,"UMAP_KMEANS_45",45
"3249","8_5",0.780849880826732,"tSNE_KMEANS_35-45",32,"tSNE_KMEANS_35",45
"3250","8_5",0.875567489928444,"tSNE_KMEANS_40-45",37,"tSNE_KMEANS_40",45
"3251","8_5",0.856376803336597,"tSNE_KMEANS_45-45",39,"tSNE_KMEANS_45",45
"3252","8_5",0.998061322591547,"sc3_35-50",35,"sc3_35",50
"3253","8_5",0.99382217035811,"sc3_40-50",40,"sc3_40",50
"3254","8_5",0.988355824526768,"sc3_45-50",45,"sc3_45",50
"3255","8_5",0.844304615476106,"UMAP_KMEANS_35-50",27,"UMAP_KMEANS_35",50
"3256","8_5",0.93463043474743,"UMAP_KMEANS_45-50",36,"UMAP_KMEANS_45",50
"3257","8_5",0.790525076635369,"tSNE_KMEANS_35-50",31,"tSNE_KMEANS_35",50
"3258","8_5",0.875567489928444,"tSNE_KMEANS_40-50",37,"tSNE_KMEANS_40",50
"3259","8_5",0.870821319399939,"tSNE_KMEANS_45-50",37,"tSNE_KMEANS_45",50
"3260","8_5",0.998061322591547,"sc3_35-55",35,"sc3_35",55
"3261","8_5",0.99382217035811,"sc3_40-55",40,"sc3_40",55
"3262","8_5",0.988355824526768,"sc3_45-55",45,"sc3_45",55
"3263","8_5",0.844304615476106,"UMAP_KMEANS_35-55",27,"UMAP_KMEANS_35",55
"3264","8_5",0.93463043474743,"UMAP_KMEANS_45-55",36,"UMAP_KMEANS_45",55
"3265","8_5",0.790525076635369,"tSNE_KMEANS_35-55",31,"tSNE_KMEANS_35",55
"3266","8_5",0.896794221205441,"tSNE_KMEANS_40-55",34,"tSNE_KMEANS_40",55
"3267","8_5",0.880376857532789,"tSNE_KMEANS_45-55",36,"tSNE_KMEANS_45",55
"3268","8_5",0.998061322591547,"sc3_35-60",35,"sc3_35",60
"3269","8_5",0.99382217035811,"sc3_40-60",40,"sc3_40",60
"3270","8_5",0.988355824526768,"sc3_45-60",45,"sc3_45",60
"3271","8_5",0.844304615476106,"UMAP_KMEANS_35-60",27,"UMAP_KMEANS_35",60
"3272","8_5",0.93463043474743,"UMAP_KMEANS_45-60",36,"UMAP_KMEANS_45",60
"3273","8_5",0.812613791623795,"tSNE_KMEANS_35-60",27,"tSNE_KMEANS_35",60
"3274","8_5",0.896794221205441,"tSNE_KMEANS_40-60",34,"tSNE_KMEANS_40",60
"3275","8_5",0.880376857532789,"tSNE_KMEANS_45-60",36,"tSNE_KMEANS_45",60
"3276","8_5",0.998061322591547,"sc3_35-65",35,"sc3_35",65
"3277","8_5",0.99382217035811,"sc3_40-65",40,"sc3_40",65
"3278","8_5",0.988355824526768,"sc3_45-65",45,"sc3_45",65
"3279","8_5",0.844304615476106,"UMAP_KMEANS_35-65",27,"UMAP_KMEANS_35",65
"3280","8_5",0.93463043474743,"UMAP_KMEANS_45-65",36,"UMAP_KMEANS_45",65
"3281","8_5",0.812613791623795,"tSNE_KMEANS_35-65",27,"tSNE_KMEANS_35",65
"3282","8_5",0.901234347291157,"tSNE_KMEANS_40-65",33,"tSNE_KMEANS_40",65
"3283","8_5",0.891712142550816,"tSNE_KMEANS_45-65",34,"tSNE_KMEANS_45",65
"3284","8_5",0.998061322591547,"sc3_35-70",35,"sc3_35",70
"3285","8_5",0.99382217035811,"sc3_40-70",40,"sc3_40",70
"3286","8_5",0.988355824526768,"sc3_45-70",45,"sc3_45",70
"3287","8_5",0.854127380967983,"UMAP_KMEANS_35-70",26,"UMAP_KMEANS_35",70
"3288","8_5",0.944955507865795,"UMAP_KMEANS_45-70",35,"UMAP_KMEANS_45",70
"3289","8_5",0.812613791623795,"tSNE_KMEANS_35-70",27,"tSNE_KMEANS_35",70
"3290","8_5",0.910533783895314,"tSNE_KMEANS_40-70",32,"tSNE_KMEANS_40",70
"3291","8_5",0.891712142550816,"tSNE_KMEANS_45-70",34,"tSNE_KMEANS_45",70
"3292","8_5",0.998061322591547,"sc3_35-75",35,"sc3_35",75
"3293","8_5",0.99382217035811,"sc3_40-75",40,"sc3_40",75
"3294","8_5",0.988355824526768,"sc3_45-75",45,"sc3_45",75
"3295","8_5",0.854127380967983,"UMAP_KMEANS_35-75",26,"UMAP_KMEANS_35",75
"3296","8_5",0.944955507865795,"UMAP_KMEANS_45-75",35,"UMAP_KMEANS_45",75
"3297","8_5",0.812613791623795,"tSNE_KMEANS_35-75",27,"tSNE_KMEANS_35",75
"3298","8_5",0.921531565945747,"tSNE_KMEANS_40-75",30,"tSNE_KMEANS_40",75
"3299","8_5",0.90327522374732,"tSNE_KMEANS_45-75",32,"tSNE_KMEANS_45",75
"3300","8_5",0.998061322591547,"sc3_35-80",35,"sc3_35",80
"3301","8_5",0.99382217035811,"sc3_40-80",40,"sc3_40",80
"3302","8_5",0.988355824526768,"sc3_45-80",45,"sc3_45",80
"3303","8_5",0.854127380967983,"UMAP_KMEANS_35-80",26,"UMAP_KMEANS_35",80
"3304","8_5",0.944955507865795,"UMAP_KMEANS_45-80",35,"UMAP_KMEANS_45",80
"3305","8_5",0.821302235348351,"tSNE_KMEANS_35-80",25,"tSNE_KMEANS_35",80
"3306","8_5",0.934586724477308,"tSNE_KMEANS_40-80",28,"tSNE_KMEANS_40",80
"3307","8_5",0.90327522374732,"tSNE_KMEANS_45-80",32,"tSNE_KMEANS_45",80
"3308","8_5",0.998061322591547,"sc3_35-85",35,"sc3_35",85
"3309","8_5",0.99382217035811,"sc3_40-85",40,"sc3_40",85
"3310","8_5",0.988355824526768,"sc3_45-85",45,"sc3_45",85
"3311","8_5",0.860753102359312,"UMAP_KMEANS_35-85",25,"UMAP_KMEANS_35",85
"3312","8_5",0.951907385627405,"UMAP_KMEANS_45-85",34,"UMAP_KMEANS_45",85
"3313","8_5",0.82843520304674,"tSNE_KMEANS_35-85",24,"tSNE_KMEANS_35",85
"3314","8_5",0.934586724477308,"tSNE_KMEANS_40-85",28,"tSNE_KMEANS_40",85
"3315","8_5",0.90327522374732,"tSNE_KMEANS_45-85",32,"tSNE_KMEANS_45",85
"3316","8_5",0.998061322591547,"sc3_35-90",35,"sc3_35",90
"3317","8_5",0.99382217035811,"sc3_40-90",40,"sc3_40",90
"3318","8_5",0.988355824526768,"sc3_45-90",45,"sc3_45",90
"3319","8_5",0.860753102359312,"UMAP_KMEANS_35-90",25,"UMAP_KMEANS_35",90
"3320","8_5",0.966433400181915,"UMAP_KMEANS_45-90",30,"UMAP_KMEANS_45",90
"3321","8_5",0.82843520304674,"tSNE_KMEANS_35-90",24,"tSNE_KMEANS_35",90
"3322","8_5",0.934586724477308,"tSNE_KMEANS_40-90",28,"tSNE_KMEANS_40",90
"3323","8_5",0.905396060041657,"tSNE_KMEANS_45-90",31,"tSNE_KMEANS_45",90
"3324","8_5",0.998061322591547,"sc3_35-95",35,"sc3_35",95
"3325","8_5",0.99382217035811,"sc3_40-95",40,"sc3_40",95
"3326","8_5",0.988355824526768,"sc3_45-95",45,"sc3_45",95
"3327","8_5",0.860753102359312,"UMAP_KMEANS_35-95",25,"UMAP_KMEANS_35",95
"3328","8_5",0.96918640651212,"UMAP_KMEANS_45-95",29,"UMAP_KMEANS_45",95
"3329","8_5",0.82843520304674,"tSNE_KMEANS_35-95",24,"tSNE_KMEANS_35",95
"3330","8_5",0.934586724477308,"tSNE_KMEANS_40-95",28,"tSNE_KMEANS_40",95
"3331","8_5",0.919385436764821,"tSNE_KMEANS_45-95",28,"tSNE_KMEANS_45",95
"3332","8_5",0.999378425615522,"sc3_35-100",31,"sc3_35",100
"3333","8_5",0.997591591630153,"sc3_40-100",31,"sc3_40",100
"3334","8_5",0.996427417335064,"sc3_45-100",31,"sc3_45",100
"3335","8_5",0.860753102359312,"UMAP_KMEANS_35-100",25,"UMAP_KMEANS_35",100
"3336","8_5",0.96918640651212,"UMAP_KMEANS_45-100",29,"UMAP_KMEANS_45",100
"3337","8_5",0.82843520304674,"tSNE_KMEANS_35-100",24,"tSNE_KMEANS_35",100
"3338","8_5",0.934586724477308,"tSNE_KMEANS_40-100",28,"tSNE_KMEANS_40",100
"3339","8_5",0.919385436764821,"tSNE_KMEANS_45-100",28,"tSNE_KMEANS_45",100
"3340","8_1",0.998061322591547,"sc3_35-00",35,"sc3_35",0
"3341","8_1",0.99382217035811,"sc3_40-00",40,"sc3_40",0
"3342","8_1",0.988355824526768,"sc3_45-00",45,"sc3_45",0
"3343","8_1",0.770537236197811,"UMAP_KMEANS_35-00",35,"UMAP_KMEANS_35",0
"3344","8_1",0.672373434893105,"UMAP_KMEANS_40-00",40,"UMAP_KMEANS_40",0
"3345","8_1",0.854850538127996,"UMAP_KMEANS_45-00",45,"UMAP_KMEANS_45",0
"3346","8_1",0.753605733475748,"tSNE_KMEANS_35-00",35,"tSNE_KMEANS_35",0
"3347","8_1",0.844032371265819,"tSNE_KMEANS_40-00",40,"tSNE_KMEANS_40",0
"3348","8_1",0.998061322591547,"sc3_35-05",35,"sc3_35",5
"3349","8_1",0.99382217035811,"sc3_40-05",40,"sc3_40",5
"3350","8_1",0.988355824526768,"sc3_45-05",45,"sc3_45",5
"3351","8_1",0.770537236197811,"UMAP_KMEANS_35-05",35,"UMAP_KMEANS_35",5
"3352","8_1",0.695083988763058,"UMAP_KMEANS_40-05",38,"UMAP_KMEANS_40",5
"3353","8_1",0.854850538127996,"UMAP_KMEANS_45-05",45,"UMAP_KMEANS_45",5
"3354","8_1",0.7646456783588,"tSNE_KMEANS_35-05",34,"tSNE_KMEANS_35",5
"3355","8_1",0.844032371265819,"tSNE_KMEANS_40-05",40,"tSNE_KMEANS_40",5
"3356","8_1",0.998061322591547,"sc3_35-10",35,"sc3_35",10
"3357","8_1",0.99382217035811,"sc3_40-10",40,"sc3_40",10
"3358","8_1",0.988355824526768,"sc3_45-10",45,"sc3_45",10
"3359","8_1",0.770537236197811,"UMAP_KMEANS_35-10",35,"UMAP_KMEANS_35",10
"3360","8_1",0.705061419450017,"UMAP_KMEANS_40-10",37,"UMAP_KMEANS_40",10
"3361","8_1",0.86518781308812,"UMAP_KMEANS_45-10",44,"UMAP_KMEANS_45",10
"3362","8_1",0.773890549422908,"tSNE_KMEANS_35-10",33,"tSNE_KMEANS_35",10
"3363","8_1",0.844032371265819,"tSNE_KMEANS_40-10",40,"tSNE_KMEANS_40",10
"3364","8_1",0.998061322591547,"sc3_35-15",35,"sc3_35",15
"3365","8_1",0.99382217035811,"sc3_40-15",40,"sc3_40",15
"3366","8_1",0.988355824526768,"sc3_45-15",45,"sc3_45",15
"3367","8_1",0.779483959687297,"UMAP_KMEANS_35-15",34,"UMAP_KMEANS_35",15
"3368","8_1",0.705061419450017,"UMAP_KMEANS_40-15",37,"UMAP_KMEANS_40",15
"3369","8_1",0.874595896122859,"UMAP_KMEANS_45-15",43,"UMAP_KMEANS_45",15
"3370","8_1",0.773890549422908,"tSNE_KMEANS_35-15",33,"tSNE_KMEANS_35",15
"3371","8_1",0.853395829981154,"tSNE_KMEANS_40-15",39,"tSNE_KMEANS_40",15
"3372","8_1",0.998061322591547,"sc3_35-20",35,"sc3_35",20
"3373","8_1",0.99382217035811,"sc3_40-20",40,"sc3_40",20
"3374","8_1",0.988355824526768,"sc3_45-20",45,"sc3_45",20
"3375","8_1",0.779483959687297,"UMAP_KMEANS_35-20",34,"UMAP_KMEANS_35",20
"3376","8_1",0.713318285994308,"UMAP_KMEANS_40-20",36,"UMAP_KMEANS_40",20
"3377","8_1",0.874595896122859,"UMAP_KMEANS_45-20",43,"UMAP_KMEANS_45",20
"3378","8_1",0.78366998082043,"tSNE_KMEANS_35-20",32,"tSNE_KMEANS_35",20
"3379","8_1",0.865426911354139,"tSNE_KMEANS_40-20",38,"tSNE_KMEANS_40",20
"3380","8_1",0.998061322591547,"sc3_35-25",35,"sc3_35",25
"3381","8_1",0.99382217035811,"sc3_40-25",40,"sc3_40",25
"3382","8_1",0.988355824526768,"sc3_45-25",45,"sc3_45",25
"3383","8_1",0.789665172065026,"UMAP_KMEANS_35-25",33,"UMAP_KMEANS_35",25
"3384","8_1",0.713318285994308,"UMAP_KMEANS_40-25",36,"UMAP_KMEANS_40",25
"3385","8_1",0.874595896122859,"UMAP_KMEANS_45-25",43,"UMAP_KMEANS_45",25
"3386","8_1",0.790525076635369,"tSNE_KMEANS_35-25",31,"tSNE_KMEANS_35",25
"3387","8_1",0.875567489928444,"tSNE_KMEANS_40-25",37,"tSNE_KMEANS_40",25
"3388","8_1",0.998061322591547,"sc3_35-30",35,"sc3_35",30
"3389","8_1",0.99382217035811,"sc3_40-30",40,"sc3_40",30
"3390","8_1",0.988355824526768,"sc3_45-30",45,"sc3_45",30
"3391","8_1",0.806661254037846,"UMAP_KMEANS_35-30",31,"UMAP_KMEANS_35",30
"3392","8_1",0.713318285994308,"UMAP_KMEANS_40-30",36,"UMAP_KMEANS_40",30
"3393","8_1",0.885564791003094,"UMAP_KMEANS_45-30",42,"UMAP_KMEANS_45",30
"3394","8_1",0.790525076635369,"tSNE_KMEANS_35-30",31,"tSNE_KMEANS_35",30
"3395","8_1",0.875567489928444,"tSNE_KMEANS_40-30",37,"tSNE_KMEANS_40",30
"3396","8_1",0.998061322591547,"sc3_35-35",35,"sc3_35",35
"3397","8_1",0.99382217035811,"sc3_40-35",40,"sc3_40",35
"3398","8_1",0.988355824526768,"sc3_45-35",45,"sc3_45",35
"3399","8_1",0.822938320844705,"UMAP_KMEANS_35-35",29,"UMAP_KMEANS_35",35
"3400","8_1",0.713318285994308,"UMAP_KMEANS_40-35",36,"UMAP_KMEANS_40",35
"3401","8_1",0.885564791003094,"UMAP_KMEANS_45-35",42,"UMAP_KMEANS_45",35
"3402","8_1",0.790525076635369,"tSNE_KMEANS_35-35",31,"tSNE_KMEANS_35",35
"3403","8_1",0.889680843378261,"tSNE_KMEANS_40-35",35,"tSNE_KMEANS_40",35
"3404","8_1",0.998061322591547,"sc3_35-40",35,"sc3_35",40
"3405","8_1",0.99382217035811,"sc3_40-40",40,"sc3_40",40
"3406","8_1",0.988355824526768,"sc3_45-40",45,"sc3_45",40
"3407","8_1",0.822938320844705,"UMAP_KMEANS_35-40",29,"UMAP_KMEANS_35",40
"3408","8_1",0.718764119964024,"UMAP_KMEANS_40-40",35,"UMAP_KMEANS_40",40
"3409","8_1",0.901757808563782,"UMAP_KMEANS_45-40",40,"UMAP_KMEANS_45",40
"3410","8_1",0.790525076635369,"tSNE_KMEANS_35-40",31,"tSNE_KMEANS_35",40
"3411","8_1",0.889680843378261,"tSNE_KMEANS_40-40",35,"tSNE_KMEANS_40",40
"3412","8_1",0.998061322591547,"sc3_35-45",35,"sc3_35",45
"3413","8_1",0.99382217035811,"sc3_40-45",40,"sc3_40",45
"3414","8_1",0.988355824526768,"sc3_45-45",45,"sc3_45",45
"3415","8_1",0.822938320844705,"UMAP_KMEANS_35-45",29,"UMAP_KMEANS_35",45
"3416","8_1",0.718764119964024,"UMAP_KMEANS_40-45",35,"UMAP_KMEANS_40",45
"3417","8_1",0.901757808563782,"UMAP_KMEANS_45-45",40,"UMAP_KMEANS_45",45
"3418","8_1",0.790525076635369,"tSNE_KMEANS_35-45",31,"tSNE_KMEANS_35",45
"3419","8_1",0.910413823946926,"tSNE_KMEANS_40-45",32,"tSNE_KMEANS_40",45
"3420","8_1",0.998061322591547,"sc3_35-50",35,"sc3_35",50
"3421","8_1",0.99382217035811,"sc3_40-50",40,"sc3_40",50
"3422","8_1",0.988355824526768,"sc3_45-50",45,"sc3_45",50
"3423","8_1",0.822938320844705,"UMAP_KMEANS_35-50",29,"UMAP_KMEANS_35",50
"3424","8_1",0.737005761445505,"UMAP_KMEANS_40-50",32,"UMAP_KMEANS_40",50
"3425","8_1",0.901757808563782,"UMAP_KMEANS_45-50",40,"UMAP_KMEANS_45",50
"3426","8_1",0.795079663283255,"tSNE_KMEANS_35-50",30,"tSNE_KMEANS_35",50
"3427","8_1",0.910413823946926,"tSNE_KMEANS_40-50",32,"tSNE_KMEANS_40",50
"3428","8_1",0.998061322591547,"sc3_35-55",35,"sc3_35",55
"3429","8_1",0.99382217035811,"sc3_40-55",40,"sc3_40",55
"3430","8_1",0.988355824526768,"sc3_45-55",45,"sc3_45",55
"3431","8_1",0.822938320844705,"UMAP_KMEANS_35-55",29,"UMAP_KMEANS_35",55
"3432","8_1",0.737005761445505,"UMAP_KMEANS_40-55",32,"UMAP_KMEANS_40",55
"3433","8_1",0.901757808563782,"UMAP_KMEANS_45-55",40,"UMAP_KMEANS_45",55
"3434","8_1",0.812613791623795,"tSNE_KMEANS_35-55",27,"tSNE_KMEANS_35",55
"3435","8_1",0.910413823946926,"tSNE_KMEANS_40-55",32,"tSNE_KMEANS_40",55
"3436","8_1",0.998061322591547,"sc3_35-60",35,"sc3_35",60
"3437","8_1",0.99382217035811,"sc3_40-60",40,"sc3_40",60
"3438","8_1",0.988355824526768,"sc3_45-60",45,"sc3_45",60
"3439","8_1",0.833104724163573,"UMAP_KMEANS_35-60",28,"UMAP_KMEANS_35",60
"3440","8_1",0.737005761445505,"UMAP_KMEANS_40-60",32,"UMAP_KMEANS_40",60
"3441","8_1",0.912685811152673,"UMAP_KMEANS_45-60",39,"UMAP_KMEANS_45",60
"3442","8_1",0.812613791623795,"tSNE_KMEANS_35-60",27,"tSNE_KMEANS_35",60
"3443","8_1",0.923838426405848,"tSNE_KMEANS_40-60",30,"tSNE_KMEANS_40",60
"3444","8_1",0.998061322591547,"sc3_35-65",35,"sc3_35",65
"3445","8_1",0.99382217035811,"sc3_40-65",40,"sc3_40",65
"3446","8_1",0.988355824526768,"sc3_45-65",45,"sc3_45",65
"3447","8_1",0.843959747373838,"UMAP_KMEANS_35-65",27,"UMAP_KMEANS_35",65
"3448","8_1",0.750826979507784,"UMAP_KMEANS_40-65",30,"UMAP_KMEANS_40",65
"3449","8_1",0.912685811152673,"UMAP_KMEANS_45-65",39,"UMAP_KMEANS_45",65
"3450","8_1",0.812613791623795,"tSNE_KMEANS_35-65",27,"tSNE_KMEANS_35",65
"3451","8_1",0.923838426405848,"tSNE_KMEANS_40-65",30,"tSNE_KMEANS_40",65
"3452","8_1",0.998061322591547,"sc3_35-70",35,"sc3_35",70
"3453","8_1",0.99382217035811,"sc3_40-70",40,"sc3_40",70
"3454","8_1",0.988355824526768,"sc3_45-70",45,"sc3_45",70
"3455","8_1",0.843959747373838,"UMAP_KMEANS_35-70",27,"UMAP_KMEANS_35",70
"3456","8_1",0.758065753209902,"UMAP_KMEANS_40-70",29,"UMAP_KMEANS_40",70
"3457","8_1",0.928174352307387,"UMAP_KMEANS_45-70",37,"UMAP_KMEANS_45",70
"3458","8_1",0.812613791623795,"tSNE_KMEANS_35-70",27,"tSNE_KMEANS_35",70
"3459","8_1",0.928401738969491,"tSNE_KMEANS_40-70",29,"tSNE_KMEANS_40",70
"3460","8_1",0.998061322591547,"sc3_35-75",35,"sc3_35",75
"3461","8_1",0.99382217035811,"sc3_40-75",40,"sc3_40",75
"3462","8_1",0.988355824526768,"sc3_45-75",45,"sc3_45",75
"3463","8_1",0.843959747373838,"UMAP_KMEANS_35-75",27,"UMAP_KMEANS_35",75
"3464","8_1",0.765972006917921,"UMAP_KMEANS_40-75",28,"UMAP_KMEANS_40",75
"3465","8_1",0.936721993157308,"UMAP_KMEANS_45-75",36,"UMAP_KMEANS_45",75
"3466","8_1",0.812613791623795,"tSNE_KMEANS_35-75",27,"tSNE_KMEANS_35",75
"3467","8_1",0.934586724477308,"tSNE_KMEANS_40-75",28,"tSNE_KMEANS_40",75
"3468","8_1",0.998061322591547,"sc3_35-80",35,"sc3_35",80
"3469","8_1",0.99382217035811,"sc3_40-80",40,"sc3_40",80
"3470","8_1",0.988355824526768,"sc3_45-80",45,"sc3_45",80
"3471","8_1",0.854127380967983,"UMAP_KMEANS_35-80",26,"UMAP_KMEANS_35",80
"3472","8_1",0.769409709528667,"UMAP_KMEANS_40-80",27,"UMAP_KMEANS_40",80
"3473","8_1",0.944955507865795,"UMAP_KMEANS_45-80",35,"UMAP_KMEANS_45",80
"3474","8_1",0.815928492278839,"tSNE_KMEANS_35-80",26,"tSNE_KMEANS_35",80
"3475","8_1",0.934586724477308,"tSNE_KMEANS_40-80",28,"tSNE_KMEANS_40",80
"3476","8_1",0.998061322591547,"sc3_35-85",35,"sc3_35",85
"3477","8_1",0.99382217035811,"sc3_40-85",40,"sc3_40",85
"3478","8_1",0.988355824526768,"sc3_45-85",45,"sc3_45",85
"3479","8_1",0.854127380967983,"UMAP_KMEANS_35-85",26,"UMAP_KMEANS_35",85
"3480","8_1",0.773292064393447,"UMAP_KMEANS_40-85",26,"UMAP_KMEANS_40",85
"3481","8_1",0.944955507865795,"UMAP_KMEANS_45-85",35,"UMAP_KMEANS_45",85
