"","0.3,30","0.3,50","0.3,100","0.4,30","0.4,50","0.4,100","0.5,30","0.5,50","0.5,100","0.6,30","0.6,50","0.6,100","0.7,30","0.7,50","0.7,100","0.8,30","0.8,50","0.8,100","0.9,30","0.9,50","0.9,100","1,30","1,50","1,100","1.1,30","1.1,50","1.1,100","1.2,30","1.2,50","1.2,100","1.3,30","1.3,50","1.3,100","1.4,30","1.4,50","1.4,100","1.5,30","1.5,50","1.5,100","1.6,30","1.6,50","1.6,100","1.7,30","1.7,50","1.7,100","1.8,30","1.8,50","1.8,100","1.9,30","1.9,50","1.9,100","2,30","2,50","2,100","2.1,30","2.1,50","2.1,100","2.2,30","2.2,50","2.2,100","2.3,30","2.3,50","2.3,100","2.4,30","2.4,50","2.4,100","2.5,30","2.5,50","2.5,100","cells"
"Cell1496",11,10,9,11,10,9,11,10,9,10,10,9,11,10,9,12,10,9,12,10,9,12,10,9,12,10,9,12,10,9,12,10,9,12,10,9,12,10,9,12,11,10,12,11,10,12,11,10,12,11,11,12,11,11,12,11,11,12,11,11,12,11,11,12,10,11,12,11,12,"Cell1496"
"Cell1497",22,22,19,22,22,19,22,22,19,22,22,19,22,22,19,23,22,20,23,22,20,23,22,21,23,22,21,23,22,21,23,22,21,23,22,21,23,22,21,23,23,21,23,23,21,23,23,21,23,23,21,23,23,21,23,23,21,23,23,21,23,23,21,22,22,21,23,23,22,"Cell1497"
"Cell1498",23,23,20,23,23,20,23,23,20,23,23,20,23,23,20,24,23,21,24,23,21,24,23,22,24,23,22,24,23,22,24,23,22,24,23,22,24,23,22,24,24,22,24,24,22,24,24,22,24,24,23,24,24,23,24,24,23,24,24,23,24,24,23,24,24,23,24,24,24,"Cell1498"
"Cell1499",9,8,7,9,8,7,9,8,7,9,8,7,9,8,7,10,8,7,10,8,7,10,8,7,10,8,7,10,8,7,10,8,7,10,8,7,10,8,7,10,9,7,10,9,7,10,9,7,10,9,7,10,9,7,10,9,7,10,9,7,10,9,7,10,9,7,10,9,8,"Cell1499"
"Cell1500",13,13,11,13,13,11,13,13,11,13,13,11,13,13,11,14,13,11,14,13,11,14,13,11,14,13,11,14,13,11,14,13,12,14,13,12,14,13,12,14,14,13,14,14,13,14,14,13,14,14,13,14,14,13,14,14,13,14,14,13,14,14,13,14,14,13,14,14,14,"Cell1500"
"Cell1501",25,25,22,25,25,22,25,25,23,25,25,23,25,25,23,26,25,24,26,25,24,26,25,25,26,25,25,26,25,25,26,25,25,26,25,25,26,25,25,26,26,25,26,26,25,26,26,25,26,26,25,26,26,25,26,26,25,26,26,25,26,26,25,26,26,25,26,26,26,"Cell1501"
"Cell1502",15,15,13,15,15,13,15,15,13,15,15,13,15,15,13,16,15,13,16,15,13,16,15,13,16,15,14,16,15,14,16,15,14,16,15,15,16,15,15,16,16,15,16,16,15,16,16,15,16,16,15,16,16,15,16,16,15,16,16,15,16,16,15,16,16,15,16,16,16,"Cell1502"
"Cell1503",12,12,10,12,12,10,12,12,10,12,12,10,12,12,10,13,12,10,13,12,10,13,12,10,13,12,10,13,12,10,13,12,10,13,12,10,13,12,10,13,13,11,13,13,11,13,13,12,13,13,12,13,13,12,13,13,12,13,13,12,13,13,12,13,13,12,13,13,13,"Cell1503"
"Cell1504",22,22,19,22,22,19,22,22,19,22,22,19,22,22,19,23,22,20,23,22,20,23,22,21,23,22,21,23,22,21,23,22,21,23,22,21,23,22,21,23,23,21,23,23,21,23,23,21,23,23,21,23,23,21,23,23,21,23,23,21,23,23,21,22,22,21,23,23,22,"Cell1504"
"Cell1505",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"Cell1505"
"Cell1506",12,12,10,12,12,10,12,12,10,12,12,10,12,12,10,13,12,10,13,12,10,13,12,10,13,12,10,13,12,10,13,12,10,13,12,10,13,12,10,13,13,11,13,13,11,13,13,12,13,13,12,13,13,12,13,13,12,13,13,12,13,13,12,13,13,12,13,13,13,"Cell1506"
"Cell1507",10,9,8,10,9,8,10,9,8,11,9,8,10,9,8,11,9,8,11,9,8,11,9,8,11,9,8,11,9,8,11,9,8,11,9,8,11,9,8,11,10,8,11,10,8,11,10,8,11,10,9,11,10,9,11,10,9,11,10,9,11,10,9,11,11,10,11,10,11,"Cell1507"
"Cell1508",8,11,1,8,11,1,8,11,1,8,11,1,8,11,1,9,11,1,9,11,1,9,11,19,9,11,19,9,11,18,9,11,16,9,11,13,9,11,13,9,12,12,9,12,12,9,12,11,9,12,8,9,12,8,9,12,8,9,12,8,9,12,8,9,12,9,9,12,9,"Cell1508"
"Cell1509",12,12,10,12,12,10,12,12,10,12,12,10,12,12,10,13,12,10,13,12,10,13,12,10,13,12,10,13,12,10,13,12,10,13,12,10,13,12,10,13,13,11,13,13,11,13,13,12,13,13,12,13,13,12,13,13,12,13,13,12,13,13,12,13,13,12,13,13,13,"Cell1509"
"Cell1510",24,24,21,24,24,21,24,24,22,24,24,22,24,24,22,25,24,23,25,24,23,25,24,24,25,24,24,25,24,24,25,24,24,25,24,24,25,24,24,25,25,24,25,25,24,25,25,24,25,25,24,25,25,24,25,25,24,25,25,24,25,25,24,25,25,24,25,25,25,"Cell1510"
"Cell1511",12,12,10,12,12,10,12,12,10,12,12,10,12,12,10,13,12,10,13,12,10,13,12,10,13,12,10,13,12,10,13,12,10,13,12,10,13,12,10,13,13,11,13,13,11,13,13,12,13,13,12,13,13,12,13,13,12,13,13,12,13,13,12,13,13,12,13,13,13,"Cell1511"
"Cell1512",18,18,16,18,18,16,18,18,16,19,18,16,18,18,16,19,18,16,19,18,16,19,18,16,19,18,17,19,18,17,19,18,18,19,18,18,19,18,18,19,19,18,19,19,18,19,19,18,19,19,18,19,19,18,19,19,18,19,19,18,19,19,18,19,20,18,19,19,20,"Cell1512"
"Cell1513",9,8,7,9,8,7,9,8,7,9,8,7,9,8,7,10,8,7,10,8,7,10,8,7,10,8,7,10,8,7,10,8,7,10,8,7,10,8,7,10,9,7,10,9,7,10,9,7,10,9,7,10,9,7,10,9,7,10,9,7,10,9,7,10,9,7,10,9,8,"Cell1513"
"Cell1514",4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,5,4,4,5,4,4,5,4,4,5,4,4,5,4,4,5,4,4,5,4,4,5,5,4,5,5,4,5,5,4,5,5,4,5,5,4,5,5,4,5,5,4,5,5,4,5,5,4,5,5,5,"Cell1514"
"Cell1515",12,12,10,12,12,10,12,12,10,12,12,10,12,12,10,13,12,10,13,12,10,13,12,10,13,12,10,13,12,10,13,12,10,13,12,10,13,12,10,13,13,11,13,13,11,13,13,12,13,13,12,13,13,12,13,13,12,13,13,12,13,13,12,13,13,12,13,13,13,"Cell1515"
"Cell1516",7,6,1,7,6,1,7,6,1,7,6,1,7,6,1,8,6,18,8,6,18,8,6,18,8,6,13,8,6,13,8,6,11,8,6,11,8,6,11,8,7,9,8,7,9,8,7,9,8,7,10,8,7,10,8,7,10,8,7,10,8,7,10,8,7,8,8,7,10,"Cell1516"
"Cell1517",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"Cell1517"
"Cell1518",20,20,18,20,20,18,20,20,18,20,20,18,20,20,18,21,20,19,21,20,19,21,20,20,21,20,20,21,20,20,21,20,20,21,20,20,21,20,20,21,21,20,21,21,20,21,21,20,21,21,20,21,21,20,21,21,20,21,21,20,21,21,20,21,21,20,21,21,21,"Cell1518"
"Cell1519",17,17,15,17,17,15,17,17,15,17,17,15,17,17,15,18,17,15,18,17,15,18,17,15,18,17,16,18,17,16,18,17,17,18,17,17,18,17,17,18,18,17,18,18,17,18,18,17,18,18,17,18,18,17,18,18,17,18,18,17,18,18,17,18,18,17,18,18,18,"Cell1519"
"Cell1520",8,11,1,8,11,1,8,11,1,8,11,1,8,11,1,9,11,1,9,11,1,9,11,19,9,11,19,9,11,18,9,11,16,9,11,13,9,11,13,9,12,12,9,12,12,9,12,11,9,12,8,9,12,8,9,12,8,9,12,8,9,12,8,9,12,9,9,12,9,"Cell1520"
"Cell1521",16,16,14,16,16,14,16,16,14,16,16,14,16,16,14,17,16,14,17,16,14,17,16,14,17,16,15,17,16,15,17,16,15,17,16,16,17,16,16,17,17,16,17,17,16,17,17,16,17,17,16,17,17,16,17,17,16,17,17,16,17,17,16,17,17,16,17,17,17,"Cell1521"
"Cell1522",8,11,1,8,11,1,8,11,1,8,11,1,8,11,1,9,11,1,9,11,1,9,11,19,9,11,19,9,11,18,9,11,16,9,11,13,9,11,13,9,12,12,9,12,12,9,12,11,9,12,8,9,12,8,9,12,8,9,12,8,9,12,8,9,12,9,9,12,9,"Cell1522"
"Cell1523",12,12,10,12,12,10,12,12,10,12,12,10,12,12,10,13,12,10,13,12,10,13,12,10,13,12,10,13,12,10,13,12,10,13,12,10,13,12,10,13,13,11,13,13,11,13,13,12,13,13,12,13,13,12,13,13,12,13,13,12,13,13,12,13,13,12,13,13,13,"Cell1523"
"Cell1524",7,6,1,7,6,1,7,6,1,7,6,1,7,6,1,8,6,18,8,6,18,8,6,18,8,6,13,8,6,13,8,6,11,8,6,11,8,6,11,8,7,9,8,7,9,8,7,9,8,7,10,8,7,10,8,7,10,8,7,10,8,7,10,8,7,8,8,7,10,"Cell1524"
"Cell1525",25,25,22,25,25,22,25,25,23,25,25,23,25,25,23,26,25,24,26,25,24,26,25,25,26,25,25,26,25,25,26,25,25,26,25,25,26,25,25,26,26,25,26,26,25,26,26,25,26,26,25,26,26,25,26,26,25,26,26,25,26,26,25,26,26,25,26,26,26,"Cell1525"
"Cell1526",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"Cell1526"
"Cell1527",26,26,23,26,26,23,26,26,24,26,26,24,26,26,24,27,26,25,27,26,25,27,26,26,27,26,26,27,26,26,27,26,26,27,26,26,27,26,26,27,27,26,27,27,26,27,27,26,27,27,26,27,27,26,27,27,26,27,27,26,27,27,26,27,27,26,27,27,27,"Cell1527"
"Cell1528",4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,5,4,4,5,4,4,5,4,4,5,4,4,5,4,4,5,4,4,5,4,4,5,5,4,5,5,4,5,5,4,5,5,4,5,5,4,5,5,4,5,5,4,5,5,4,5,5,4,5,5,5,"Cell1528"
"Cell1529",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"Cell1529"
"Cell1530",18,18,16,18,18,16,18,18,16,19,18,16,18,18,16,19,18,16,19,18,16,19,18,16,19,18,17,19,18,17,19,18,18,19,18,18,19,18,18,19,19,18,19,19,18,19,19,18,19,19,18,19,19,18,19,19,18,19,19,18,19,19,18,19,20,18,19,19,20,"Cell1530"
"Cell1531",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"Cell1531"
"Cell1532",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,3,2,2,3,2,2,3,2,2,3,2,2,3,2,2,3,2,2,3,2,2,3,2,2,3,2,2,3,2,2,3,2,2,3,2,2,2,2,2,3,2,2,"Cell1532"
"Cell1533",8,11,1,8,11,1,8,11,1,8,11,1,8,11,1,9,11,1,9,11,1,9,11,1,9,11,1,9,11,18,9,11,16,9,11,13,9,11,13,9,12,12,9,12,12,9,12,11,9,12,8,9,12,8,9,12,8,9,12,8,9,12,8,9,12,9,9,12,9,"Cell1533"
"Cell1534",17,17,15,17,17,15,17,17,15,17,17,15,17,17,15,18,17,15,18,17,15,18,17,15,18,17,16,18,17,16,18,17,17,18,17,17,18,17,17,18,18,17,18,18,17,18,18,17,18,18,17,18,18,17,18,18,17,18,18,17,18,18,17,18,18,17,18,18,18,"Cell1534"
"Cell1535",3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,4,3,3,4,3,3,4,3,3,4,3,3,4,3,3,4,3,3,4,3,3,4,4,3,4,4,3,4,4,3,4,4,3,4,4,3,4,4,3,4,4,3,4,4,3,4,4,3,4,4,4,"Cell1535"
"Cell1536",3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,4,3,3,4,3,3,4,3,3,4,3,3,4,3,3,4,3,3,4,3,3,4,4,3,4,4,3,4,4,3,4,4,3,4,4,3,4,4,3,4,4,3,4,4,3,4,4,3,4,4,4,"Cell1536"
"Cell1537",21,21,1,21,21,1,21,21,21,21,21,21,21,21,21,22,21,22,22,21,22,22,21,23,22,21,23,22,21,23,22,21,23,22,21,23,22,21,23,22,22,23,22,22,23,22,22,23,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,23,23,22,22,22,23,"Cell1537"
"Cell1538",3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,4,3,3,4,3,3,4,3,3,4,3,3,4,3,3,4,3,3,4,3,3,4,4,3,4,4,3,4,4,3,4,4,3,4,4,3,4,4,3,4,4,3,4,4,3,4,4,3,4,4,4,"Cell1538"
"Cell1539",8,11,1,8,11,1,8,11,1,8,11,1,8,11,1,9,11,1,9,11,1,9,11,19,9,11,19,9,11,18,9,11,16,9,11,13,9,11,13,9,12,12,9,12,12,9,12,11,9,12,8,9,12,8,9,12,8,9,12,8,9,12,8,9,12,9,9,12,9,"Cell1539"
"Cell1540",3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,4,3,3,4,3,3,4,3,3,4,3,3,4,3,3,4,3,3,4,3,3,4,4,3,4,4,3,4,4,3,4,4,3,4,4,3,4,4,3,4,4,3,4,4,3,4,4,3,4,4,4,"Cell1540"
"Cell1541",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"Cell1541"
"Cell1542",12,12,10,12,12,10,12,12,10,12,12,10,12,12,10,13,12,10,13,12,10,13,12,10,13,12,10,13,12,10,13,12,10,13,12,10,13,12,10,13,13,11,13,13,11,13,13,12,13,13,12,13,13,12,13,13,12,13,13,12,13,13,12,13,13,12,13,13,13,"Cell1542"
"Cell1543",14,14,12,14,14,12,14,14,12,14,14,12,14,14,12,15,14,12,15,14,12,15,14,12,15,14,12,15,14,12,15,14,13,15,14,14,15,14,14,15,15,14,15,15,14,15,15,14,15,15,14,15,15,14,15,15,14,15,15,14,15,15,14,15,15,14,15,15,15,"Cell1543"
"Cell1544",6,7,6,6,7,6,6,7,6,6,7,6,6,7,6,7,7,6,7,7,6,7,7,6,7,7,6,7,7,6,7,7,6,7,7,6,7,7,6,7,8,6,7,8,6,7,8,6,7,8,6,7,8,6,7,8,6,7,8,6,7,8,6,7,8,6,7,8,7,"Cell1544"
"Cell1545",27,27,24,27,27,24,27,27,25,27,27,25,27,27,25,28,27,26,28,27,26,28,27,27,28,27,27,28,27,27,28,27,27,28,27,27,28,27,27,28,28,27,28,28,27,28,28,27,28,28,27,28,28,27,28,28,27,28,28,27,28,28,27,28,28,27,28,28,28,"Cell1545"
"Cell1546",24,24,21,24,24,21,24,24,22,24,24,22,24,24,22,25,24,23,25,24,23,25,24,24,25,24,24,25,24,24,25,24,24,25,24,24,25,24,24,25,25,24,25,25,24,25,25,24,25,25,24,25,25,24,25,25,24,25,25,24,25,25,24,25,25,24,25,25,25,"Cell1546"
"Cell1547",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,3,1,1,3,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,3,1,2,3,1,2,3,1,2,3,1,2,3,1,2,3,1,2,3,1,2,3,1,3,3,1,2,3,3,"Cell1547"
"Cell1548",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,5,5,6,5,5,6,5,5,6,5,5,6,5,5,6,5,5,6,5,5,6,5,5,6,6,5,6,6,5,6,6,5,6,6,5,6,6,5,6,6,5,6,6,5,6,6,5,6,6,5,6,6,6,"Cell1548"
"Cell1549",22,22,19,22,22,19,22,22,19,22,22,19,22,22,19,23,22,20,23,22,20,23,22,21,23,22,21,23,22,21,23,22,21,23,22,21,23,22,21,23,23,21,23,23,21,23,23,21,23,23,21,23,23,21,23,23,21,23,23,21,23,23,21,22,22,21,23,23,22,"Cell1549"
"Cell1550",19,19,17,19,19,17,19,19,17,18,19,17,19,19,17,20,19,17,20,19,17,20,19,17,20,19,18,20,19,19,20,19,19,20,19,19,20,19,19,20,20,19,20,20,19,20,20,19,20,20,19,20,20,19,20,20,19,20,20,19,20,20,19,20,19,19,20,20,19,"Cell1550"
"Cell1551",9,8,7,9,8,7,9,8,7,9,8,7,9,8,7,10,8,7,10,8,7,10,8,7,10,8,7,10,8,7,10,8,7,10,8,7,10,8,7,10,9,7,10,9,7,10,9,7,10,9,7,10,9,7,10,9,7,10,9,7,10,9,7,10,9,7,10,9,8,"Cell1551"
"Cell1552",19,19,17,19,19,17,19,19,17,18,19,17,19,19,17,20,19,17,20,19,17,20,19,17,20,19,18,20,19,19,20,19,19,20,19,19,20,19,19,20,20,19,20,20,19,20,20,19,20,20,19,20,20,19,20,20,19,20,20,19,20,20,19,20,19,19,20,20,19,"Cell1552"
"Cell1553",12,12,10,12,12,10,12,12,10,12,12,10,12,12,10,13,12,10,13,12,10,13,12,10,13,12,10,13,12,10,13,12,10,13,12,10,13,12,10,13,13,11,13,13,11,13,13,12,13,13,12,13,13,12,13,13,12,13,13,12,13,13,12,13,13,12,13,13,13,"Cell1553"
"Cell1554",12,12,10,12,12,10,12,12,10,12,12,10,12,12,10,13,12,10,13,12,10,13,12,10,13,12,10,13,12,10,13,12,10,13,12,10,13,12,10,13,13,11,13,13,11,13,13,12,13,13,12,13,13,12,13,13,12,13,13,12,13,13,12,13,13,12,13,13,13,"Cell1554"
"Cell1555",24,24,21,24,24,21,24,24,22,24,24,22,24,24,22,25,24,23,25,24,23,25,24,24,25,24,24,25,24,24,25,24,24,25,24,24,25,24,24,25,25,24,25,25,24,25,25,24,25,25,24,25,25,24,25,25,24,25,25,24,25,25,24,25,25,24,25,25,25,"Cell1555"
"Cell1556",22,22,19,22,22,19,22,22,19,22,22,19,22,22,19,23,22,20,23,22,20,23,22,21,23,22,21,23,22,21,23,22,21,23,22,21,23,22,21,23,23,21,23,23,21,23,23,21,23,23,21,23,23,21,23,23,21,23,23,21,23,23,21,22,22,21,23,23,22,"Cell1556"
"Cell1557",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"Cell1557"
"Cell1558",15,15,13,15,15,13,15,15,13,15,15,13,15,15,13,16,15,13,16,15,13,16,15,13,16,15,14,16,15,14,16,15,14,16,15,15,16,15,15,16,16,15,16,16,15,16,16,15,16,16,15,16,16,15,16,16,15,16,16,15,16,16,15,16,16,15,16,16,16,"Cell1558"
"Cell1559",9,8,7,9,8,7,9,8,7,9,8,7,9,8,7,10,8,7,10,8,7,10,8,7,10,8,7,10,8,7,10,8,7,10,8,7,10,8,7,10,9,7,10,9,7,10,9,7,10,9,7,10,9,7,10,9,7,10,9,7,10,9,7,10,9,7,10,9,8,"Cell1559"
"Cell1560",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"Cell1560"
"Cell1561",11,10,9,11,10,9,11,10,9,10,10,9,11,10,9,12,10,9,12,10,9,12,10,9,12,10,9,12,10,9,12,10,9,12,10,9,12,10,9,12,11,10,12,11,10,12,11,10,12,11,11,12,11,11,12,11,11,12,11,11,12,11,11,12,10,11,12,11,12,"Cell1561"
"Cell1562",8,11,1,8,11,1,8,11,1,8,11,1,8,11,1,9,11,1,9,11,1,9,11,19,9,11,19,9,11,18,9,11,16,9,11,13,9,11,13,9,12,12,9,12,12,9,12,11,9,12,8,9,12,8,9,12,8,9,12,8,9,12,8,9,12,9,9,12,9,"Cell1562"
"Cell1563",13,13,11,13,13,11,13,13,11,13,13,11,13,13,11,14,13,11,14,13,11,14,13,11,14,13,11,14,13,11,14,13,12,14,13,12,14,13,12,14,14,13,14,14,13,14,14,13,14,14,13,14,14,13,14,14,13,14,14,13,14,14,13,14,14,13,14,14,14,"Cell1563"
"Cell1564",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,3,1,1,3,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,3,1,2,3,1,2,3,1,2,3,1,2,3,1,2,3,1,2,3,1,2,3,1,3,3,1,2,3,3,"Cell1564"
"Cell1565",7,6,1,7,6,1,7,6,1,7,6,1,7,6,1,8,6,18,8,6,18,8,6,18,8,6,13,8,6,13,8,6,11,8,6,11,8,6,11,8,7,9,8,7,9,8,7,9,8,7,10,8,7,10,8,7,10,8,7,10,8,7,10,8,7,8,8,7,10,"Cell1565"
"Cell1566",6,7,6,6,7,6,6,7,6,6,7,6,6,7,6,7,7,6,7,7,6,7,7,6,7,7,6,7,7,6,7,7,6,7,7,6,7,7,6,7,8,6,7,8,6,7,8,6,7,8,6,7,8,6,7,8,6,7,8,6,7,8,6,7,8,6,7,8,7,"Cell1566"
"Cell1567",21,21,1,21,21,1,21,21,21,21,21,21,21,21,21,22,21,22,22,21,22,22,21,23,22,21,23,22,21,23,22,21,23,22,21,23,22,21,23,22,22,23,22,22,23,22,22,23,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,23,23,22,22,22,23,"Cell1567"
"Cell1568",16,16,14,16,16,14,16,16,14,16,16,14,16,16,14,17,16,14,17,16,14,17,16,14,17,16,15,17,16,15,17,16,15,17,16,16,17,16,16,17,17,16,17,17,16,17,17,16,17,17,16,17,17,16,17,17,16,17,17,16,17,17,16,17,17,16,17,17,17,"Cell1568"
"Cell1569",9,8,7,9,8,7,9,8,7,9,8,7,9,8,7,10,8,7,10,8,7,10,8,7,10,8,7,10,8,7,10,8,7,10,8,7,10,8,7,10,9,7,10,9,7,10,9,7,10,9,7,10,9,7,10,9,7,10,9,7,10,9,7,10,9,7,10,9,8,"Cell1569"
"Cell1570",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"Cell1570"
"Cell1571",23,23,20,23,23,20,23,23,20,23,23,20,23,23,20,24,23,21,24,23,21,24,23,22,24,23,22,24,23,22,24,23,22,24,23,22,24,23,22,24,24,22,24,24,22,24,24,22,24,24,23,24,24,23,24,24,23,24,24,23,24,24,23,24,24,23,24,24,24,"Cell1571"
"Cell1572",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"Cell1572"
"Cell1573",16,16,14,16,16,14,16,16,14,16,16,14,16,16,14,17,16,14,17,16,14,17,16,14,17,16,15,17,16,15,17,16,15,17,16,16,17,16,16,17,17,16,17,17,16,17,17,16,17,17,16,17,17,16,17,17,16,17,17,16,17,17,16,17,17,16,17,17,17,"Cell1573"
"Cell1574",12,12,10,12,12,10,12,12,10,12,12,10,12,12,10,13,12,10,13,12,10,13,12,10,13,12,10,13,12,10,13,12,10,13,12,10,13,12,10,13,13,11,13,13,11,13,13,12,13,13,12,13,13,12,13,13,12,13,13,12,13,13,12,13,13,12,13,13,13,"Cell1574"
"Cell1575",11,10,9,11,10,9,11,10,9,10,10,9,11,10,9,12,10,9,12,10,9,12,10,9,12,10,9,12,10,9,12,10,9,12,10,9,12,10,9,12,11,10,12,11,10,12,11,10,12,11,11,12,11,11,12,11,11,12,11,11,12,11,11,12,10,11,12,11,12,"Cell1575"
"Cell1576",17,17,15,17,17,15,17,17,15,17,17,15,17,17,15,18,17,15,18,17,15,18,17,15,18,17,16,18,17,16,18,17,17,18,17,17,18,17,17,18,18,17,18,18,17,18,18,17,18,18,17,18,18,17,18,18,17,18,18,17,18,18,17,18,18,17,18,18,18,"Cell1576"
"Cell1577",6,7,6,6,7,6,6,7,6,6,7,6,6,7,6,7,7,6,7,7,6,7,7,6,7,7,6,7,7,6,7,7,6,7,7,6,7,7,6,7,8,6,7,8,6,7,8,6,7,8,6,7,8,6,7,8,6,7,8,6,7,8,6,7,8,6,7,8,7,"Cell1577"
"Cell1578",21,21,1,21,21,1,21,21,21,21,21,21,21,21,21,22,21,22,22,21,22,22,21,23,22,21,23,22,21,23,22,21,23,22,21,23,22,21,23,22,22,23,22,22,23,22,22,23,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,23,23,22,22,22,23,"Cell1578"
"Cell1579",6,7,6,6,7,6,6,7,6,6,7,6,6,7,6,7,7,6,7,7,6,7,7,6,7,7,6,7,7,6,7,7,6,7,7,6,7,7,6,7,8,6,7,8,6,7,8,6,7,8,6,7,8,6,7,8,6,7,8,6,7,8,6,7,8,6,7,8,7,"Cell1579"
"Cell1580",13,13,11,13,13,11,13,13,11,13,13,11,13,13,11,14,13,11,14,13,11,14,13,11,14,13,11,14,13,11,14,13,12,14,13,12,14,13,12,14,14,13,14,14,13,14,14,13,14,14,13,14,14,13,14,14,13,14,14,13,14,14,13,14,14,13,14,14,14,"Cell1580"
"Cell1581",12,12,10,12,12,10,12,12,10,12,12,10,12,12,10,13,12,10,13,12,10,13,12,10,13,12,10,13,12,10,13,12,10,13,12,10,13,12,10,13,13,11,13,13,11,13,13,12,13,13,12,13,13,12,13,13,12,13,13,12,13,13,12,13,13,12,13,13,13,"Cell1581"
"Cell1582",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,5,5,6,5,5,6,5,5,6,5,5,6,5,5,6,5,5,6,5,5,6,5,5,6,6,5,6,6,5,6,6,5,6,6,5,6,6,5,6,6,5,6,6,5,6,6,5,6,6,5,6,6,6,"Cell1582"
"Cell1583",15,15,13,15,15,13,15,15,13,15,15,13,15,15,13,16,15,13,16,15,13,16,15,13,16,15,14,16,15,14,16,15,14,16,15,15,16,15,15,16,16,15,16,16,15,16,16,15,16,16,15,16,16,15,16,16,15,16,16,15,16,16,15,16,16,15,16,16,16,"Cell1583"
