cells,SC3-00,UMAP_KMEANS-00,TSNE_KMEANS-00,SC3-05,UMAP_KMEANS-05,TSNE_KMEANS-05,SC3-10,UMAP_KMEANS-10,TSNE_KMEANS-10,SC3-15,UMAP_KMEANS-15,TSNE_KMEANS-15,SC3-20,UMAP_KMEANS-20,TSNE_KMEANS-20,SC3-25,UMAP_KMEANS-25,TSNE_KMEANS-25,SC3-30,UMAP_KMEANS-30,TSNE_KMEANS-30,SC3-35,UMAP_KMEANS-35,TSNE_KMEANS-35,SC3-40,UMAP_KMEANS-40,TSNE_KMEANS-40,SC3-45,UMAP_KMEANS-45,TSNE_KMEANS-45,SC3-50,UMAP_KMEANS-50,TSNE_KMEANS-50,SC3-55,UMAP_KMEANS-55,TSNE_KMEANS-55,SC3-60,UMAP_KMEANS-60,TSNE_KMEANS-60,SC3-65,UMAP_KMEANS-65,TSNE_KMEANS-65,SC3-70,UMAP_KMEANS-70,TSNE_KMEANS-70,SC3-75,UMAP_KMEANS-75,TSNE_KMEANS-75,SC3-80,UMAP_KMEANS-80,TSNE_KMEANS-80,SC3-85,UMAP_KMEANS-85,TSNE_KMEANS-85,SC3-90,UMAP_KMEANS-90,TSNE_KMEANS-90,SC3-95,UMAP_KMEANS-95,TSNE_KMEANS-95,SC3-100,UMAP_KMEANS-100,TSNE_KMEANS-100
Cell1028,24,27,1,24,27,1,24,27,1,24,27,1,24,27,1,24,27,1,24,27,1,24,27,1,24,27,1,24,27,1,24,27,1,24,27,1,24,27,1,24,27,1,24,4,1,24,4,1,24,4,1,24,4,1,24,4,1,24,4,1,24,4,1
Cell1029,20,17,34,20,17,34,20,17,34,20,17,34,20,17,34,20,17,34,20,17,34,20,17,34,20,17,34,20,17,34,20,17,34,20,17,34,20,17,34,20,17,34,20,17,34,20,17,34,20,17,34,20,17,34,20,17,34,20,17,34,20,17,34
Cell103,33,17,3,33,17,3,33,17,3,33,17,3,33,17,3,33,17,3,33,17,3,33,17,3,33,17,3,33,17,3,33,17,3,33,17,3,33,17,3,33,17,3,33,17,3,33,17,3,33,17,3,33,17,3,33,17,3,33,17,3,33,17,3
Cell1030,24,27,1,24,27,1,24,27,1,24,27,1,24,27,1,24,27,1,24,27,1,24,27,1,24,27,1,24,27,1,24,27,1,24,27,1,24,27,1,24,27,1,24,4,1,24,4,1,24,4,1,24,4,1,24,4,1,24,4,1,24,4,1
Cell1031,16,37,36,16,37,36,16,37,36,16,37,36,16,37,36,16,37,36,16,9,36,16,9,36,16,9,36,16,9,36,16,9,36,16,9,36,16,9,36,16,9,36,16,9,36,16,9,36,16,9,36,16,9,36,16,9,36,16,9,36,16,9,36
Cell1032,20,17,34,20,17,34,20,17,34,20,17,34,20,17,34,20,17,34,20,17,34,20,17,34,20,17,34,20,17,34,20,17,34,20,17,34,20,17,34,20,17,34,20,17,34,20,17,34,20,17,34,20,17,34,20,17,34,20,17,34,20,17,34
Cell1033,1,3,5,1,3,5,1,3,5,1,3,5,1,3,5,1,3,5,1,3,5,1,3,5,1,3,5,1,3,5,1,3,5,1,3,5,1,3,5,1,3,5,1,3,5,1,3,5,1,3,5,1,3,5,1,3,5,1,3,5,1,3,5
Cell1034,7,29,17,7,29,17,7,29,17,7,29,17,7,29,17,7,29,17,7,29,17,7,29,17,7,29,17,7,29,17,7,29,17,7,29,17,7,29,17,7,29,17,7,29,17,7,29,17,7,29,17,7,29,17,7,29,17,7,29,17,7,29,17
Cell1035,21,15,30,21,15,30,21,15,30,21,15,30,21,15,30,21,15,30,21,15,30,21,15,30,21,15,30,21,15,30,21,15,30,21,13,7,21,13,7,21,13,7,21,13,7,21,13,7,21,13,7,21,13,7,21,13,7,21,13,7,21,13,7
Cell1036,6,12,26,6,1,26,6,1,26,6,1,26,6,1,26,6,1,26,6,1,26,6,1,26,6,1,26,6,1,26,6,1,26,6,1,26,6,1,26,6,1,26,6,1,26,6,1,26,6,1,26,6,1,26,6,1,26,6,1,26,6,1,26
Cell1037,29,7,20,29,7,20,29,7,20,29,7,20,29,7,20,29,7,20,29,7,20,29,7,20,29,7,20,29,6,20,29,6,20,29,6,20,29,6,20,29,6,20,29,6,20,29,6,20,29,6,20,29,6,20,29,6,20,29,6,20,29,6,20
Cell1038,24,27,1,24,27,1,24,27,1,24,27,1,24,27,1,24,27,1,24,27,1,24,27,1,24,27,1,24,27,1,24,27,1,24,27,1,24,27,1,24,27,1,24,4,1,24,4,1,24,4,1,24,4,1,24,4,1,24,4,1,24,4,1
Cell1039,8,19,31,8,19,31,8,19,31,8,19,31,8,19,31,8,19,31,8,19,31,8,19,31,8,19,31,8,19,31,8,19,31,8,19,31,8,19,31,8,19,31,8,19,31,8,19,31,8,19,31,8,19,31,8,19,31,8,19,31,8,19,31
Cell104,27,4,39,27,4,39,27,4,39,27,4,39,27,4,39,27,4,39,27,4,39,27,4,39,27,4,39,27,4,39,27,4,39,27,4,39,27,4,39,27,4,39,24,4,1,24,4,1,24,4,1,24,4,1,24,4,1,24,4,1,24,4,1
Cell1040,37,5,24,37,5,24,37,5,24,37,5,24,37,5,24,37,5,24,37,5,24,37,5,24,37,5,24,37,5,24,37,5,24,37,5,24,37,5,24,37,5,24,37,5,24,37,5,24,37,5,24,37,5,24,37,5,24,37,5,24,37,5,24
Cell1041,28,33,12,28,33,12,28,33,12,28,33,12,28,33,12,28,33,12,28,33,12,28,33,12,28,33,12,28,33,12,28,33,12,28,33,12,28,33,12,28,33,12,28,33,12,28,33,12,28,33,12,28,33,12,28,33,12,28,33,12,28,33,12
Cell1042,16,37,36,16,37,36,16,37,36,16,37,36,16,37,36,16,37,36,16,9,36,16,9,36,16,9,36,16,9,36,16,9,36,16,9,36,16,9,36,16,9,36,16,9,36,16,9,36,16,9,36,16,9,36,16,9,36,16,9,36,16,9,36
Cell1043,8,19,31,8,19,31,8,19,31,8,19,31,8,19,31,8,19,31,8,19,31,8,19,31,8,19,31,8,19,31,8,19,31,8,19,31,8,19,31,8,19,31,8,19,31,8,19,31,8,19,31,8,19,31,8,19,31,8,19,31,8,19,31
Cell1044,19,2,25,19,2,25,19,2,25,19,2,25,19,2,25,19,2,25,19,2,25,19,2,25,19,2,25,19,2,25,19,2,25,19,2,25,19,2,25,19,2,25,18,2,25,18,2,25,18,2,25,18,2,25,18,2,25,18,2,25,18,2,25
Cell1045,6,12,26,6,1,26,6,1,26,6,1,26,6,1,26,6,1,26,6,1,26,6,1,26,6,1,26,6,1,26,6,1,26,6,1,26,6,1,26,6,1,26,6,1,26,6,1,26,6,1,26,6,1,26,6,1,26,6,1,26,6,1,26
Cell1046,6,1,26,6,1,26,6,1,26,6,1,26,6,1,26,6,1,26,6,1,26,6,1,26,6,1,26,6,1,26,6,1,26,6,1,26,6,1,26,6,1,26,6,1,26,6,1,26,6,1,26,6,1,26,6,1,26,6,1,26,6,1,26
Cell1047,1,8,5,1,3,5,1,3,5,1,3,5,1,3,5,1,3,5,1,3,5,1,3,5,1,3,5,1,3,5,1,3,5,1,3,5,1,3,5,1,3,5,1,3,5,1,3,5,1,3,5,1,3,5,1,3,5,1,3,5,1,3,5
Cell1048,4,38,27,4,38,27,4,38,4,4,38,4,4,38,4,4,38,4,4,38,4,4,38,4,4,38,4,4,38,4,4,38,4,4,38,4,4,38,4,4,38,4,4,38,4,4,38,4,4,38,4,4,38,4,4,38,4,4,38,4,4,38,4
Cell1049,13,16,38,13,16,38,13,16,38,13,16,38,13,16,38,13,16,38,13,16,38,13,16,38,13,16,38,13,16,38,13,16,38,13,14,38,13,14,38,13,14,38,13,14,38,13,14,38,13,14,38,13,14,38,13,14,38,13,14,38,13,14,38
Cell105,27,4,39,27,4,39,27,4,39,27,4,39,27,4,39,27,4,39,27,4,39,27,4,39,27,4,39,27,4,39,27,4,39,27,4,39,27,4,39,27,4,39,24,4,1,24,4,1,24,4,1,24,4,1,24,4,1,24,4,1,24,4,1
Cell1050,4,38,4,4,38,4,4,38,4,4,38,4,4,38,4,4,38,4,4,38,4,4,38,4,4,38,4,4,38,4,4,38,4,4,38,4,4,38,4,4,38,4,4,38,4,4,38,4,4,38,4,4,38,4,4,38,4,4,38,4,4,38,4
Cell1051,3,35,40,3,35,40,3,35,40,3,35,40,3,35,40,3,35,40,3,35,40,3,35,40,3,35,40,3,35,40,3,35,40,3,35,40,3,35,2,3,18,2,3,18,2,3,18,2,3,18,2,3,18,2,3,18,2,3,18,2,3,18,2
Cell1052,30,21,18,30,21,18,30,21,18,30,21,18,30,21,18,30,21,18,30,21,18,30,21,18,30,21,18,30,21,18,30,21,18,30,21,18,30,21,18,30,21,18,30,21,18,30,21,18,30,21,18,30,21,18,30,21,18,30,21,18,30,21,18
Cell1053,22,11,26,22,11,26,22,11,26,22,1,26,6,1,26,6,1,26,6,1,26,6,1,26,6,1,26,6,1,26,6,1,26,6,1,26,6,1,26,6,1,26,6,1,26,6,1,26,6,1,26,6,1,26,6,1,26,6,1,26,6,1,26
Cell1054,3,18,40,3,18,40,3,18,40,3,18,40,3,18,40,3,18,40,3,18,40,3,18,40,3,18,40,3,18,40,3,18,40,3,18,40,3,18,2,3,18,2,3,18,2,3,18,2,3,18,2,3,18,2,3,18,2,3,18,2,3,18,2
Cell1055,13,14,38,13,14,38,13,14,38,13,14,38,13,14,38,13,14,38,13,14,38,13,14,38,13,14,38,13,14,38,13,14,38,13,14,38,13,14,38,13,14,38,13,14,38,13,14,38,13,14,38,13,14,38,13,14,38,13,14,38,13,14,38
Cell1056,21,13,7,21,13,7,21,13,7,21,13,7,21,13,7,21,13,7,21,13,7,21,13,7,21,13,7,21,13,7,21,13,7,21,13,7,21,13,7,21,13,7,21,13,7,21,13,7,21,13,7,21,13,7,21,13,7,21,13,7,21,13,7
Cell1057,8,19,31,8,19,31,8,19,31,8,19,31,8,19,31,8,19,31,8,19,31,8,19,31,8,19,31,8,19,31,8,19,31,8,19,31,8,19,31,8,19,31,8,19,31,8,19,31,8,19,31,8,19,31,8,19,31,8,19,31,8,19,31
Cell1058,31,25,10,31,25,10,31,25,10,31,25,10,31,25,10,31,25,10,31,25,10,31,25,10,31,25,10,31,25,10,31,25,10,31,25,10,31,25,10,31,25,10,31,25,10,31,25,10,31,25,10,31,25,10,31,25,10,31,25,10,31,25,10
Cell1059,33,17,9,33,17,9,33,17,9,33,17,9,33,17,9,33,17,9,33,17,9,33,17,9,33,17,9,33,17,9,33,17,9,33,17,9,33,17,3,33,17,3,33,17,3,33,17,3,33,17,3,33,17,3,33,17,3,33,17,3,33,17,3
Cell106,11,30,23,11,30,23,11,30,23,11,30,23,11,30,23,11,30,23,11,30,23,11,28,14,11,28,14,11,28,14,11,28,14,11,28,14,11,28,14,11,28,14,11,28,14,11,28,14,11,28,14,11,28,14,11,28,14,11,28,14,11,28,14
Cell1060,6,12,26,6,1,26,6,1,26,6,1,26,6,1,26,6,1,26,6,1,26,6,1,26,6,1,26,6,1,26,6,1,26,6,1,26,6,1,26,6,1,26,6,1,26,6,1,26,6,1,26,6,1,26,6,1,26,6,1,26,6,1,26
Cell1061,20,17,34,20,17,34,20,17,34,20,17,34,20,17,34,20,17,34,20,17,34,20,17,34,20,17,34,20,17,34,20,17,34,20,17,34,20,17,34,20,17,34,20,17,34,20,17,34,20,17,34,20,17,34,20,17,34,20,17,34,20,17,34
Cell1062,37,5,24,37,5,24,37,5,24,37,5,24,37,5,24,37,5,24,37,5,24,37,5,24,37,5,24,37,5,24,37,5,24,37,5,24,37,5,24,37,5,24,37,5,24,37,5,24,37,5,24,37,5,24,37,5,24,37,5,24,37,5,24
Cell1063,25,29,37,25,29,37,25,29,37,25,29,37,25,29,37,25,29,37,25,29,37,25,29,37,25,29,37,25,29,37,25,29,37,25,29,37,25,29,37,25,29,37,25,29,37,25,29,37,25,29,37,7,29,17,7,29,17,7,29,17,7,29,17
Cell1064,13,16,38,13,16,38,13,16,38,13,16,38,13,16,38,13,16,38,13,16,38,13,16,38,13,16,38,13,16,38,13,16,38,13,14,38,13,14,38,13,14,38,13,14,38,13,14,38,13,14,38,13,14,38,13,14,38,13,14,38,13,14,38
Cell1065,10,39,33,10,39,33,10,39,33,10,39,33,10,39,33,10,39,33,10,39,33,10,39,33,10,39,33,10,39,33,10,39,33,10,39,33,10,39,33,10,39,33,10,39,33,10,39,33,10,39,33,10,39,33,10,39,33,10,39,33,10,39,33
Cell1066,16,24,36,16,24,36,16,24,36,16,24,36,16,24,36,16,24,36,16,24,36,16,9,36,16,9,36,16,9,36,16,9,36,16,9,36,16,9,36,16,9,36,16,9,36,16,9,36,16,9,36,16,9,36,16,9,36,16,9,36,16,9,36
Cell1067,30,21,35,30,21,35,30,21,35,30,21,35,30,21,35,30,21,35,30,21,35,30,21,35,30,21,18,30,21,18,30,21,18,30,21,18,30,21,18,30,21,18,30,21,18,30,21,18,30,21,18,30,21,18,30,21,18,30,21,18,30,21,18
Cell1068,2,32,28,2,32,28,2,32,28,2,32,28,2,32,28,2,32,28,2,32,28,2,32,28,2,32,28,2,32,28,2,32,28,2,32,28,2,32,28,2,32,28,2,32,28,2,32,28,2,32,28,2,32,28,2,32,28,2,32,28,2,32,28
Cell1069,9,36,11,9,36,11,9,36,11,9,36,11,9,36,11,9,36,11,9,36,11,9,36,11,9,36,11,9,36,11,9,36,11,9,36,11,9,36,11,9,36,11,9,36,11,9,36,11,9,36,11,9,36,11,9,36,11,9,36,11,9,36,11
Cell107,4,38,4,4,38,4,4,38,4,4,38,4,4,38,4,4,38,4,4,38,4,4,38,4,4,38,4,4,38,4,4,38,4,4,38,4,4,38,4,4,38,4,4,38,4,4,38,4,4,38,4,4,38,4,4,38,4,4,38,4,4,38,4
Cell1070,19,2,25,19,2,25,19,2,25,19,2,25,19,2,25,19,2,25,19,2,25,19,2,25,19,2,25,19,2,25,19,2,25,19,2,25,19,2,25,19,2,25,18,2,25,18,2,25,18,2,25,18,2,25,18,2,25,18,2,25,18,2,25
Cell1071,36,33,13,36,33,13,36,33,13,36,33,13,36,33,13,36,33,13,36,33,13,36,33,13,36,33,13,36,33,13,36,33,13,36,33,13,36,33,13,36,33,13,35,33,13,35,33,13,35,33,13,35,33,13,35,33,13,28,33,12,28,33,12
Cell1072,20,17,34,20,17,34,20,17,34,20,17,34,20,17,34,20,17,34,20,17,34,20,17,34,20,17,34,20,17,34,20,17,34,20,17,34,20,17,34,20,17,34,20,17,34,20,17,34,20,17,34,20,17,34,20,17,34,20,17,34,20,17,34
Cell1073,27,4,39,27,4,39,27,4,39,27,4,39,27,4,39,27,4,39,27,4,39,27,4,39,27,4,39,27,4,39,27,4,39,27,4,39,27,4,39,27,4,39,24,4,1,24,4,1,24,4,1,24,4,1,24,4,1,24,4,1,24,4,1
Cell1074,9,36,11,9,36,11,9,36,11,9,36,11,9,36,11,9,36,11,9,36,11,9,36,11,9,36,11,9,36,11,9,36,11,9,36,11,9,36,11,9,36,11,9,36,11,9,36,11,9,36,11,9,36,11,9,36,11,9,36,11,9,36,11
Cell1075,11,28,23,11,28,23,11,28,23,11,28,23,11,28,23,11,28,23,11,28,23,11,28,14,11,28,14,11,28,14,11,28,14,11,28,14,11,28,14,11,28,14,11,28,14,11,28,14,11,28,14,11,28,14,11,28,14,11,28,14,11,28,14
Cell1076,13,16,38,13,16,38,13,16,38,13,16,38,13,16,38,13,16,38,13,16,38,13,16,38,13,16,38,13,16,38,13,16,38,13,14,38,13,14,38,13,14,38,13,14,38,13,14,38,13,14,38,13,14,38,13,14,38,13,14,38,13,14,38
Cell1077,21,15,30,21,15,30,21,15,30,21,15,30,21,15,30,21,15,30,21,15,30,21,15,30,21,15,30,21,15,30,21,15,30,21,13,7,21,13,7,21,13,7,21,13,7,21,13,7,21,13,7,21,13,7,21,13,7,21,13,7,21,13,7
Cell1078,32,27,39,32,27,39,32,27,39,32,27,39,32,27,39,32,27,39,32,27,39,32,27,39,32,27,39,32,27,39,32,27,39,27,27,39,27,27,39,27,27,39,24,4,1,24,4,1,24,4,1,24,4,1,24,4,1,24,4,1,24,4,1
Cell1079,1,8,5,1,3,5,1,3,5,1,3,5,1,3,5,1,3,5,1,3,5,1,3,5,1,3,5,1,3,5,1,3,5,1,3,5,1,3,5,1,3,5,1,3,5,1,3,5,1,3,5,1,3,5,1,3,5,1,3,5,1,3,5
Cell108,27,4,39,27,4,39,27,4,39,27,4,39,27,4,39,27,4,39,27,4,39,27,4,39,27,4,39,27,4,39,27,4,39,27,4,39,27,4,39,27,4,39,24,4,1,24,4,1,24,4,1,24,4,1,24,4,1,24,4,1,24,4,1
Cell1080,13,20,38,13,20,38,13,20,38,13,20,38,13,20,38,13,20,38,13,20,38,13,20,38,13,20,38,13,20,38,13,16,38,13,14,38,13,14,38,13,14,38,13,14,38,13,14,38,13,14,38,13,14,38,13,14,38,13,14,38,13,14,38
Cell1081,3,35,2,3,35,2,3,35,2,3,35,2,3,35,2,3,35,2,3,35,2,3,35,2,3,35,2,3,35,2,3,35,2,3,35,2,3,35,2,3,18,2,3,18,2,3,18,2,3,18,2,3,18,2,3,18,2,3,18,2,3,18,2
Cell1082,6,1,26,6,1,26,6,1,26,6,1,26,6,1,26,6,1,26,6,1,26,6,1,26,6,1,26,6,1,26,6,1,26,6,1,26,6,1,26,6,1,26,6,1,26,6,1,26,6,1,26,6,1,26,6,1,26,6,1,26,6,1,26
Cell1083,16,37,36,16,37,36,16,37,36,16,37,36,16,37,36,16,37,36,16,9,36,16,9,36,16,9,36,16,9,36,16,9,36,16,9,36,16,9,36,16,9,36,16,9,36,16,9,36,16,9,36,16,9,36,16,9,36,16,9,36,16,9,36
