SC3.SC3_0,SC3.SC3_0.005,SC3.SC3_0.01,SC3.SC3_0.015,SC3.SC3_0.02,SC3.SC3_0.025,SC3.SC3_0.03,SC3.SC3_0.035,SC3.SC3_0.04,SC3.SC3_0.045,SC3.SC3_0.05,SC3.SC3_0.055,SC3.SC3_0.06,SC3.SC3_0.065,SC3.SC3_0.07,SC3.SC3_0.075,SC3.SC3_0.08,SC3.SC3_0.085,SC3.SC3_0.09,SC3.SC3_0.095,SC3.SC3_0.1,SC3.SC3_0.105,SC3.SC3_0.11,SC3.SC3_0.115,SC3.SC3_0.12,SC3.SC3_0.125,SC3.SC3_0.13,SC3.SC3_0.135,SC3.SC3_0.14,SC3.SC3_0.145,SC3.SC3_0.15,UMAP_KMEANS.UMAP_KMEANS_0,UMAP_KMEANS.UMAP_KMEANS_0.005,UMAP_KMEANS.UMAP_KMEANS_0.01,UMAP_KMEANS.UMAP_KMEANS_0.015,UMAP_KMEANS.UMAP_KMEANS_0.02,UMAP_KMEANS.UMAP_KMEANS_0.025,UMAP_KMEANS.UMAP_KMEANS_0.03,UMAP_KMEANS.UMAP_KMEANS_0.035,UMAP_KMEANS.UMAP_KMEANS_0.04,UMAP_KMEANS.UMAP_KMEANS_0.045,UMAP_KMEANS.UMAP_KMEANS_0.05,UMAP_KMEANS.UMAP_KMEANS_0.055,UMAP_KMEANS.UMAP_KMEANS_0.06,UMAP_KMEANS.UMAP_KMEANS_0.065,UMAP_KMEANS.UMAP_KMEANS_0.07,UMAP_KMEANS.UMAP_KMEANS_0.075,UMAP_KMEANS.UMAP_KMEANS_0.08,UMAP_KMEANS.UMAP_KMEANS_0.085,UMAP_KMEANS.UMAP_KMEANS_0.09,UMAP_KMEANS.UMAP_KMEANS_0.095,UMAP_KMEANS.UMAP_KMEANS_0.1,UMAP_KMEANS.UMAP_KMEANS_0.105,UMAP_KMEANS.UMAP_KMEANS_0.11,UMAP_KMEANS.UMAP_KMEANS_0.115,UMAP_KMEANS.UMAP_KMEANS_0.12,UMAP_KMEANS.UMAP_KMEANS_0.125,UMAP_KMEANS.UMAP_KMEANS_0.13,UMAP_KMEANS.UMAP_KMEANS_0.135,UMAP_KMEANS.UMAP_KMEANS_0.14,UMAP_KMEANS.UMAP_KMEANS_0.145,UMAP_KMEANS.UMAP_KMEANS_0.15,TSNE_KMEANS.TSNE_KMEANS_0,TSNE_KMEANS.TSNE_KMEANS_0.005,TSNE_KMEANS.TSNE_KMEANS_0.01,TSNE_KMEANS.TSNE_KMEANS_0.015,TSNE_KMEANS.TSNE_KMEANS_0.02,TSNE_KMEANS.TSNE_KMEANS_0.025,TSNE_KMEANS.TSNE_KMEANS_0.03,TSNE_KMEANS.TSNE_KMEANS_0.035,TSNE_KMEANS.TSNE_KMEANS_0.04,TSNE_KMEANS.TSNE_KMEANS_0.045,TSNE_KMEANS.TSNE_KMEANS_0.05,TSNE_KMEANS.TSNE_KMEANS_0.055,TSNE_KMEANS.TSNE_KMEANS_0.06,TSNE_KMEANS.TSNE_KMEANS_0.065,TSNE_KMEANS.TSNE_KMEANS_0.07,TSNE_KMEANS.TSNE_KMEANS_0.075,TSNE_KMEANS.TSNE_KMEANS_0.08,TSNE_KMEANS.TSNE_KMEANS_0.085,TSNE_KMEANS.TSNE_KMEANS_0.09,TSNE_KMEANS.TSNE_KMEANS_0.095,TSNE_KMEANS.TSNE_KMEANS_0.1,TSNE_KMEANS.TSNE_KMEANS_0.105,TSNE_KMEANS.TSNE_KMEANS_0.11,TSNE_KMEANS.TSNE_KMEANS_0.115,TSNE_KMEANS.TSNE_KMEANS_0.12,TSNE_KMEANS.TSNE_KMEANS_0.125,TSNE_KMEANS.TSNE_KMEANS_0.13,TSNE_KMEANS.TSNE_KMEANS_0.135,TSNE_KMEANS.TSNE_KMEANS_0.14,TSNE_KMEANS.TSNE_KMEANS_0.145,TSNE_KMEANS.TSNE_KMEANS_0.15,cells
25,25,21,21,21,21,21,21,21,21,21,21,21,9,2,1,1,1,1,1,3,3,3,3,3,1,1,1,1,1,1,16,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,29,23,21,21,21,21,21,21,21,21,21,21,20,17,16,16,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,Cell1828
15,15,12,12,12,12,12,12,12,12,12,12,12,13,8,7,7,7,7,6,3,3,3,3,3,1,1,1,1,1,1,37,27,25,24,24,24,24,24,24,24,24,13,12,11,10,10,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,35,26,24,24,24,24,24,24,24,24,24,24,2,6,6,6,6,6,1,1,1,1,1,1,1,1,1,1,1,1,1,Cell1829
15,15,12,12,12,12,12,12,12,12,12,12,12,13,8,7,7,7,7,6,3,3,3,3,3,1,1,1,1,1,1,37,27,25,24,24,24,24,24,24,24,24,13,12,11,10,10,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,35,26,24,24,24,24,24,24,24,24,24,24,2,6,6,6,6,6,1,1,1,1,1,1,1,1,1,1,1,1,1,Cell183
30,30,26,26,26,26,26,26,26,26,26,26,26,23,12,11,11,11,11,2,1,1,1,1,1,1,1,1,1,1,1,34,25,23,22,22,22,22,22,22,22,22,21,19,18,17,17,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,27,22,20,20,20,20,20,20,20,20,20,20,19,8,8,8,8,8,1,1,1,1,1,1,1,1,1,1,1,1,1,Cell1830
21,21,18,18,18,18,18,18,18,18,18,18,18,16,11,10,10,10,10,9,3,3,3,3,3,1,1,1,1,1,1,9,8,8,8,8,8,8,8,8,8,8,8,7,7,6,6,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,30,24,22,22,22,22,22,22,22,22,22,22,21,18,17,17,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,Cell1831
16,16,13,13,13,13,13,13,13,13,13,13,13,11,12,11,11,11,11,2,1,1,1,1,1,1,1,1,1,1,1,33,15,14,13,13,13,13,13,13,13,13,13,12,11,10,10,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,28,13,13,13,13,13,13,13,13,13,13,13,12,10,10,10,10,10,1,1,1,1,1,1,1,1,1,1,1,1,1,Cell1832
29,29,25,25,25,25,25,25,25,25,25,25,25,22,2,1,1,1,1,1,3,3,3,3,3,1,1,1,1,1,1,31,23,21,20,20,20,20,20,20,20,20,19,17,16,15,15,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,36,27,25,25,25,25,25,25,25,25,25,25,23,19,18,15,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,Cell1833
2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,4,4,4,4,3,3,3,3,3,3,1,1,1,1,1,1,30,4,4,4,4,4,4,4,4,4,4,4,4,4,19,19,13,1,1,1,1,1,1,1,1,1,1,1,1,1,1,11,19,18,18,18,18,18,18,18,18,18,18,17,15,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,Cell1834
28,28,24,24,24,24,24,24,24,24,24,24,24,21,15,14,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,34,25,23,22,22,22,22,22,22,22,22,21,19,18,17,17,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,10,10,10,10,1,1,1,1,1,1,1,1,1,1,1,1,1,Cell1835
3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,1,1,1,1,1,3,3,3,3,3,1,1,1,1,1,1,19,14,13,12,12,12,12,12,12,12,12,12,11,10,9,9,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,12,8,8,8,8,8,8,8,8,8,8,8,8,6,6,6,6,6,1,1,1,1,1,1,1,1,1,1,1,1,1,Cell1836
16,16,13,13,13,13,13,13,13,13,13,13,13,11,12,11,11,11,11,2,1,1,1,1,1,1,1,1,1,1,1,38,15,14,13,13,13,13,13,13,13,13,13,12,11,10,10,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,17,13,13,13,13,13,13,13,13,13,13,13,12,10,10,10,10,10,1,1,1,1,1,1,1,1,1,1,1,1,1,Cell1837
13,13,10,10,10,10,10,10,10,10,10,10,10,9,2,1,1,1,1,1,3,3,3,3,3,1,1,1,1,1,1,12,10,9,9,9,9,9,9,9,9,9,9,8,7,6,6,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,32,25,23,23,23,23,23,23,23,23,23,23,22,18,17,17,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,Cell1838
8,8,6,6,6,6,6,6,6,6,6,6,6,5,2,1,1,1,1,1,3,3,3,3,3,1,1,1,1,1,1,10,9,11,11,11,11,11,11,11,11,11,11,10,9,8,8,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,18,17,17,17,17,17,17,17,17,17,17,16,14,14,14,12,12,1,1,1,1,1,1,1,1,1,1,1,1,1,Cell1839
20,20,17,17,17,17,17,17,17,17,17,17,17,15,10,9,9,9,9,8,4,4,4,4,4,1,1,1,1,1,1,32,24,22,21,21,21,21,21,21,21,21,20,18,17,16,16,11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,26,21,19,19,19,19,19,19,19,19,19,19,18,16,15,15,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,Cell184
34,34,30,30,30,30,30,30,30,30,30,29,28,25,17,16,15,15,15,13,3,3,3,3,3,1,1,1,1,1,1,35,20,20,19,19,19,19,19,19,19,19,18,10,9,8,8,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,18,14,14,14,14,14,14,14,14,14,14,14,13,11,11,11,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,Cell1840
10,10,8,8,8,8,8,8,8,8,8,8,8,7,5,4,4,4,4,3,3,3,3,3,3,1,1,1,1,1,1,40,28,26,25,25,25,25,25,25,25,25,23,21,20,19,19,13,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,Cell1841
20,20,17,17,17,17,17,17,17,17,17,17,17,15,10,9,9,9,9,8,4,4,4,4,4,1,1,1,1,1,1,32,24,22,21,21,21,21,21,21,21,21,20,18,17,16,16,11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,26,21,19,19,19,19,19,19,19,19,19,19,18,16,15,15,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,Cell1842
15,15,12,12,12,12,12,12,12,12,12,12,12,13,8,7,7,7,7,6,3,3,3,3,3,1,1,1,1,1,1,37,27,25,24,24,24,24,24,24,24,24,13,12,11,10,10,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,35,26,24,24,24,24,24,24,24,24,24,24,2,6,6,6,6,6,1,1,1,1,1,1,1,1,1,1,1,1,1,Cell1843
31,31,27,27,27,27,27,27,27,27,27,27,12,13,8,7,7,7,7,6,3,3,3,3,3,1,1,1,1,1,1,23,16,15,14,14,14,14,14,14,14,14,13,12,11,10,10,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,30,24,22,22,22,22,22,22,22,22,22,22,21,18,17,17,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,Cell1844
9,9,7,7,7,7,7,7,7,7,7,7,7,6,4,3,3,3,3,2,1,1,1,1,1,1,1,1,1,1,1,25,18,17,16,16,16,16,16,16,16,16,15,14,13,12,12,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15,11,11,11,11,11,11,11,11,11,11,11,11,9,9,9,9,9,1,1,1,1,1,1,1,1,1,1,1,1,1,Cell1845
17,17,14,14,14,14,14,14,14,14,14,14,14,12,2,1,1,1,1,1,3,3,3,3,3,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,21,16,16,16,16,16,16,16,16,16,16,16,15,13,13,13,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,Cell1846
20,20,17,17,17,17,17,17,17,17,17,17,17,15,10,9,9,9,9,8,4,4,4,4,4,1,1,1,1,1,1,32,24,22,21,21,21,21,21,21,21,21,20,18,17,16,16,11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,26,21,19,19,19,19,19,19,19,19,19,19,18,16,15,15,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,Cell1847
19,19,16,16,16,16,16,16,16,16,16,16,16,14,9,8,8,8,8,7,3,3,3,3,3,1,1,1,1,1,1,9,8,8,8,8,8,8,8,8,8,8,8,7,7,6,6,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,22,17,12,12,12,12,12,12,12,12,12,12,5,3,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,Cell1848
25,25,21,21,21,21,21,21,21,21,21,21,21,9,2,1,1,1,1,1,3,3,3,3,3,1,1,1,1,1,1,16,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,31,23,21,21,21,21,21,21,21,21,21,21,20,17,16,16,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,Cell1849
28,28,24,24,24,24,24,24,24,24,24,24,24,21,15,14,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,34,25,23,22,22,22,22,22,22,22,22,21,19,18,17,17,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,10,10,10,10,1,1,1,1,1,1,1,1,1,1,1,1,1,Cell185
19,19,16,16,16,16,16,16,16,16,16,16,16,14,9,8,8,8,8,7,3,3,3,3,3,1,1,1,1,1,1,9,8,8,8,8,8,8,8,8,8,8,8,7,7,6,6,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,12,12,12,12,12,12,12,12,12,12,12,5,3,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,Cell1850
20,20,17,17,17,17,17,17,17,17,17,17,17,15,10,9,9,9,9,8,4,4,4,4,4,1,1,1,1,1,1,32,24,22,21,21,21,21,21,21,21,21,20,18,17,16,16,11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,26,21,19,19,19,19,19,19,19,19,19,19,18,16,15,15,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,Cell1851
16,16,13,13,13,13,13,13,13,13,13,13,13,11,12,11,11,11,11,2,1,1,1,1,1,1,1,1,1,1,1,38,15,14,13,13,13,13,13,13,13,13,13,12,11,10,10,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,28,13,13,13,13,13,13,13,13,13,13,13,12,10,10,10,10,10,1,1,1,1,1,1,1,1,1,1,1,1,1,Cell1852
24,24,20,20,20,20,20,20,20,20,20,20,20,18,12,11,11,11,11,2,1,1,1,1,1,1,1,1,1,1,1,6,6,6,6,6,6,6,6,6,6,6,6,5,5,4,4,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,39,28,3,3,3,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Cell1853
7,7,5,5,5,5,5,5,5,5,5,5,5,4,3,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,8,7,7,7,7,7,7,7,7,7,7,7,6,6,5,5,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,10,10,10,10,10,10,10,10,10,10,10,10,8,8,8,8,8,1,1,1,1,1,1,1,1,1,1,1,1,1,Cell1854
10,10,8,8,8,8,8,8,8,8,8,8,8,7,5,4,4,4,4,3,3,3,3,3,3,1,1,1,1,1,1,40,28,26,25,25,25,25,25,25,25,25,23,21,20,19,19,13,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,Cell1855
7,7,5,5,5,5,5,5,5,5,5,5,5,4,3,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,8,7,7,7,7,7,7,7,7,7,7,7,6,6,5,5,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,10,10,10,10,10,10,10,10,10,10,10,10,8,8,8,8,8,1,1,1,1,1,1,1,1,1,1,1,1,1,Cell1856
34,34,30,30,30,30,30,30,30,30,30,29,28,25,17,16,15,15,15,13,3,3,3,3,3,1,1,1,1,1,1,29,22,20,19,19,19,19,19,19,19,19,18,10,9,8,8,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,18,14,14,14,14,14,14,14,14,14,14,14,13,11,11,11,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,Cell1857
13,13,10,10,10,10,10,10,10,10,10,10,10,9,2,1,1,1,1,1,3,3,3,3,3,1,1,1,1,1,1,12,10,9,9,9,9,9,9,9,9,9,9,8,7,6,6,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,32,25,23,23,23,23,23,23,23,23,23,23,22,18,17,17,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,Cell1858
22,22,19,19,19,19,19,19,19,19,19,19,19,17,12,11,11,11,11,2,1,1,1,1,1,1,1,1,1,1,1,36,26,24,23,23,23,23,23,23,23,23,22,20,19,18,18,12,1,1,1,1,1,1,1,1,1,1,1,1,1,1,18,14,14,14,14,14,14,14,14,14,14,14,13,11,11,11,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,Cell1859
2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,4,4,4,4,3,3,3,3,3,3,1,1,1,1,1,1,22,13,12,4,4,4,4,4,4,4,4,4,4,4,19,19,13,1,1,1,1,1,1,1,1,1,1,1,1,1,1,19,19,18,18,18,18,18,18,18,18,18,18,17,15,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,Cell186
22,22,19,19,19,19,19,19,19,19,19,19,19,17,12,11,11,11,11,2,1,1,1,1,1,1,1,1,1,1,1,36,26,24,23,23,23,23,23,23,23,23,22,20,19,18,18,12,1,1,1,1,1,1,1,1,1,1,1,1,1,1,18,14,14,14,14,14,14,14,14,14,14,14,13,11,11,11,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,Cell1860
14,14,11,11,11,11,11,11,11,11,11,11,11,10,7,6,6,6,6,5,3,3,3,3,3,1,1,1,1,1,1,28,21,19,18,18,18,18,18,18,18,18,17,16,15,14,14,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,40,5,5,5,5,5,5,5,5,5,5,5,5,3,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,Cell1861
16,16,13,13,13,13,13,13,13,13,13,13,13,11,12,11,11,11,11,2,1,1,1,1,1,1,1,1,1,1,1,38,15,14,13,13,13,13,13,13,13,13,13,12,11,10,10,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,17,13,13,13,13,13,13,13,13,13,13,13,12,10,10,10,10,10,1,1,1,1,1,1,1,1,1,1,1,1,1,Cell1862
13,13,10,10,10,10,10,10,10,10,10,10,10,9,2,1,1,1,1,1,3,3,3,3,3,1,1,1,1,1,1,12,10,9,9,9,9,9,9,9,9,9,9,8,7,6,6,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,32,25,23,23,23,23,23,23,23,23,23,23,22,18,17,17,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,Cell1863
26,26,22,22,22,22,22,22,22,22,22,22,22,19,13,12,12,12,12,10,5,5,5,5,5,1,1,1,1,1,1,13,11,10,10,10,10,10,10,10,10,10,10,9,8,7,7,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,13,9,9,9,9,9,9,9,9,9,9,9,9,7,7,7,7,7,1,1,1,1,1,1,1,1,1,1,1,1,1,Cell1864
32,32,28,28,28,28,28,28,28,28,28,28,27,24,16,15,14,14,14,12,6,6,6,6,6,1,1,1,1,1,1,25,18,17,16,16,16,16,16,16,16,16,15,14,13,12,12,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8,6,6,6,6,6,6,6,6,6,6,6,6,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,Cell1865
28,28,24,24,24,24,24,24,24,24,24,24,24,21,15,14,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,34,25,23,22,22,22,22,22,22,22,22,21,19,18,17,17,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,10,10,10,10,10,1,1,1,1,1,1,1,1,1,1,1,1,1,Cell1866
33,33,29,29,29,29,29,29,29,29,29,13,13,11,12,11,11,11,11,2,1,1,1,1,1,1,1,1,1,1,1,6,6,6,6,6,6,6,6,6,6,6,6,5,5,4,4,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,36,27,25,25,25,25,25,25,25,25,25,25,23,19,18,15,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,Cell1867
17,17,14,14,14,14,14,14,14,14,14,14,14,12,2,1,1,1,1,1,3,3,3,3,3,1,1,1,1,1,1,7,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,25,20,16,16,16,16,16,16,16,16,16,16,15,13,13,13,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,Cell1868
20,20,17,17,17,17,17,17,17,17,17,17,17,15,10,9,9,9,9,8,4,4,4,4,4,1,1,1,1,1,1,32,24,22,21,21,21,21,21,21,21,21,20,18,17,16,16,11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,26,21,19,19,19,19,19,19,19,19,19,19,18,16,15,15,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,Cell1869
16,16,13,13,13,13,13,13,13,13,13,13,13,11,12,11,11,11,11,2,1,1,1,1,1,1,1,1,1,1,1,33,15,14,13,13,13,13,13,13,13,13,13,12,11,10,10,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,17,13,13,13,13,13,13,13,13,13,13,13,12,10,10,10,10,10,1,1,1,1,1,1,1,1,1,1,1,1,1,Cell187
11,11,9,9,9,9,9,9,9,9,9,9,9,8,6,5,5,5,5,4,2,2,2,2,2,1,1,1,1,1,1,11,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,26,21,19,19,19,19,19,19,19,19,19,19,18,16,15,15,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,Cell1870
19,19,16,16,16,16,16,16,16,16,16,16,16,14,9,8,8,8,8,7,3,3,3,3,3,1,1,1,1,1,1,9,8,8,8,8,8,8,8,8,8,8,8,7,7,6,6,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,22,17,12,12,12,12,12,12,12,12,12,12,5,3,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,Cell1871
31,31,27,27,27,27,27,27,27,27,27,27,12,13,8,7,7,7,7,6,3,3,3,3,3,1,1,1,1,1,1,23,16,15,14,14,14,14,14,14,14,14,13,12,11,10,10,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,30,24,22,22,22,22,22,22,22,22,22,22,21,18,17,17,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,Cell1872
18,18,15,15,15,15,15,15,15,15,15,15,15,13,8,7,7,7,7,6,3,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,6,6,6,6,6,1,1,1,1,1,1,1,1,1,1,1,1,1,Cell1873
17,17,14,14,14,14,14,14,14,14,14,14,14,12,2,1,1,1,1,1,3,3,3,3,3,1,1,1,1,1,1,18,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,25,20,16,16,16,16,16,16,16,16,16,16,15,13,13,13,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,Cell1874
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,3,3,3,3,3,3,1,1,1,1,1,1,28,21,19,18,18,18,18,18,18,18,18,17,16,15,14,14,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,26,21,19,19,19,19,19,19,19,19,19,19,18,16,15,15,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,Cell1875
21,21,18,18,18,18,18,18,18,18,18,18,18,16,11,10,10,10,10,9,3,3,3,3,3,1,1,1,1,1,1,9,8,8,8,8,8,8,8,8,8,8,8,7,7,6,6,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,30,24,22,22,22,22,22,22,22,22,22,22,21,18,17,17,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,Cell1876
33,33,29,29,29,29,29,29,29,29,29,13,13,11,12,11,11,11,11,2,1,1,1,1,1,1,1,1,1,1,1,6,6,6,6,6,6,6,6,6,6,6,6,5,5,4,4,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,36,27,25,25,25,25,25,25,25,25,25,25,23,19,18,15,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,Cell1877
30,30,26,26,26,26,26,26,26,26,26,26,26,23,12,11,11,11,11,2,1,1,1,1,1,1,1,1,1,1,1,34,25,23,22,22,22,22,22,22,22,22,21,19,18,17,17,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,27,22,20,20,20,20,20,20,20,20,20,20,19,8,8,8,8,8,1,1,1,1,1,1,1,1,1,1,1,1,1,Cell1878
18,18,15,15,15,15,15,15,15,15,15,15,15,13,8,7,7,7,7,6,3,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,6,6,6,6,6,1,1,1,1,1,1,1,1,1,1,1,1,1,Cell1879
21,21,18,18,18,18,18,18,18,18,18,18,18,16,11,10,10,10,10,9,3,3,3,3,3,1,1,1,1,1,1,9,8,8,8,8,8,8,8,8,8,8,8,7,7,6,6,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,30,24,22,22,22,22,22,22,22,22,22,22,21,18,17,17,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,Cell188
15,15,12,12,12,12,12,12,12,12,12,12,12,13,8,7,7,7,7,6,3,3,3,3,3,1,1,1,1,1,1,37,27,25,24,24,24,24,24,24,24,24,13,12,11,10,10,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,35,26,24,24,24,24,24,24,24,24,24,24,2,6,6,6,6,6,1,1,1,1,1,1,1,1,1,1,1,1,1,Cell1880
2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,4,4,4,4,3,3,3,3,3,3,1,1,1,1,1,1,30,4,4,4,4,4,4,4,4,4,4,4,4,4,19,19,13,1,1,1,1,1,1,1,1,1,1,1,1,1,1,24,19,18,18,18,18,18,18,18,18,18,18,17,15,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,Cell1881
15,15,12,12,12,12,12,12,12,12,12,12,12,13,8,7,7,7,7,6,3,3,3,3,3,1,1,1,1,1,1,37,27,25,24,24,24,24,24,24,24,24,13,12,11,10,10,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,35,26,24,24,24,24,24,24,24,24,24,24,2,6,6,6,6,6,1,1,1,1,1,1,1,1,1,1,1,1,1,Cell1882
19,19,16,16,16,16,16,16,16,16,16,16,16,14,9,8,8,8,8,7,3,3,3,3,3,1,1,1,1,1,1,9,8,8,8,8,8,8,8,8,8,8,8,7,7,6,6,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,22,17,12,12,12,12,12,12,12,12,12,12,5,3,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,Cell1883
