cells,SC3-00,UMAP_KMEANS-00,TSNE_KMEANS-00,SC3-05,UMAP_KMEANS-05,TSNE_KMEANS-05,SC3-10,UMAP_KMEANS-10,TSNE_KMEANS-10,SC3-15,UMAP_KMEANS-15,TSNE_KMEANS-15,SC3-20,UMAP_KMEANS-20,TSNE_KMEANS-20,SC3-25,UMAP_KMEANS-25,TSNE_KMEANS-25,SC3-30,UMAP_KMEANS-30,TSNE_KMEANS-30,SC3-35,UMAP_KMEANS-35,TSNE_KMEANS-35,SC3-40,UMAP_KMEANS-40,TSNE_KMEANS-40,SC3-45,UMAP_KMEANS-45,TSNE_KMEANS-45,SC3-50,UMAP_KMEANS-50,TSNE_KMEANS-50,SC3-55,UMAP_KMEANS-55,TSNE_KMEANS-55,SC3-60,UMAP_KMEANS-60,TSNE_KMEANS-60,SC3-65,UMAP_KMEANS-65,TSNE_KMEANS-65,SC3-70,UMAP_KMEANS-70,TSNE_KMEANS-70,SC3-75,UMAP_KMEANS-75,TSNE_KMEANS-75,SC3-80,UMAP_KMEANS-80,TSNE_KMEANS-80,SC3-85,UMAP_KMEANS-85,TSNE_KMEANS-85,SC3-90,UMAP_KMEANS-90,TSNE_KMEANS-90,SC3-95,UMAP_KMEANS-95,TSNE_KMEANS-95,SC3-100,UMAP_KMEANS-100,TSNE_KMEANS-100
Cell1042,24,1,36,24,1,36,24,1,36,24,1,36,24,1,36,24,1,36,24,1,36,24,1,36,24,1,36,24,1,36,24,1,36,24,1,36,24,1,36,24,1,36,24,1,36,24,1,36,24,1,36,24,1,36,24,1,36,24,1,36,24,1,36
Cell1043,21,3,15,21,3,15,21,3,15,21,3,15,21,3,15,21,3,15,21,3,15,21,3,15,21,3,15,21,3,15,21,3,15,21,3,15,21,3,15,21,3,15,21,3,15,21,3,15,21,3,15,21,3,15,21,3,15,21,3,15,21,3,15
Cell1044,3,36,37,3,36,37,3,36,37,3,36,37,3,36,37,3,36,37,3,36,37,3,36,37,3,36,37,3,36,37,3,36,37,3,36,37,3,36,37,3,36,37,3,36,37,3,36,37,3,36,37,3,36,37,3,36,37,3,36,37,3,36,37
Cell1045,31,32,32,31,32,32,31,32,32,31,32,32,31,32,32,31,32,32,31,32,32,31,32,32,31,32,32,31,32,32,31,32,32,31,32,32,31,32,32,31,32,32,31,32,32,31,20,32,31,20,32,31,20,32,31,20,32,31,20,32,31,20,32
Cell1046,4,37,17,4,37,17,4,37,17,4,37,17,4,37,17,4,37,17,4,37,17,4,37,17,4,37,17,4,37,17,4,37,17,4,37,17,4,37,17,4,7,17,4,7,17,4,7,17,4,7,17,4,7,17,4,7,17,4,7,17,4,7,17
Cell1047,8,10,36,8,10,36,8,10,36,8,10,36,8,10,36,8,10,36,8,10,36,8,10,36,8,10,36,8,10,36,8,10,36,8,10,36,8,10,36,8,10,36,8,10,36,8,10,36,8,10,36,8,10,36,8,10,36,8,10,36,8,10,36
Cell1048,10,5,14,10,5,14,10,5,14,10,5,14,10,5,14,10,5,14,10,5,14,10,5,14,10,5,14,10,5,14,10,5,14,10,5,14,10,5,14,10,5,14,10,5,14,10,5,14,10,5,14,10,5,14,10,5,14,10,5,14,10,5,14
Cell1049,1,16,11,1,16,11,1,16,11,1,16,11,1,16,11,1,16,11,1,16,11,1,16,11,1,16,11,1,16,11,1,16,11,1,16,11,1,16,11,1,16,11,1,16,11,1,16,11,1,16,11,1,16,11,1,16,11,1,16,11,1,16,11
Cell105,30,29,24,30,29,24,30,29,24,30,29,24,30,29,24,30,29,24,30,29,24,30,29,24,30,29,24,30,29,24,30,29,24,30,29,24,30,29,24,30,29,24,30,29,24,30,29,24,30,29,24,30,29,24,30,29,24,30,29,24,30,29,24
Cell1050,28,27,38,28,27,38,28,27,38,28,27,38,28,27,38,28,27,38,28,27,38,28,27,38,28,27,38,28,27,38,28,27,38,28,27,38,28,27,38,28,27,38,28,27,38,28,27,38,28,27,38,28,27,38,28,27,38,28,27,38,28,27,38
Cell1051,40,35,26,40,35,26,40,35,26,40,35,26,40,35,26,40,35,26,40,35,26,40,35,26,40,35,26,40,35,26,40,35,26,40,2,26,40,2,26,40,2,26,40,2,26,40,2,26,40,2,26,40,2,26,40,2,26,40,2,26,39,2,26
Cell1052,13,9,18,13,9,18,13,9,18,13,9,18,13,9,18,13,9,18,13,9,18,13,9,18,13,9,18,13,9,18,13,9,18,13,9,18,13,9,18,13,9,18,13,9,18,13,9,18,13,9,18,13,9,18,13,9,18,13,9,18,13,9,18
Cell1053,3,36,37,3,36,37,3,36,37,3,36,37,3,36,37,3,36,37,3,36,37,3,36,37,3,36,37,3,36,37,3,36,37,3,36,37,3,36,37,3,36,37,3,36,37,3,36,37,3,36,37,3,36,37,3,36,37,3,36,37,3,36,37
Cell1054,9,33,30,9,33,30,9,33,30,9,33,30,9,33,30,9,33,30,9,33,30,9,33,30,9,33,30,9,33,30,9,33,30,9,33,30,9,33,30,9,33,30,9,33,30,9,33,30,9,33,30,9,33,30,9,33,30,9,33,30,9,33,30
Cell1055,17,13,16,17,13,16,17,13,16,17,13,16,17,13,16,17,13,16,17,13,16,17,13,16,17,13,16,17,13,16,17,13,16,17,13,16,17,13,16,17,13,16,17,13,16,17,13,16,17,13,16,17,13,16,17,13,16,17,13,16,17,13,13
Cell1056,12,18,35,12,18,35,12,18,35,12,18,35,12,18,35,12,18,35,12,18,35,12,18,35,12,18,35,12,18,35,12,18,35,12,18,35,12,18,35,12,18,35,12,18,35,12,18,35,12,18,35,12,18,35,12,18,35,12,18,35,12,18,35
Cell1057,2,6,7,2,6,7,2,6,7,2,6,7,2,6,7,2,6,7,2,6,7,2,6,7,2,6,7,2,6,7,2,6,7,2,6,7,2,6,7,2,6,7,2,6,7,2,6,7,2,6,7,2,6,7,2,6,7,2,6,7,2,6,7
Cell1058,8,10,36,8,10,36,8,10,36,8,10,36,8,10,36,8,10,36,8,10,36,8,10,36,8,10,36,8,10,36,8,10,36,8,10,36,8,10,36,8,10,36,8,10,36,8,10,36,8,10,36,8,10,36,8,10,36,8,10,36,8,10,36
Cell1059,31,32,32,31,32,32,31,32,32,31,32,32,31,32,32,31,32,32,31,32,32,31,32,32,31,32,32,31,32,32,31,32,32,31,32,32,31,32,32,31,32,32,31,32,32,31,20,32,31,20,32,31,20,32,31,20,32,31,20,32,31,20,32
Cell106,30,14,24,30,14,24,30,14,24,30,14,24,30,14,24,30,14,24,30,14,24,30,14,24,30,14,24,30,14,24,30,14,24,30,14,24,30,14,24,30,14,24,30,14,24,30,14,24,30,14,24,30,14,24,30,14,24,30,14,24,30,14,24
Cell1060,12,18,35,12,18,35,12,18,35,12,18,35,12,18,35,12,18,35,12,18,35,12,18,35,12,18,35,12,18,35,12,18,35,12,18,35,12,18,35,12,18,35,12,18,35,12,18,35,12,18,35,12,18,35,12,18,35,12,18,35,12,18,35
Cell1061,22,1,1,22,1,1,22,1,1,22,1,1,22,1,1,22,1,1,22,1,1,22,1,1,22,1,1,22,1,1,22,1,1,22,1,1,22,1,1,22,1,1,22,1,1,22,1,1,22,1,1,22,1,1,22,1,1,22,1,1,22,1,1
Cell1062,14,35,26,14,35,26,14,35,26,14,35,26,14,35,26,14,35,26,14,35,26,14,35,26,14,35,26,14,35,26,14,35,26,14,2,26,14,2,26,14,2,26,14,2,26,14,2,26,14,2,26,14,2,26,14,2,26,14,2,26,14,2,26
Cell1063,24,40,2,24,40,2,24,40,2,24,40,2,24,40,2,24,40,2,24,40,2,24,40,2,24,40,2,24,40,2,24,40,2,24,40,2,24,40,2,24,40,2,24,40,2,24,40,2,24,40,2,24,40,2,24,40,2,24,40,2,24,40,2
Cell1064,1,38,11,1,38,11,1,38,11,1,16,11,1,16,11,1,16,11,1,16,11,1,16,11,1,16,11,1,16,11,1,16,11,1,16,11,1,16,11,1,16,11,1,16,11,1,16,11,1,16,11,1,16,11,1,16,11,1,16,11,1,16,11
Cell1065,29,21,27,29,21,27,29,21,27,29,21,27,29,21,27,29,21,27,29,21,27,29,21,27,29,21,27,29,21,27,29,21,27,29,21,27,29,21,27,29,21,27,29,21,27,29,21,27,29,21,27,29,21,27,29,21,27,29,21,27,29,21,27
Cell1066,29,28,13,29,28,13,29,28,13,29,28,13,29,28,13,29,28,13,29,28,13,29,28,13,29,28,13,29,28,13,29,28,13,29,28,13,29,28,13,29,28,13,29,28,13,29,28,13,29,28,13,29,28,13,29,28,13,29,28,13,29,28,13
Cell1067,11,26,21,11,26,21,11,26,21,11,26,21,11,26,21,11,26,21,11,26,21,11,26,21,11,26,21,11,26,21,11,26,21,11,26,21,11,26,21,11,26,21,11,26,21,11,26,21,11,26,21,11,26,21,11,26,21,11,26,21,11,26,21
Cell1068,12,18,35,12,18,35,12,18,35,12,18,35,12,18,35,12,18,35,12,18,35,12,18,35,12,18,35,12,18,35,12,18,35,12,18,35,12,18,35,12,18,35,12,18,35,12,18,35,12,18,35,12,18,35,12,18,35,12,18,35,12,18,35
Cell1069,38,15,19,38,15,19,38,15,19,38,15,19,38,15,19,38,15,19,38,15,19,38,15,19,38,15,19,38,15,19,38,15,19,38,15,19,38,15,19,38,15,19,38,15,19,38,15,19,38,15,19,38,15,19,38,15,19,38,15,19,38,15,19
Cell1070,29,28,12,29,28,12,29,28,12,29,28,12,29,28,12,29,28,12,29,28,12,29,28,12,29,28,12,29,28,12,29,28,12,29,28,12,29,28,12,29,28,12,29,28,12,29,28,12,29,28,12,29,28,12,29,28,12,29,28,12,29,28,12
Cell1071,36,24,3,36,24,3,36,24,3,36,24,3,36,24,3,36,24,3,36,24,3,36,24,3,36,24,3,36,24,3,36,24,3,36,24,3,36,24,3,36,24,3,36,24,3,36,24,3,36,24,3,36,24,3,36,24,3,36,24,3,36,24,3
Cell1072,24,40,2,24,40,2,24,40,2,24,40,2,24,40,2,24,40,2,24,40,2,24,40,2,24,40,2,24,40,2,24,40,2,24,40,2,24,40,2,24,40,2,24,40,2,24,40,2,24,40,2,24,40,2,24,40,2,24,40,2,24,40,2
Cell1073,1,16,11,1,16,11,1,16,11,1,16,11,1,16,11,1,16,11,1,16,11,1,16,11,1,16,11,1,16,11,1,16,11,1,16,11,1,16,11,1,16,11,1,16,11,1,16,11,1,16,11,1,16,11,1,16,11,1,16,11,1,16,11
Cell1074,12,18,35,12,18,35,12,18,35,12,18,35,12,18,35,12,18,35,12,18,35,12,18,35,12,18,35,12,18,35,12,18,35,12,18,35,12,18,35,12,18,35,12,18,35,12,18,35,12,18,35,12,18,35,12,18,35,12,18,35,12,18,35
Cell1075,28,27,38,28,27,38,28,27,38,28,27,38,28,27,38,28,27,38,28,27,38,28,27,38,28,27,38,28,27,38,28,27,38,28,27,38,28,27,38,28,27,38,28,27,38,28,27,38,28,27,38,28,27,38,28,27,38,28,27,38,28,27,38
Cell1076,35,17,23,35,17,4,35,17,4,35,17,4,35,17,4,35,17,4,35,17,4,35,17,4,35,17,4,35,17,4,35,17,4,35,17,4,35,17,4,35,17,4,35,17,4,35,17,4,35,17,4,35,17,4,35,17,4,35,17,4,35,17,4
Cell1077,31,32,32,31,32,32,31,32,32,31,32,32,31,32,32,31,32,32,31,32,32,31,32,32,31,32,32,31,32,32,31,32,32,31,32,32,31,32,32,31,32,32,31,32,32,31,20,32,31,20,32,31,20,32,31,20,32,31,20,32,31,20,32
Cell1078,27,16,11,27,16,11,27,16,11,27,16,11,27,16,11,27,16,11,27,16,11,27,16,11,27,16,11,27,16,11,27,16,11,27,16,11,27,16,11,27,16,11,27,16,11,27,16,11,27,16,11,27,16,11,27,16,11,27,16,11,27,16,11
Cell108,8,10,36,8,10,36,8,10,36,8,10,36,8,10,36,8,10,36,8,10,36,8,10,36,8,10,36,8,10,36,8,10,36,8,10,36,8,10,36,8,10,36,8,10,36,8,10,36,8,10,36,8,10,36,8,10,36,8,10,36,8,10,36
Cell1080,11,26,21,11,26,21,11,26,21,11,26,21,11,26,21,11,26,21,11,26,21,11,26,21,11,26,21,11,26,21,11,26,21,11,26,21,11,26,21,11,26,21,11,26,21,11,26,21,11,26,21,11,26,21,11,26,21,11,26,21,11,26,21
Cell1081,38,15,36,38,15,36,38,15,36,38,15,36,38,15,36,38,15,36,38,15,36,38,15,36,38,15,36,38,15,36,38,15,36,38,15,36,38,15,36,38,15,36,38,15,36,38,15,36,38,15,36,38,15,36,38,15,36,38,15,36,38,15,36
Cell1082,2,6,8,2,6,8,2,6,8,2,6,8,2,6,8,2,6,8,2,6,8,2,6,8,2,6,8,2,6,7,2,6,7,2,6,7,2,6,7,2,6,7,2,6,7,2,6,7,2,6,7,2,6,7,2,6,7,2,6,7,2,6,7
Cell1083,22,1,33,22,1,33,22,1,33,22,1,33,22,1,33,22,1,33,22,1,33,22,1,33,22,1,33,22,1,33,22,1,33,22,1,33,22,1,33,22,1,33,22,1,33,22,1,33,22,1,33,22,1,33,22,1,33,22,1,33,22,1,33
Cell1084,17,13,13,17,13,13,17,13,13,17,13,13,17,13,13,17,13,13,17,13,13,17,13,13,17,13,13,17,13,13,17,13,13,17,13,13,17,13,13,17,13,13,17,13,13,17,13,13,17,13,13,17,13,13,17,13,13,17,13,13,17,13,13
Cell1085,6,3,31,6,3,31,6,3,31,6,3,31,6,3,31,6,3,31,6,3,31,6,3,31,6,3,31,6,3,31,6,3,31,6,3,31,6,3,31,6,3,31,6,3,31,6,3,31,6,3,31,6,3,31,6,3,15,6,3,15,6,3,15
