"","sim","param","Value","Name","n_clus","clustering","level"
"random_2-35...2819","Dataset_2","3_0.8",0.0367830944585795,"random_2-35",35,"random_2",35
"random_3-35...2820","Dataset_2","3_0.8",0.0316314917631844,"random_3-35",40,"random_3",35
"sc3-40...2821","Dataset_2","3_0.8",0.953560937828442,"sc3-40",40,"sc3",40
"X40-40...2822","Dataset_2","3_0.8",0.930732219893409,"X40-40",30,"X40",40
"X40.1-40...2823","Dataset_2","3_0.8",0.926878519021682,"X40.1-40",31,"X40.1",40
"random_1-40...2824","Dataset_2","3_0.8",0.0300120640875309,"random_1-40",41,"random_1",40
"random_2-40...2825","Dataset_2","3_0.8",0.0367830944585795,"random_2-40",35,"random_2",40
"random_3-40...2826","Dataset_2","3_0.8",0.0324858638484698,"random_3-40",38,"random_3",40
"sc3-45...2827","Dataset_2","3_0.8",0.953560937828442,"sc3-45",40,"sc3",45
"X40-45...2828","Dataset_2","3_0.8",0.930732219893409,"X40-45",30,"X40",45
"X40.1-45...2829","Dataset_2","3_0.8",0.926878519021682,"X40.1-45",31,"X40.1",45
"random_1-45...2830","Dataset_2","3_0.8",0.033072881756406,"random_1-45",37,"random_1",45
"random_2-45...2831","Dataset_2","3_0.8",0.0367830944585795,"random_2-45",35,"random_2",45
"random_3-45...2832","Dataset_2","3_0.8",0.0335574707668277,"random_3-45",36,"random_3",45
"sc3-50...2833","Dataset_2","3_0.8",0.953560937828442,"sc3-50",40,"sc3",50
"X40-50...2834","Dataset_2","3_0.8",0.942615349720342,"X40-50",29,"X40",50
"X40.1-50...2835","Dataset_2","3_0.8",0.939638716297467,"X40.1-50",30,"X40.1",50
"random_1-50...2836","Dataset_2","3_0.8",0.0343491319756394,"random_1-50",34,"random_1",50
"random_2-50...2837","Dataset_2","3_0.8",0.0367830944585795,"random_2-50",35,"random_2",50
"random_3-50...2838","Dataset_2","3_0.8",0.0335574707668277,"random_3-50",36,"random_3",50
"sc3-55...2839","Dataset_2","3_0.8",0.953560937828442,"sc3-55",40,"sc3",55
"X40-55...2840","Dataset_2","3_0.8",0.954375812730085,"X40-55",27,"X40",55
"X40.1-55...2841","Dataset_2","3_0.8",0.939638716297467,"X40.1-55",30,"X40.1",55
"random_1-55...2842","Dataset_2","3_0.8",0.0343491319756394,"random_1-55",34,"random_1",55
"random_2-55...2843","Dataset_2","3_0.8",0.0367830944585795,"random_2-55",35,"random_2",55
"random_3-55...2844","Dataset_2","3_0.8",0.034195303638848,"random_3-55",33,"random_3",55
"sc3-60...2845","Dataset_2","3_0.8",0.953560937828442,"sc3-60",40,"sc3",60
"X40-60...2846","Dataset_2","3_0.8",0.984319223776569,"X40-60",23,"X40",60
"X40.1-60...2847","Dataset_2","3_0.8",0.944104094411148,"X40.1-60",29,"X40.1",60
"random_1-60...2848","Dataset_2","3_0.8",0.0343491319756394,"random_1-60",34,"random_1",60
"random_2-60...2849","Dataset_2","3_0.8",0.0367830944585795,"random_2-60",35,"random_2",60
"random_3-60...2850","Dataset_2","3_0.8",0.034195303638848,"random_3-60",33,"random_3",60
"sc3-65...2851","Dataset_2","3_0.8",0.953560937828442,"sc3-65",40,"sc3",65
"X40-65...2852","Dataset_2","3_0.8",0.984319223776569,"X40-65",23,"X40",65
"X40.1-65...2853","Dataset_2","3_0.8",0.971730259082991,"X40.1-65",25,"X40.1",65
"random_1-65...2854","Dataset_2","3_0.8",0.0343491319756394,"random_1-65",34,"random_1",65
"random_2-65...2855","Dataset_2","3_0.8",0.0367830944585795,"random_2-65",35,"random_2",65
"random_3-65...2856","Dataset_2","3_0.8",0.0357326448391387,"random_3-65",31,"random_3",65
"sc3-70...2857","Dataset_2","3_0.8",0.953560937828442,"sc3-70",40,"sc3",70
"X40-70...2858","Dataset_2","3_0.8",0.984319223776569,"X40-70",23,"X40",70
"X40.1-70...2859","Dataset_2","3_0.8",0.980679608898451,"X40.1-70",24,"X40.1",70
"random_1-70...2860","Dataset_2","3_0.8",0.0346383233889119,"random_1-70",32,"random_1",70
"random_2-70...2861","Dataset_2","3_0.8",0.0367830944585795,"random_2-70",35,"random_2",70
"random_3-70...2862","Dataset_2","3_0.8",0.0359921738142718,"random_3-70",29,"random_3",70
"sc3-75...2863","Dataset_2","3_0.8",0.953560937828442,"sc3-75",40,"sc3",75
"X40-75...2864","Dataset_2","3_0.8",0.984319223776569,"X40-75",23,"X40",75
"X40.1-75...2865","Dataset_2","3_0.8",0.980679608898451,"X40.1-75",24,"X40.1",75
"random_1-75...2866","Dataset_2","3_0.8",0.0359016820797356,"random_1-75",29,"random_1",75
"random_2-75...2867","Dataset_2","3_0.8",0.0367830944585795,"random_2-75",35,"random_2",75
"random_3-75...2868","Dataset_2","3_0.8",0.036119675815284,"random_3-75",27,"random_3",75
"sc3-80...2869","Dataset_2","3_0.8",0.953560937828442,"sc3-80",40,"sc3",80
"X40-80...2870","Dataset_2","3_0.8",0.984319223776569,"X40-80",23,"X40",80
"X40.1-80...2871","Dataset_2","3_0.8",0.980679608898451,"X40.1-80",24,"X40.1",80
"random_1-80...2872","Dataset_2","3_0.8",0.0365550960174098,"random_1-80",27,"random_1",80
"random_2-80...2873","Dataset_2","3_0.8",0.0367830944585795,"random_2-80",35,"random_2",80
"random_3-80...2874","Dataset_2","3_0.8",0.037569197931544,"random_3-80",23,"random_3",80
"sc3-85...2875","Dataset_2","3_0.8",0.953560937828442,"sc3-85",40,"sc3",85
"X40-85...2876","Dataset_2","3_0.8",0.984319223776569,"X40-85",23,"X40",85
"X40.1-85...2877","Dataset_2","3_0.8",0.987647968428872,"X40.1-85",22,"X40.1",85
"random_1-85...2878","Dataset_2","3_0.8",0.037560544585153,"random_1-85",23,"random_1",85
"random_2-85...2879","Dataset_2","3_0.8",0.0367830944585795,"random_2-85",35,"random_2",85
"random_3-85...2880","Dataset_2","3_0.8",0.037569197931544,"random_3-85",23,"random_3",85
"sc3-90...2881","Dataset_2","3_0.8",0.953560937828442,"sc3-90",40,"sc3",90
"X40-90...2882","Dataset_2","3_0.8",0.995031909002337,"X40-90",21,"X40",90
"X40.1-90...2883","Dataset_2","3_0.8",1,"X40.1-90",20,"X40.1",90
"random_1-90...2884","Dataset_2","3_0.8",0.037560544585153,"random_1-90",23,"random_1",90
"random_2-90...2885","Dataset_2","3_0.8",0.0367830944585795,"random_2-90",35,"random_2",90
"random_3-90...2886","Dataset_2","3_0.8",0.0379573478906113,"random_3-90",21,"random_3",90
"sc3-95...2887","Dataset_2","3_0.8",0.956953489598346,"sc3-95",39,"sc3",95
"X40-95...2888","Dataset_2","3_0.8",1,"X40-95",20,"X40",95
"X40.1-95...2889","Dataset_2","3_0.8",1,"X40.1-95",20,"X40.1",95
"random_1-95...2890","Dataset_2","3_0.8",0.0383104310910287,"random_1-95",20,"random_1",95
"random_2-95...2891","Dataset_2","3_0.8",0.0367830944585795,"random_2-95",35,"random_2",95
"random_3-95...2892","Dataset_2","3_0.8",0.0383104310910287,"random_3-95",20,"random_3",95
"sc3-100...2893","Dataset_2","3_0.8",0.98800632451168,"sc3-100",21,"sc3",100
"X40-100...2894","Dataset_2","3_0.8",1,"X40-100",20,"X40",100
"X40.1-100...2895","Dataset_2","3_0.8",1,"X40.1-100",20,"X40.1",100
"random_1-100...2896","Dataset_2","3_0.8",0.0383104310910287,"random_1-100",20,"random_1",100
"random_2-100...2897","Dataset_2","3_0.8",0.0377172479107124,"random_2-100",25,"random_2",100
"random_3-100...2898","Dataset_2","3_0.8",0.0383104310910287,"random_3-100",20,"random_3",100
"sc3-00...2899","Dataset_2","1_1",0.953560937828442,"sc3-00",40,"sc3",0
"X40-00...2900","Dataset_2","1_1",0.767101138122829,"X40-00",40,"X40",0
"X40.1-00...2901","Dataset_2","1_1",0.771602217991967,"X40.1-00",40,"X40.1",0
"random_1-00...2902","Dataset_2","1_1",1.47602853162362e-05,"random_1-00",45,"random_1",0
"sc3-05...2903","Dataset_2","1_1",0.953560937828442,"sc3-05",40,"sc3",5
"X40-05...2904","Dataset_2","1_1",0.789770699681692,"X40-05",39,"X40",5
"X40.1-05...2905","Dataset_2","1_1",0.794347076364039,"X40.1-05",39,"X40.1",5
"random_1-05...2906","Dataset_2","1_1",1.47602853162362e-05,"random_1-05",45,"random_1",5
"sc3-10...2907","Dataset_2","1_1",0.953560937828442,"sc3-10",40,"sc3",10
"X40-10...2908","Dataset_2","1_1",0.808703488328236,"X40-10",38,"X40",10
"X40.1-10...2909","Dataset_2","1_1",0.815196985438212,"X40.1-10",38,"X40.1",10
"random_1-10...2910","Dataset_2","1_1",1.47602853162362e-05,"random_1-10",45,"random_1",10
"sc3-15...2911","Dataset_2","1_1",0.953560937828442,"sc3-15",40,"sc3",15
"X40-15...2912","Dataset_2","1_1",0.808703488328236,"X40-15",38,"X40",15
"X40.1-15...2913","Dataset_2","1_1",0.84774052074839,"X40.1-15",36,"X40.1",15
"random_1-15...2914","Dataset_2","1_1",1.47602853162362e-05,"random_1-15",45,"random_1",15
"sc3-20...2915","Dataset_2","1_1",0.953560937828442,"sc3-20",40,"sc3",20
"X40-20...2916","Dataset_2","1_1",0.825992740420841,"X40-20",37,"X40",20
"X40.1-20...2917","Dataset_2","1_1",0.865035807464538,"X40.1-20",35,"X40.1",20
"random_1-20...2918","Dataset_2","1_1",1.47602853162362e-05,"random_1-20",45,"random_1",20
"sc3-25...2919","Dataset_2","1_1",0.953560937828442,"sc3-25",40,"sc3",25
"X40-25...2920","Dataset_2","1_1",0.841747345875148,"X40-25",36,"X40",25
"X40.1-25...2921","Dataset_2","1_1",0.880045132499978,"X40.1-25",34,"X40.1",25
"random_1-25...2922","Dataset_2","1_1",1.47602853162362e-05,"random_1-25",45,"random_1",25
"sc3-30...2923","Dataset_2","1_1",0.953560937828442,"sc3-30",40,"sc3",30
"X40-30...2924","Dataset_2","1_1",0.861954253932522,"X40-30",35,"X40",30
"X40.1-30...2925","Dataset_2","1_1",0.899217922507736,"X40.1-30",33,"X40.1",30
"random_1-30...2926","Dataset_2","1_1",1.47602853162362e-05,"random_1-30",45,"random_1",30
"sc3-35...2927","Dataset_2","1_1",0.953560937828442,"sc3-35",40,"sc3",35
"X40-35...2928","Dataset_2","1_1",0.861954253932522,"X40-35",35,"X40",35
"X40.1-35...2929","Dataset_2","1_1",0.913034504046278,"X40.1-35",32,"X40.1",35
"random_1-35...2930","Dataset_2","1_1",1.47602853162362e-05,"random_1-35",45,"random_1",35
"sc3-40...2931","Dataset_2","1_1",0.953560937828442,"sc3-40",40,"sc3",40
"X40-40...2932","Dataset_2","1_1",0.892905956560037,"X40-40",33,"X40",40
"X40.1-40...2933","Dataset_2","1_1",0.913034504046278,"X40.1-40",32,"X40.1",40
"random_1-40...2934","Dataset_2","1_1",1.47602853162362e-05,"random_1-40",45,"random_1",40
"sc3-45...2935","Dataset_2","1_1",0.953560937828442,"sc3-45",40,"sc3",45
"X40-45...2936","Dataset_2","1_1",0.907185376400352,"X40-45",32,"X40",45
"X40.1-45...2937","Dataset_2","1_1",0.926878519021682,"X40.1-45",31,"X40.1",45
"random_1-45...2938","Dataset_2","1_1",1.47602853162362e-05,"random_1-45",45,"random_1",45
"sc3-50...2939","Dataset_2","1_1",0.953560937828442,"sc3-50",40,"sc3",50
"X40-50...2940","Dataset_2","1_1",0.919544881984218,"X40-50",31,"X40",50
"X40.1-50...2941","Dataset_2","1_1",0.939638716297467,"X40.1-50",30,"X40.1",50
"random_1-50...2942","Dataset_2","1_1",1.47602853162362e-05,"random_1-50",45,"random_1",50
"sc3-55...2943","Dataset_2","1_1",0.953560937828442,"sc3-55",40,"sc3",55
"X40-55...2944","Dataset_2","1_1",0.942615349720342,"X40-55",29,"X40",55
"X40.1-55...2945","Dataset_2","1_1",0.939638716297467,"X40.1-55",30,"X40.1",55
"random_1-55...2946","Dataset_2","1_1",1.47602853162362e-05,"random_1-55",45,"random_1",55
"sc3-60...2947","Dataset_2","1_1",0.953560937828442,"sc3-60",40,"sc3",60
"X40-60...2948","Dataset_2","1_1",0.963471861689463,"X40-60",26,"X40",60
"X40.1-60...2949","Dataset_2","1_1",0.939638716297467,"X40.1-60",30,"X40.1",60
"random_1-60...2950","Dataset_2","1_1",1.47602853162362e-05,"random_1-60",45,"random_1",60
"sc3-65...2951","Dataset_2","1_1",0.953560937828442,"sc3-65",40,"sc3",65
"X40-65...2952","Dataset_2","1_1",0.963471861689463,"X40-65",26,"X40",65
"X40.1-65...2953","Dataset_2","1_1",0.958988392253646,"X40.1-65",27,"X40.1",65
"random_1-65...2954","Dataset_2","1_1",1.47602853162362e-05,"random_1-65",45,"random_1",65
"sc3-70...2955","Dataset_2","1_1",0.953560937828442,"sc3-70",40,"sc3",70
"X40-70...2956","Dataset_2","1_1",0.963471861689463,"X40-70",26,"X40",70
"X40.1-70...2957","Dataset_2","1_1",0.971730259082991,"X40.1-70",25,"X40.1",70
"random_1-70...2958","Dataset_2","1_1",1.47602853162362e-05,"random_1-70",45,"random_1",70
"sc3-75...2959","Dataset_2","1_1",0.953560937828442,"sc3-75",40,"sc3",75
"X40-75...2960","Dataset_2","1_1",0.974582684836006,"X40-75",24,"X40",75
"X40.1-75...2961","Dataset_2","1_1",0.980679608898451,"X40.1-75",24,"X40.1",75
"random_1-75...2962","Dataset_2","1_1",1.47602853162362e-05,"random_1-75",45,"random_1",75
"sc3-80...2963","Dataset_2","1_1",0.953560937828442,"sc3-80",40,"sc3",80
"X40-80...2964","Dataset_2","1_1",0.995031909002337,"X40-80",21,"X40",80
"X40.1-80...2965","Dataset_2","1_1",0.980679608898451,"X40.1-80",24,"X40.1",80
"random_1-80...2966","Dataset_2","1_1",1.47602853162362e-05,"random_1-80",45,"random_1",80
"sc3-85...2967","Dataset_2","1_1",0.957257258636296,"sc3-85",39,"sc3",85
"X40-85...2968","Dataset_2","1_1",1,"X40-85",20,"X40",85
"X40.1-85...2969","Dataset_2","1_1",0.983330758642987,"X40.1-85",23,"X40.1",85
"random_1-85...2970","Dataset_2","1_1",1.47602853162362e-05,"random_1-85",45,"random_1",85
"sc3-90...2971","Dataset_2","1_1",0.957257258636296,"sc3-90",39,"sc3",90
"X40-90...2972","Dataset_2","1_1",1,"X40-90",20,"X40",90
"X40.1-90...2973","Dataset_2","1_1",1,"X40.1-90",20,"X40.1",90
"random_1-90...2974","Dataset_2","1_1",1.47602853162362e-05,"random_1-90",45,"random_1",90
"sc3-95...2975","Dataset_2","1_1",0.973053032643387,"sc3-95",34,"sc3",95
"X40-95...2976","Dataset_2","1_1",1,"X40-95",20,"X40",95
"X40.1-95...2977","Dataset_2","1_1",1,"X40.1-95",20,"X40.1",95
"random_1-95...2978","Dataset_2","1_1",1.47602853162362e-05,"random_1-95",45,"random_1",95
"sc3-100...2979","Dataset_2","1_1",0.98800632451168,"sc3-100",21,"sc3",100
"X40-100...2980","Dataset_2","1_1",1,"X40-100",20,"X40",100
"X40.1-100...2981","Dataset_2","1_1",1,"X40.1-100",20,"X40.1",100
"random_1-100...2982","Dataset_2","1_1",0.00109188835622822,"random_1-100",40,"random_1",100
"sc3-00...2983","Dataset_2","2_1",0.953560937828442,"sc3-00",40,"sc3",0
"X40-00...2984","Dataset_2","2_1",0.767101138122829,"X40-00",40,"X40",0
"X40.1-00...2985","Dataset_2","2_1",0.771602217991967,"X40.1-00",40,"X40.1",0
"random_1-00...2986","Dataset_2","2_1",0.000527439365242488,"random_1-00",35,"random_1",0
"random_2-00...2987","Dataset_2","2_1",0.000606973374089089,"random_2-00",35,"random_2",0
"sc3-05...2988","Dataset_2","2_1",0.953560937828442,"sc3-05",40,"sc3",5
"X40-05...2989","Dataset_2","2_1",0.789770699681692,"X40-05",39,"X40",5
"X40.1-05...2990","Dataset_2","2_1",0.794347076364039,"X40.1-05",39,"X40.1",5
"random_1-05...2991","Dataset_2","2_1",0.000527439365242488,"random_1-05",35,"random_1",5
"random_2-05...2992","Dataset_2","2_1",0.000606973374089089,"random_2-05",35,"random_2",5
"sc3-10...2993","Dataset_2","2_1",0.953560937828442,"sc3-10",40,"sc3",10
"X40-10...2994","Dataset_2","2_1",0.808703488328236,"X40-10",38,"X40",10
"X40.1-10...2995","Dataset_2","2_1",0.815196985438212,"X40.1-10",38,"X40.1",10
"random_1-10...2996","Dataset_2","2_1",0.000527439365242488,"random_1-10",35,"random_1",10
"random_2-10...2997","Dataset_2","2_1",0.000606973374089089,"random_2-10",35,"random_2",10
"sc3-15...2998","Dataset_2","2_1",0.953560937828442,"sc3-15",40,"sc3",15
"X40-15...2999","Dataset_2","2_1",0.825992740420841,"X40-15",37,"X40",15
"X40.1-15...3000","Dataset_2","2_1",0.831887481956611,"X40.1-15",37,"X40.1",15
"random_1-15...3001","Dataset_2","2_1",0.000527439365242488,"random_1-15",35,"random_1",15
"random_2-15...3002","Dataset_2","2_1",0.000606973374089089,"random_2-15",35,"random_2",15
"sc3-20...3003","Dataset_2","2_1",0.953560937828442,"sc3-20",40,"sc3",20
"X40-20...3004","Dataset_2","2_1",0.840990450553148,"X40-20",36,"X40",20
"X40.1-20...3005","Dataset_2","2_1",0.864580320009643,"X40.1-20",35,"X40.1",20
"random_1-20...3006","Dataset_2","2_1",0.000527439365242488,"random_1-20",35,"random_1",20
"random_2-20...3007","Dataset_2","2_1",0.000606973374089089,"random_2-20",35,"random_2",20
"sc3-25...3008","Dataset_2","2_1",0.953560937828442,"sc3-25",40,"sc3",25
"X40-25...3009","Dataset_2","2_1",0.840990450553148,"X40-25",36,"X40",25
"X40.1-25...3010","Dataset_2","2_1",0.879638136835458,"X40.1-25",34,"X40.1",25
"random_1-25...3011","Dataset_2","2_1",0.000459012192959662,"random_1-25",34,"random_1",25
"random_2-25...3012","Dataset_2","2_1",0.000606973374089089,"random_2-25",35,"random_2",25
"sc3-30...3013","Dataset_2","2_1",0.953560937828442,"sc3-30",40,"sc3",30
"X40-30...3014","Dataset_2","2_1",0.861221272914141,"X40-30",35,"X40",30
"X40.1-30...3015","Dataset_2","2_1",0.898823508035882,"X40.1-30",33,"X40.1",30
"random_1-30...3016","Dataset_2","2_1",0.000459012192959662,"random_1-30",34,"random_1",30
"random_2-30...3017","Dataset_2","2_1",0.000606973374089089,"random_2-30",35,"random_2",30
"sc3-35...3018","Dataset_2","2_1",0.953560937828442,"sc3-35",40,"sc3",35
"X40-35...3019","Dataset_2","2_1",0.876128932796048,"X40-35",34,"X40",35
"X40.1-35...3020","Dataset_2","2_1",0.913034504046278,"X40.1-35",32,"X40.1",35
"random_1-35...3021","Dataset_2","2_1",0.000459012192959662,"random_1-35",34,"random_1",35
"random_2-35...3022","Dataset_2","2_1",0.000606973374089089,"random_2-35",35,"random_2",35
"sc3-40...3023","Dataset_2","2_1",0.953560937828442,"sc3-40",40,"sc3",40
"X40-40...3024","Dataset_2","2_1",0.890802023625847,"X40-40",33,"X40",40
"X40.1-40...3025","Dataset_2","2_1",0.926878519021682,"X40.1-40",31,"X40.1",40
"random_1-40...3026","Dataset_2","2_1",0.000459012192959662,"random_1-40",34,"random_1",40
"random_2-40...3027","Dataset_2","2_1",0.000606973374089089,"random_2-40",35,"random_2",40
"sc3-45...3028","Dataset_2","2_1",0.953560937828442,"sc3-45",40,"sc3",45
"X40-45...3029","Dataset_2","2_1",0.907185376400352,"X40-45",32,"X40",45
"X40.1-45...3030","Dataset_2","2_1",0.939638716297467,"X40.1-45",30,"X40.1",45
"random_1-45...3031","Dataset_2","2_1",0.000459012192959662,"random_1-45",34,"random_1",45
"random_2-45...3032","Dataset_2","2_1",0.000606973374089089,"random_2-45",35,"random_2",45
"sc3-50...3033","Dataset_2","2_1",0.953560937828442,"sc3-50",40,"sc3",50
"X40-50...3034","Dataset_2","2_1",0.942615349720342,"X40-50",29,"X40",50
"X40.1-50...3035","Dataset_2","2_1",0.939638716297467,"X40.1-50",30,"X40.1",50
"random_1-50...3036","Dataset_2","2_1",0.000459012192959662,"random_1-50",34,"random_1",50
"random_2-50...3037","Dataset_2","2_1",0.000606973374089089,"random_2-50",35,"random_2",50
"sc3-55...3038","Dataset_2","2_1",0.953560937828442,"sc3-55",40,"sc3",55
"X40-55...3039","Dataset_2","2_1",0.942615349720342,"X40-55",29,"X40",55
"X40.1-55...3040","Dataset_2","2_1",0.952809749682362,"X40.1-55",28,"X40.1",55
"random_1-55...3041","Dataset_2","2_1",0.000459012192959662,"random_1-55",34,"random_1",55
"random_2-55...3042","Dataset_2","2_1",0.000606973374089089,"random_2-55",35,"random_2",55
"sc3-60...3043","Dataset_2","2_1",0.953560937828442,"sc3-60",40,"sc3",60
"X40-60...3044","Dataset_2","2_1",0.963471861689463,"X40-60",26,"X40",60
"X40.1-60...3045","Dataset_2","2_1",0.962057603490425,"X40.1-60",27,"X40.1",60
"random_1-60...3046","Dataset_2","2_1",0.000459012192959662,"random_1-60",34,"random_1",60
"random_2-60...3047","Dataset_2","2_1",0.000606973374089089,"random_2-60",35,"random_2",60
"sc3-65...3048","Dataset_2","2_1",0.953560937828442,"sc3-65",40,"sc3",65
"X40-65...3049","Dataset_2","2_1",0.9784815290379,"X40-65",23,"X40",65
"X40.1-65...3050","Dataset_2","2_1",0.962057603490425,"X40.1-65",27,"X40.1",65
"random_1-65...3051","Dataset_2","2_1",0.000459012192959662,"random_1-65",34,"random_1",65
"random_2-65...3052","Dataset_2","2_1",0.000606973374089089,"random_2-65",35,"random_2",65
"sc3-70...3053","Dataset_2","2_1",0.953560937828442,"sc3-70",40,"sc3",70
"X40-70...3054","Dataset_2","2_1",0.995031909002337,"X40-70",21,"X40",70
"X40.1-70...3055","Dataset_2","2_1",0.96635400993504,"X40.1-70",26,"X40.1",70
"random_1-70...3056","Dataset_2","2_1",0.000459012192959662,"random_1-70",34,"random_1",70
"random_2-70...3057","Dataset_2","2_1",0.000606973374089089,"random_2-70",35,"random_2",70
"sc3-75...3058","Dataset_2","2_1",0.953560937828442,"sc3-75",40,"sc3",75
"X40-75...3059","Dataset_2","2_1",0.995031909002337,"X40-75",21,"X40",75
"X40.1-75...3060","Dataset_2","2_1",0.980679608898451,"X40.1-75",24,"X40.1",75
"random_1-75...3061","Dataset_2","2_1",0.000459012192959662,"random_1-75",34,"random_1",75
"random_2-75...3062","Dataset_2","2_1",0.000630359464123201,"random_2-75",34,"random_2",75
"sc3-80...3063","Dataset_2","2_1",0.953560937828442,"sc3-80",40,"sc3",80
"X40-80...3064","Dataset_2","2_1",1,"X40-80",20,"X40",80
"X40.1-80...3065","Dataset_2","2_1",0.983330758642987,"X40.1-80",23,"X40.1",80
"random_1-80...3066","Dataset_2","2_1",0.000459012192959662,"random_1-80",34,"random_1",80
"random_2-80...3067","Dataset_2","2_1",0.000577394730563823,"random_2-80",31,"random_2",80
"sc3-85...3068","Dataset_2","2_1",0.953560937828442,"sc3-85",40,"sc3",85
"X40-85...3069","Dataset_2","2_1",1,"X40-85",20,"X40",85
"X40.1-85...3070","Dataset_2","2_1",1,"X40.1-85",20,"X40.1",85
"random_1-85...3071","Dataset_2","2_1",0.000459012192959662,"random_1-85",34,"random_1",85
"random_2-85...3072","Dataset_2","2_1",0.000577394730563823,"random_2-85",31,"random_2",85
"sc3-90...3073","Dataset_2","2_1",0.964090712559961,"sc3-90",37,"sc3",90
"X40-90...3074","Dataset_2","2_1",1,"X40-90",20,"X40",90
"X40.1-90...3075","Dataset_2","2_1",1,"X40.1-90",20,"X40.1",90
"random_1-90...3076","Dataset_2","2_1",0.000459012192959662,"random_1-90",34,"random_1",90
"random_2-90...3077","Dataset_2","2_1",0.000580544867912866,"random_2-90",27,"random_2",90
