"","sim","param","Value","Name","n_clus","clustering","level"
"X40-10...1583","Dataset_1","ref",0.818908664579923,"X40-10",37,"X40",10
"X40.1-10...1584","Dataset_1","ref",0.701503815888235,"X40.1-10",39,"X40.1",10
"sc3-15...1585","Dataset_1","ref",0.959263380682416,"sc3-15",40,"sc3",15
"X40-15...1586","Dataset_1","ref",0.836962460610439,"X40-15",36,"X40",15
"X40.1-15...1587","Dataset_1","ref",0.716940487771988,"X40.1-15",38,"X40.1",15
"sc3-20...1588","Dataset_1","ref",0.959263380682416,"sc3-20",40,"sc3",20
"X40-20...1589","Dataset_1","ref",0.850746371413074,"X40-20",35,"X40",20
"X40.1-20...1590","Dataset_1","ref",0.742918097076726,"X40.1-20",36,"X40.1",20
"sc3-25...1591","Dataset_1","ref",0.959263380682416,"sc3-25",40,"sc3",25
"X40-25...1592","Dataset_1","ref",0.850746371413074,"X40-25",35,"X40",25
"X40.1-25...1593","Dataset_1","ref",0.762964026332925,"X40.1-25",34,"X40.1",25
"sc3-30...1594","Dataset_1","ref",0.959263380682416,"sc3-30",40,"sc3",30
"X40-30...1595","Dataset_1","ref",0.862370615813294,"X40-30",34,"X40",30
"X40.1-30...1596","Dataset_1","ref",0.778527812410996,"X40.1-30",33,"X40.1",30
"sc3-35...1597","Dataset_1","ref",0.959263380682416,"sc3-35",40,"sc3",35
"X40-35...1598","Dataset_1","ref",0.862370615813294,"X40-35",34,"X40",35
"X40.1-35...1599","Dataset_1","ref",0.804472880917494,"X40.1-35",30,"X40.1",35
"sc3-40...1600","Dataset_1","ref",0.959263380682416,"sc3-40",40,"sc3",40
"X40-40...1601","Dataset_1","ref",0.876870080148789,"X40-40",33,"X40",40
"X40.1-40...1602","Dataset_1","ref",0.815797209141961,"X40.1-40",29,"X40.1",40
"sc3-45...1603","Dataset_1","ref",0.959263380682416,"sc3-45",40,"sc3",45
"X40-45...1604","Dataset_1","ref",0.876870080148789,"X40-45",33,"X40",45
"X40.1-45...1605","Dataset_1","ref",0.836826879858168,"X40.1-45",27,"X40.1",45
"sc3-50...1606","Dataset_1","ref",0.959263380682416,"sc3-50",40,"sc3",50
"X40-50...1607","Dataset_1","ref",0.876870080148789,"X40-50",33,"X40",50
"X40.1-50...1608","Dataset_1","ref",0.862267124958414,"X40.1-50",24,"X40.1",50
"sc3-55...1609","Dataset_1","ref",0.959263380682416,"sc3-55",40,"sc3",55
"X40-55...1610","Dataset_1","ref",0.881805405416703,"X40-55",32,"X40",55
"X40.1-55...1611","Dataset_1","ref",0.874300895006332,"X40.1-55",23,"X40.1",55
"sc3-60...1612","Dataset_1","ref",0.959263380682416,"sc3-60",40,"sc3",60
"X40-60...1613","Dataset_1","ref",0.897770410642415,"X40-60",30,"X40",60
"X40.1-60...1614","Dataset_1","ref",0.878769307460962,"X40.1-60",22,"X40.1",60
"sc3-65...1615","Dataset_1","ref",0.959263380682416,"sc3-65",40,"sc3",65
"X40-65...1616","Dataset_1","ref",0.897770410642415,"X40-65",30,"X40",65
"X40.1-65...1617","Dataset_1","ref",0.895950301673984,"X40.1-65",20,"X40.1",65
"sc3-70...1618","Dataset_1","ref",0.959263380682416,"sc3-70",40,"sc3",70
"X40-70...1619","Dataset_1","ref",0.903437327464998,"X40-70",29,"X40",70
"X40.1-70...1620","Dataset_1","ref",0.909550688853555,"X40.1-70",18,"X40.1",70
"sc3-75...1621","Dataset_1","ref",0.959263380682416,"sc3-75",40,"sc3",75
"X40-75...1622","Dataset_1","ref",0.916038217740196,"X40-75",27,"X40",75
"X40.1-75...1623","Dataset_1","ref",0.909550688853555,"X40.1-75",18,"X40.1",75
"sc3-80...1624","Dataset_1","ref",0.959263380682416,"sc3-80",40,"sc3",80
"X40-80...1625","Dataset_1","ref",0.933600111203201,"X40-80",24,"X40",80
"X40.1-80...1626","Dataset_1","ref",0.909550688853555,"X40.1-80",18,"X40.1",80
"sc3-85...1627","Dataset_1","ref",0.966055809328933,"sc3-85",38,"sc3",85
"X40-85...1628","Dataset_1","ref",0.937632846947575,"X40-85",22,"X40",85
"X40.1-85...1629","Dataset_1","ref",0.909550688853555,"X40.1-85",18,"X40.1",85
"sc3-90...1630","Dataset_1","ref",0.966055809328933,"sc3-90",38,"sc3",90
"X40-90...1631","Dataset_1","ref",0.950761112521031,"X40-90",19,"X40",90
"X40.1-90...1632","Dataset_1","ref",0.909550688853555,"X40.1-90",18,"X40.1",90
"sc3-95...1633","Dataset_1","ref",0.977860284223657,"sc3-95",32,"sc3",95
"X40-95...1634","Dataset_1","ref",0.950761112521031,"X40-95",19,"X40",95
"X40.1-95...1635","Dataset_1","ref",0.909550688853555,"X40.1-95",18,"X40.1",95
"sc3-100...1636","Dataset_1","ref",0.98732750304366,"sc3-100",21,"sc3",100
"X40-100...1637","Dataset_1","ref",0.950761112521031,"X40-100",19,"X40",100
"X40.1-100...1638","Dataset_1","ref",0.909550688853555,"X40.1-100",18,"X40.1",100
"sc3-00...1639","Dataset_2","1_0.2",0.953560937828442,"sc3-00",40,"sc3",0
"X40-00...1640","Dataset_2","1_0.2",0.767101138122829,"X40-00",40,"X40",0
"X40.1-00...1641","Dataset_2","1_0.2",0.771602217991967,"X40.1-00",40,"X40.1",0
"random_1-00...1642","Dataset_2","1_0.2",0.494571195156482,"random_1-00",35,"random_1",0
"sc3-05...1643","Dataset_2","1_0.2",0.953560937828442,"sc3-05",40,"sc3",5
"X40-05...1644","Dataset_2","1_0.2",0.789770699681692,"X40-05",39,"X40",5
"X40.1-05...1645","Dataset_2","1_0.2",0.815196985438212,"X40.1-05",38,"X40.1",5
"random_1-05...1646","Dataset_2","1_0.2",0.494571195156482,"random_1-05",35,"random_1",5
"sc3-10...1647","Dataset_2","1_0.2",0.953560937828442,"sc3-10",40,"sc3",10
"X40-10...1648","Dataset_2","1_0.2",0.789770699681692,"X40-10",39,"X40",10
"X40.1-10...1649","Dataset_2","1_0.2",0.854029910331308,"X40.1-10",36,"X40.1",10
"random_1-10...1650","Dataset_2","1_0.2",0.494571195156482,"random_1-10",35,"random_1",10
"sc3-15...1651","Dataset_2","1_0.2",0.953560937828442,"sc3-15",40,"sc3",15
"X40-15...1652","Dataset_2","1_0.2",0.82886370585694,"X40-15",37,"X40",15
"X40.1-15...1653","Dataset_2","1_0.2",0.854029910331308,"X40.1-15",36,"X40.1",15
"random_1-15...1654","Dataset_2","1_0.2",0.494571195156482,"random_1-15",35,"random_1",15
"sc3-20...1655","Dataset_2","1_0.2",0.953560937828442,"sc3-20",40,"sc3",20
"X40-20...1656","Dataset_2","1_0.2",0.82886370585694,"X40-20",37,"X40",20
"X40.1-20...1657","Dataset_2","1_0.2",0.88467525777537,"X40.1-20",34,"X40.1",20
"random_1-20...1658","Dataset_2","1_0.2",0.494571195156482,"random_1-20",35,"random_1",20
"sc3-25...1659","Dataset_2","1_0.2",0.953560937828442,"sc3-25",40,"sc3",25
"X40-25...1660","Dataset_2","1_0.2",0.844548424099278,"X40-25",36,"X40",25
"X40.1-25...1661","Dataset_2","1_0.2",0.913034504046278,"X40.1-25",32,"X40.1",25
"random_1-25...1662","Dataset_2","1_0.2",0.494571195156482,"random_1-25",35,"random_1",25
"sc3-30...1663","Dataset_2","1_0.2",0.953560937828442,"sc3-30",40,"sc3",30
"X40-30...1664","Dataset_2","1_0.2",0.862188368623028,"X40-30",35,"X40",30
"X40.1-30...1665","Dataset_2","1_0.2",0.926878519021682,"X40.1-30",31,"X40.1",30
"random_1-30...1666","Dataset_2","1_0.2",0.494571195156482,"random_1-30",35,"random_1",30
"sc3-35...1667","Dataset_2","1_0.2",0.953560937828442,"sc3-35",40,"sc3",35
"X40-35...1668","Dataset_2","1_0.2",0.890172299007039,"X40-35",33,"X40",35
"X40.1-35...1669","Dataset_2","1_0.2",0.939638716297467,"X40.1-35",30,"X40.1",35
"random_1-35...1670","Dataset_2","1_0.2",0.494571195156482,"random_1-35",35,"random_1",35
"sc3-40...1671","Dataset_2","1_0.2",0.953560937828442,"sc3-40",40,"sc3",40
"X40-40...1672","Dataset_2","1_0.2",0.914382686099486,"X40-40",31,"X40",40
"X40.1-40...1673","Dataset_2","1_0.2",0.939638716297467,"X40.1-40",30,"X40.1",40
"random_1-40...1674","Dataset_2","1_0.2",0.507486100375437,"random_1-40",34,"random_1",40
"sc3-45...1675","Dataset_2","1_0.2",0.953560937828442,"sc3-45",40,"sc3",45
"X40-45...1676","Dataset_2","1_0.2",0.947579275601409,"X40-45",28,"X40",45
"X40.1-45...1677","Dataset_2","1_0.2",0.939638716297467,"X40.1-45",30,"X40.1",45
"random_1-45...1678","Dataset_2","1_0.2",0.507486100375437,"random_1-45",34,"random_1",45
"sc3-50...1679","Dataset_2","1_0.2",0.953560937828442,"sc3-50",40,"sc3",50
"X40-50...1680","Dataset_2","1_0.2",0.963471861689463,"X40-50",26,"X40",50
"X40.1-50...1681","Dataset_2","1_0.2",0.944582951572985,"X40.1-50",29,"X40.1",50
"random_1-50...1682","Dataset_2","1_0.2",0.507486100375437,"random_1-50",34,"random_1",50
"sc3-55...1683","Dataset_2","1_0.2",0.953560937828442,"sc3-55",40,"sc3",55
"X40-55...1684","Dataset_2","1_0.2",0.963471861689463,"X40-55",26,"X40",55
"X40.1-55...1685","Dataset_2","1_0.2",0.96635400993504,"X40.1-55",26,"X40.1",55
"random_1-55...1686","Dataset_2","1_0.2",0.507486100375437,"random_1-55",34,"random_1",55
"sc3-60...1687","Dataset_2","1_0.2",0.953560937828442,"sc3-60",40,"sc3",60
"X40-60...1688","Dataset_2","1_0.2",0.9675192042821,"X40-60",25,"X40",60
"X40.1-60...1689","Dataset_2","1_0.2",0.980679608898451,"X40.1-60",24,"X40.1",60
"random_1-60...1690","Dataset_2","1_0.2",0.507486100375437,"random_1-60",34,"random_1",60
"sc3-65...1691","Dataset_2","1_0.2",0.953560937828442,"sc3-65",40,"sc3",65
"X40-65...1692","Dataset_2","1_0.2",0.984319223776569,"X40-65",23,"X40",65
"X40.1-65...1693","Dataset_2","1_0.2",0.980679608898451,"X40.1-65",24,"X40.1",65
"random_1-65...1694","Dataset_2","1_0.2",0.525298212201781,"random_1-65",32,"random_1",65
"sc3-70...1695","Dataset_2","1_0.2",0.953560937828442,"sc3-70",40,"sc3",70
"X40-70...1696","Dataset_2","1_0.2",0.984319223776569,"X40-70",23,"X40",70
"X40.1-70...1697","Dataset_2","1_0.2",0.980679608898451,"X40.1-70",24,"X40.1",70
"random_1-70...1698","Dataset_2","1_0.2",0.558566914567796,"random_1-70",28,"random_1",70
"sc3-75...1699","Dataset_2","1_0.2",0.953560937828442,"sc3-75",40,"sc3",75
"X40-75...1700","Dataset_2","1_0.2",0.995031909002337,"X40-75",21,"X40",75
"X40.1-75...1701","Dataset_2","1_0.2",0.980679608898451,"X40.1-75",24,"X40.1",75
"random_1-75...1702","Dataset_2","1_0.2",0.574911613648008,"random_1-75",26,"random_1",75
"sc3-80...1703","Dataset_2","1_0.2",0.953560937828442,"sc3-80",40,"sc3",80
"X40-80...1704","Dataset_2","1_0.2",1,"X40-80",20,"X40",80
"X40.1-80...1705","Dataset_2","1_0.2",0.982931382272439,"X40.1-80",23,"X40.1",80
"random_1-80...1706","Dataset_2","1_0.2",0.585128905157762,"random_1-80",24,"random_1",80
"sc3-85...1707","Dataset_2","1_0.2",0.953560937828442,"sc3-85",40,"sc3",85
"X40-85...1708","Dataset_2","1_0.2",1,"X40-85",20,"X40",85
"X40.1-85...1709","Dataset_2","1_0.2",1,"X40.1-85",20,"X40.1",85
"random_1-85...1710","Dataset_2","1_0.2",0.589502806821172,"random_1-85",23,"random_1",85
"sc3-90...1711","Dataset_2","1_0.2",0.960745508158909,"sc3-90",38,"sc3",90
"X40-90...1712","Dataset_2","1_0.2",1,"X40-90",20,"X40",90
"X40.1-90...1713","Dataset_2","1_0.2",1,"X40.1-90",20,"X40.1",90
"random_1-90...1714","Dataset_2","1_0.2",0.603489835030085,"random_1-90",20,"random_1",90
"sc3-95...1715","Dataset_2","1_0.2",0.975003797277105,"sc3-95",33,"sc3",95
"X40-95...1716","Dataset_2","1_0.2",1,"X40-95",20,"X40",95
"X40.1-95...1717","Dataset_2","1_0.2",1,"X40.1-95",20,"X40.1",95
"random_1-95...1718","Dataset_2","1_0.2",0.606527642376176,"random_1-95",19,"random_1",95
"sc3-100...1719","Dataset_2","1_0.2",0.98800632451168,"sc3-100",21,"sc3",100
"X40-100...1720","Dataset_2","1_0.2",1,"X40-100",20,"X40",100
"X40.1-100...1721","Dataset_2","1_0.2",1,"X40.1-100",20,"X40.1",100
"random_1-100...1722","Dataset_2","1_0.2",0.606527642376176,"random_1-100",19,"random_1",100
"sc3-00...1723","Dataset_2","2_0.2",0.953560937828442,"sc3-00",40,"sc3",0
"X40-00...1724","Dataset_2","2_0.2",0.767101138122829,"X40-00",40,"X40",0
"X40.1-00...1725","Dataset_2","2_0.2",0.771602217991967,"X40.1-00",40,"X40.1",0
"random_1-00...1726","Dataset_2","2_0.2",0.594516429960763,"random_1-00",45,"random_1",0
"random_2-00...1727","Dataset_2","2_0.2",0.615971763410078,"random_2-00",35,"random_2",0
"sc3-05...1728","Dataset_2","2_0.2",0.953560937828442,"sc3-05",40,"sc3",5
"X40-05...1729","Dataset_2","2_0.2",0.789770699681692,"X40-05",39,"X40",5
"X40.1-05...1730","Dataset_2","2_0.2",0.794347076364039,"X40.1-05",39,"X40.1",5
"random_1-05...1731","Dataset_2","2_0.2",0.594516429960763,"random_1-05",45,"random_1",5
"random_2-05...1732","Dataset_2","2_0.2",0.615971763410078,"random_2-05",35,"random_2",5
"sc3-10...1733","Dataset_2","2_0.2",0.953560937828442,"sc3-10",40,"sc3",10
"X40-10...1734","Dataset_2","2_0.2",0.808703488328236,"X40-10",38,"X40",10
"X40.1-10...1735","Dataset_2","2_0.2",0.815196985438212,"X40.1-10",38,"X40.1",10
"random_1-10...1736","Dataset_2","2_0.2",0.594516429960763,"random_1-10",45,"random_1",10
"random_2-10...1737","Dataset_2","2_0.2",0.615971763410078,"random_2-10",35,"random_2",10
"sc3-15...1738","Dataset_2","2_0.2",0.953560937828442,"sc3-15",40,"sc3",15
"X40-15...1739","Dataset_2","2_0.2",0.829967378536105,"X40-15",37,"X40",15
"X40.1-15...1740","Dataset_2","2_0.2",0.836425580200236,"X40.1-15",37,"X40.1",15
"random_1-15...1741","Dataset_2","2_0.2",0.594516429960763,"random_1-15",45,"random_1",15
"random_2-15...1742","Dataset_2","2_0.2",0.615971763410078,"random_2-15",35,"random_2",15
"sc3-20...1743","Dataset_2","2_0.2",0.953560937828442,"sc3-20",40,"sc3",20
"X40-20...1744","Dataset_2","2_0.2",0.846700288617974,"X40-20",36,"X40",20
"X40.1-20...1745","Dataset_2","2_0.2",0.854029910331308,"X40.1-20",36,"X40.1",20
"random_1-20...1746","Dataset_2","2_0.2",0.594516429960763,"random_1-20",45,"random_1",20
"random_2-20...1747","Dataset_2","2_0.2",0.615971763410078,"random_2-20",35,"random_2",20
"sc3-25...1748","Dataset_2","2_0.2",0.953560937828442,"sc3-25",40,"sc3",25
"X40-25...1749","Dataset_2","2_0.2",0.846700288617974,"X40-25",36,"X40",25
"X40.1-25...1750","Dataset_2","2_0.2",0.88467525777537,"X40.1-25",34,"X40.1",25
"random_1-25...1751","Dataset_2","2_0.2",0.594516429960763,"random_1-25",45,"random_1",25
"random_2-25...1752","Dataset_2","2_0.2",0.615971763410078,"random_2-25",35,"random_2",25
"sc3-30...1753","Dataset_2","2_0.2",0.953560937828442,"sc3-30",40,"sc3",30
"X40-30...1754","Dataset_2","2_0.2",0.846700288617974,"X40-30",36,"X40",30
"X40.1-30...1755","Dataset_2","2_0.2",0.913034504046278,"X40.1-30",32,"X40.1",30
"random_1-30...1756","Dataset_2","2_0.2",0.594516429960763,"random_1-30",45,"random_1",30
"random_2-30...1757","Dataset_2","2_0.2",0.615971763410078,"random_2-30",35,"random_2",30
"sc3-35...1758","Dataset_2","2_0.2",0.953560937828442,"sc3-35",40,"sc3",35
"X40-35...1759","Dataset_2","2_0.2",0.892905956560037,"X40-35",33,"X40",35
"X40.1-35...1760","Dataset_2","2_0.2",0.913034504046278,"X40.1-35",32,"X40.1",35
"random_1-35...1761","Dataset_2","2_0.2",0.594516429960763,"random_1-35",45,"random_1",35
"random_2-35...1762","Dataset_2","2_0.2",0.615971763410078,"random_2-35",35,"random_2",35
"sc3-40...1763","Dataset_2","2_0.2",0.953560937828442,"sc3-40",40,"sc3",40
"X40-40...1764","Dataset_2","2_0.2",0.907185376400352,"X40-40",32,"X40",40
"X40.1-40...1765","Dataset_2","2_0.2",0.926878519021682,"X40.1-40",31,"X40.1",40
"random_1-40...1766","Dataset_2","2_0.2",0.594516429960763,"random_1-40",45,"random_1",40
"random_2-40...1767","Dataset_2","2_0.2",0.615971763410078,"random_2-40",35,"random_2",40
"sc3-45...1768","Dataset_2","2_0.2",0.953560937828442,"sc3-45",40,"sc3",45
"X40-45...1769","Dataset_2","2_0.2",0.919544881984218,"X40-45",31,"X40",45
"X40.1-45...1770","Dataset_2","2_0.2",0.939638716297467,"X40.1-45",30,"X40.1",45
"random_1-45...1771","Dataset_2","2_0.2",0.594516429960763,"random_1-45",45,"random_1",45
"random_2-45...1772","Dataset_2","2_0.2",0.615971763410078,"random_2-45",35,"random_2",45
"sc3-50...1773","Dataset_2","2_0.2",0.953560937828442,"sc3-50",40,"sc3",50
"X40-50...1774","Dataset_2","2_0.2",0.942615349720342,"X40-50",29,"X40",50
"X40.1-50...1775","Dataset_2","2_0.2",0.939638716297467,"X40.1-50",30,"X40.1",50
"random_1-50...1776","Dataset_2","2_0.2",0.594516429960763,"random_1-50",45,"random_1",50
"random_2-50...1777","Dataset_2","2_0.2",0.615971763410078,"random_2-50",35,"random_2",50
"sc3-55...1778","Dataset_2","2_0.2",0.953560937828442,"sc3-55",40,"sc3",55
"X40-55...1779","Dataset_2","2_0.2",0.963471861689463,"X40-55",26,"X40",55
"X40.1-55...1780","Dataset_2","2_0.2",0.939638716297467,"X40.1-55",30,"X40.1",55
"random_1-55...1781","Dataset_2","2_0.2",0.594516429960763,"random_1-55",45,"random_1",55
"random_2-55...1782","Dataset_2","2_0.2",0.615971763410078,"random_2-55",35,"random_2",55
"sc3-60...1783","Dataset_2","2_0.2",0.953560937828442,"sc3-60",40,"sc3",60
"X40-60...1784","Dataset_2","2_0.2",0.963471861689463,"X40-60",26,"X40",60
"X40.1-60...1785","Dataset_2","2_0.2",0.962057603490425,"X40.1-60",27,"X40.1",60
"random_1-60...1786","Dataset_2","2_0.2",0.594516429960763,"random_1-60",45,"random_1",60
"random_2-60...1787","Dataset_2","2_0.2",0.615971763410078,"random_2-60",35,"random_2",60
"sc3-65...1788","Dataset_2","2_0.2",0.953560937828442,"sc3-65",40,"sc3",65
"X40-65...1789","Dataset_2","2_0.2",0.984319223776569,"X40-65",23,"X40",65
"X40.1-65...1790","Dataset_2","2_0.2",0.962057603490425,"X40.1-65",27,"X40.1",65
"random_1-65...1791","Dataset_2","2_0.2",0.594516429960763,"random_1-65",45,"random_1",65
"random_2-65...1792","Dataset_2","2_0.2",0.615971763410078,"random_2-65",35,"random_2",65
"sc3-70...1793","Dataset_2","2_0.2",0.953560937828442,"sc3-70",40,"sc3",70
"X40-70...1794","Dataset_2","2_0.2",0.984319223776569,"X40-70",23,"X40",70
"X40.1-70...1795","Dataset_2","2_0.2",0.973160042314006,"X40.1-70",25,"X40.1",70
"random_1-70...1796","Dataset_2","2_0.2",0.594516429960763,"random_1-70",45,"random_1",70
"random_2-70...1797","Dataset_2","2_0.2",0.615971763410078,"random_2-70",35,"random_2",70
"sc3-75...1798","Dataset_2","2_0.2",0.953560937828442,"sc3-75",40,"sc3",75
"X40-75...1799","Dataset_2","2_0.2",0.995031909002337,"X40-75",21,"X40",75
"X40.1-75...1800","Dataset_2","2_0.2",0.980679608898451,"X40.1-75",24,"X40.1",75
"random_1-75...1801","Dataset_2","2_0.2",0.594516429960763,"random_1-75",45,"random_1",75
"random_2-75...1802","Dataset_2","2_0.2",0.615971763410078,"random_2-75",35,"random_2",75
"sc3-80...1803","Dataset_2","2_0.2",0.953560937828442,"sc3-80",40,"sc3",80
"X40-80...1804","Dataset_2","2_0.2",1,"X40-80",20,"X40",80
"X40.1-80...1805","Dataset_2","2_0.2",0.9926086754182,"X40.1-80",21,"X40.1",80
"random_1-80...1806","Dataset_2","2_0.2",0.594516429960763,"random_1-80",45,"random_1",80
"random_2-80...1807","Dataset_2","2_0.2",0.615971763410078,"random_2-80",35,"random_2",80
"sc3-85...1808","Dataset_2","2_0.2",0.960628208943817,"sc3-85",38,"sc3",85
"X40-85...1809","Dataset_2","2_0.2",1,"X40-85",20,"X40",85
"X40.1-85...1810","Dataset_2","2_0.2",1,"X40.1-85",20,"X40.1",85
"random_1-85...1811","Dataset_2","2_0.2",0.599014230785754,"random_1-85",43,"random_1",85
"random_2-85...1812","Dataset_2","2_0.2",0.615971763410078,"random_2-85",35,"random_2",85
"sc3-90...1813","Dataset_2","2_0.2",0.968617699150438,"sc3-90",35,"sc3",90
"X40-90...1814","Dataset_2","2_0.2",1,"X40-90",20,"X40",90
"X40.1-90...1815","Dataset_2","2_0.2",1,"X40.1-90",20,"X40.1",90
"random_1-90...1816","Dataset_2","2_0.2",0.609213714658435,"random_1-90",37,"random_1",90
"random_2-90...1817","Dataset_2","2_0.2",0.615971763410078,"random_2-90",35,"random_2",90
"sc3-95...1818","Dataset_2","2_0.2",0.979009503596963,"sc3-95",28,"sc3",95
"X40-95...1819","Dataset_2","2_0.2",1,"X40-95",20,"X40",95
"X40.1-95...1820","Dataset_2","2_0.2",1,"X40.1-95",20,"X40.1",95
"random_1-95...1821","Dataset_2","2_0.2",0.616374461356579,"random_1-95",32,"random_1",95
"random_2-95...1822","Dataset_2","2_0.2",0.620673903877126,"random_2-95",32,"random_2",95
"sc3-100...1823","Dataset_2","2_0.2",0.987218881844739,"sc3-100",22,"sc3",100
"X40-100...1824","Dataset_2","2_0.2",1,"X40-100",20,"X40",100
"X40.1-100...1825","Dataset_2","2_0.2",1,"X40.1-100",20,"X40.1",100
"random_1-100...1826","Dataset_2","2_0.2",0.626176144298191,"random_1-100",22,"random_1",100
"random_2-100...1827","Dataset_2","2_0.2",0.629670146186159,"random_2-100",24,"random_2",100
"sc3-00...1828","Dataset_2","3_0.2",0.953560937828442,"sc3-00",40,"sc3",0
"X40-00...1829","Dataset_2","3_0.2",0.767101138122829,"X40-00",40,"X40",0
"X40.1-00...1830","Dataset_2","3_0.2",0.771602217991967,"X40.1-00",40,"X40.1",0
"random_1-00...1831","Dataset_2","3_0.2",0.468837894233659,"random_1-00",45,"random_1",0
"random_2-00...1832","Dataset_2","3_0.2",0.493579412962179,"random_2-00",35,"random_2",0
"random_3-00...1833","Dataset_2","3_0.2",0.619772632904828,"random_3-00",35,"random_3",0
"sc3-05...1834","Dataset_2","3_0.2",0.953560937828442,"sc3-05",40,"sc3",5
"X40-05...1835","Dataset_2","3_0.2",0.804559170962508,"X40-05",38,"X40",5
"X40.1-05...1836","Dataset_2","3_0.2",0.793172777716023,"X40.1-05",39,"X40.1",5
"random_1-05...1837","Dataset_2","3_0.2",0.482057124235122,"random_1-05",44,"random_1",5
"random_2-05...1838","Dataset_2","3_0.2",0.493579412962179,"random_2-05",35,"random_2",5
"random_3-05...1839","Dataset_2","3_0.2",0.619772632904828,"random_3-05",35,"random_3",5
"sc3-10...1840","Dataset_2","3_0.2",0.953560937828442,"sc3-10",40,"sc3",10
"X40-10...1841","Dataset_2","3_0.2",0.823322401988501,"X40-10",37,"X40",10
"X40.1-10...1842","Dataset_2","3_0.2",0.810431659999482,"X40.1-10",38,"X40.1",10
"random_1-10...1843","Dataset_2","3_0.2",0.482057124235122,"random_1-10",44,"random_1",10
"random_2-10...1844","Dataset_2","3_0.2",0.516096431188299,"random_2-10",33,"random_2",10
"random_3-10...1845","Dataset_2","3_0.2",0.619772632904828,"random_3-10",35,"random_3",10
"sc3-15...1846","Dataset_2","3_0.2",0.953560937828442,"sc3-15",40,"sc3",15
"X40-15...1847","Dataset_2","3_0.2",0.823322401988501,"X40-15",37,"X40",15
"X40.1-15...1848","Dataset_2","3_0.2",0.857881913524773,"X40.1-15",35,"X40.1",15
"random_1-15...1849","Dataset_2","3_0.2",0.482057124235122,"random_1-15",44,"random_1",15
"random_2-15...1850","Dataset_2","3_0.2",0.524691289421395,"random_2-15",32,"random_2",15
"random_3-15...1851","Dataset_2","3_0.2",0.619772632904828,"random_3-15",35,"random_3",15
"sc3-20...1852","Dataset_2","3_0.2",0.953560937828442,"sc3-20",40,"sc3",20
"X40-20...1853","Dataset_2","3_0.2",0.839269099235327,"X40-20",36,"X40",20
"X40.1-20...1854","Dataset_2","3_0.2",0.873021883473336,"X40.1-20",34,"X40.1",20
"random_1-20...1855","Dataset_2","3_0.2",0.494020640335008,"random_1-20",43,"random_1",20
"random_2-20...1856","Dataset_2","3_0.2",0.524691289421395,"random_2-20",32,"random_2",20
"random_3-20...1857","Dataset_2","3_0.2",0.619772632904828,"random_3-20",35,"random_3",20
"sc3-25...1858","Dataset_2","3_0.2",0.953560937828442,"sc3-25",40,"sc3",25
"X40-25...1859","Dataset_2","3_0.2",0.854701807565585,"X40-25",35,"X40",25
"X40.1-25...1860","Dataset_2","3_0.2",0.892477776951798,"X40.1-25",33,"X40.1",25
"random_1-25...1861","Dataset_2","3_0.2",0.494020640335008,"random_1-25",43,"random_1",25
"random_2-25...1862","Dataset_2","3_0.2",0.543868936844205,"random_2-25",30,"random_2",25
"random_3-25...1863","Dataset_2","3_0.2",0.619772632904828,"random_3-25",35,"random_3",25
"sc3-30...1864","Dataset_2","3_0.2",0.953560937828442,"sc3-30",40,"sc3",30
"X40-30...1865","Dataset_2","3_0.2",0.854701807565585,"X40-30",35,"X40",30
"X40.1-30...1866","Dataset_2","3_0.2",0.905985896961044,"X40.1-30",32,"X40.1",30
"random_1-30...1867","Dataset_2","3_0.2",0.524067562819734,"random_1-30",40,"random_1",30
"random_2-30...1868","Dataset_2","3_0.2",0.543868936844205,"random_2-30",30,"random_2",30
"random_3-30...1869","Dataset_2","3_0.2",0.619772632904828,"random_3-30",35,"random_3",30
"sc3-35...1870","Dataset_2","3_0.2",0.953560937828442,"sc3-35",40,"sc3",35
"X40-35...1871","Dataset_2","3_0.2",0.869040620974109,"X40-35",34,"X40",35
"X40.1-35...1872","Dataset_2","3_0.2",0.905985896961044,"X40.1-35",32,"X40.1",35
"random_1-35...1873","Dataset_2","3_0.2",0.559663428691016,"random_1-35",36,"random_1",35
"random_2-35...1874","Dataset_2","3_0.2",0.543868936844205,"random_2-35",30,"random_2",35
"random_3-35...1875","Dataset_2","3_0.2",0.619772632904828,"random_3-35",35,"random_3",35
"sc3-40...1876","Dataset_2","3_0.2",0.953560937828442,"sc3-40",40,"sc3",40
"X40-40...1877","Dataset_2","3_0.2",0.882191488283848,"X40-40",33,"X40",40
"X40.1-40...1878","Dataset_2","3_0.2",0.905985896961044,"X40.1-40",32,"X40.1",40
"random_1-40...1879","Dataset_2","3_0.2",0.564252060585017,"random_1-40",35,"random_1",40
"random_2-40...1880","Dataset_2","3_0.2",0.560668345124953,"random_2-40",28,"random_2",40
"random_3-40...1881","Dataset_2","3_0.2",0.619772632904828,"random_3-40",35,"random_3",40
"sc3-45...1882","Dataset_2","3_0.2",0.953560937828442,"sc3-45",40,"sc3",45
"X40-45...1883","Dataset_2","3_0.2",0.882191488283848,"X40-45",33,"X40",45
"X40.1-45...1884","Dataset_2","3_0.2",0.947366761886245,"X40.1-45",28,"X40.1",45
"random_1-45...1885","Dataset_2","3_0.2",0.571357741135041,"random_1-45",34,"random_1",45
