cells,SC3-00,UMAP_KMEANS-00,TSNE_KMEANS-00,SC3-05,UMAP_KMEANS-05,TSNE_KMEANS-05,SC3-10,UMAP_KMEANS-10,TSNE_KMEANS-10,SC3-15,UMAP_KMEANS-15,TSNE_KMEANS-15,SC3-20,UMAP_KMEANS-20,TSNE_KMEANS-20,SC3-25,UMAP_KMEANS-25,TSNE_KMEANS-25,SC3-30,UMAP_KMEANS-30,TSNE_KMEANS-30,SC3-35,UMAP_KMEANS-35,TSNE_KMEANS-35,SC3-40,UMAP_KMEANS-40,TSNE_KMEANS-40,SC3-45,UMAP_KMEANS-45,TSNE_KMEANS-45,SC3-50,UMAP_KMEANS-50,TSNE_KMEANS-50,SC3-55,UMAP_KMEANS-55,TSNE_KMEANS-55,SC3-60,UMAP_KMEANS-60,TSNE_KMEANS-60,SC3-65,UMAP_KMEANS-65,TSNE_KMEANS-65,SC3-70,UMAP_KMEANS-70,TSNE_KMEANS-70,SC3-75,UMAP_KMEANS-75,TSNE_KMEANS-75,SC3-80,UMAP_KMEANS-80,TSNE_KMEANS-80,SC3-85,UMAP_KMEANS-85,TSNE_KMEANS-85,SC3-90,UMAP_KMEANS-90,TSNE_KMEANS-90,SC3-95,UMAP_KMEANS-95,TSNE_KMEANS-95,SC3-100,UMAP_KMEANS-100,TSNE_KMEANS-100
Cell1020,18,5,9,18,5,9,18,5,9,18,5,9,18,5,9,18,5,9,18,5,9,18,5,9,18,5,9,18,5,9,18,5,9,18,5,9,18,5,9,18,5,9,18,5,9,18,5,9,18,5,9,18,5,9,18,5,9,18,5,9,18,5,9
Cell1021,1,2,10,1,2,10,1,2,10,1,2,10,1,2,10,1,2,10,1,2,10,1,2,10,1,2,10,1,2,10,1,2,10,1,2,10,1,2,10,1,2,10,1,2,10,1,2,10,1,2,10,1,2,10,1,2,10,1,2,10,1,2,10
Cell1022,9,26,11,9,26,11,9,26,11,9,26,4,9,26,4,9,26,4,9,26,4,9,26,4,9,26,4,9,26,4,9,26,4,9,26,4,9,26,4,9,26,4,9,26,4,9,26,4,9,26,4,9,26,4,9,26,4,9,26,4,8,26,4
Cell1023,12,3,25,12,3,25,12,3,25,12,3,25,12,3,25,12,3,25,12,3,25,12,3,25,12,3,25,12,3,25,12,3,25,12,3,25,12,3,25,12,3,25,12,3,25,12,3,25,12,3,25,12,3,25,12,3,25,12,3,25,12,3,25
Cell1024,24,29,28,24,29,28,24,29,28,24,29,28,24,29,28,24,29,28,24,29,28,24,29,28,24,29,28,24,29,28,24,29,28,24,29,28,24,29,28,24,29,28,24,29,28,24,29,28,24,29,28,24,29,28,24,29,28,24,29,28,24,29,28
Cell1025,11,26,4,11,26,4,11,26,4,9,26,4,9,26,4,9,26,4,9,26,4,9,26,4,9,26,4,9,26,4,9,26,4,9,26,4,9,26,4,9,26,4,9,26,4,9,26,4,9,26,4,9,26,4,9,26,4,9,26,4,8,26,4
Cell1026,36,13,8,36,13,8,36,13,8,36,13,8,36,13,8,36,13,8,36,13,8,36,13,8,36,13,8,36,13,8,36,13,8,36,13,8,36,13,8,36,13,8,36,13,8,36,13,8,36,13,8,36,13,8,36,13,8,36,13,8,36,13,8
Cell1027,25,35,14,25,35,14,25,35,14,25,35,14,25,35,14,25,35,14,25,35,14,25,35,14,25,35,14,25,35,14,25,35,14,25,35,14,25,35,14,25,35,14,25,35,14,25,35,14,25,35,14,25,35,14,25,35,14,25,35,14,23,35,14
Cell1028,37,14,21,37,14,21,37,14,21,37,14,21,37,14,21,37,14,21,37,14,21,37,14,21,37,14,21,37,14,21,37,14,21,37,14,21,37,14,21,37,14,21,37,14,21,37,14,21,37,14,21,37,14,21,37,14,21,37,14,21,37,14,21
Cell1029,27,11,2,27,11,2,27,11,2,27,11,2,27,11,2,27,11,2,27,11,2,27,11,2,27,11,2,27,11,2,27,11,2,27,11,2,27,11,2,27,11,2,27,11,2,27,11,2,27,11,2,27,11,2,27,11,2,27,11,2,27,11,2
Cell103,3,33,16,3,33,16,3,33,16,3,33,16,3,33,16,3,33,16,3,33,16,3,33,16,3,33,16,3,33,16,3,33,16,3,33,16,3,33,16,3,33,16,3,33,16,3,33,16,3,33,16,3,33,16,3,33,16,3,33,16,3,33,16
Cell1030,38,35,27,38,35,27,38,35,27,38,35,27,38,35,27,38,35,27,38,35,27,23,35,14,23,35,14,23,35,14,23,35,14,23,35,14,23,35,14,23,35,14,23,35,14,23,35,14,23,35,14,23,35,14,23,35,14,23,35,14,23,35,14
Cell1031,5,24,31,5,24,31,5,24,31,5,24,31,5,24,31,5,24,31,5,24,31,5,24,31,5,24,31,5,24,31,5,24,31,5,24,31,5,24,31,5,24,31,5,24,31,5,24,6,5,24,1,5,24,1,5,24,1,5,24,1,4,24,1
Cell1032,16,6,22,16,6,22,16,6,22,16,6,22,16,6,22,16,6,22,16,6,22,16,6,22,16,6,22,16,6,22,16,6,22,16,6,22,16,6,22,16,6,22,16,6,22,16,6,22,16,6,22,16,6,22,16,6,22,16,6,22,16,6,22
Cell1033,36,13,8,36,13,8,36,13,8,36,13,8,36,13,8,36,13,8,36,13,8,36,13,8,36,13,8,36,13,8,36,13,8,36,13,8,36,13,8,36,13,8,36,13,8,36,13,8,36,13,8,36,13,8,36,13,8,36,13,8,36,13,8
Cell1034,28,16,36,28,16,36,28,16,36,28,16,36,28,16,36,28,16,36,28,16,36,28,16,36,28,16,36,28,16,36,28,16,36,28,16,36,28,16,36,28,16,7,28,16,7,28,16,7,28,16,7,28,16,7,28,16,7,28,16,7,28,16,7
Cell1035,33,18,23,33,18,23,33,18,23,33,18,23,33,18,23,33,18,23,33,18,23,33,18,23,33,18,23,33,18,23,33,18,23,33,18,23,33,18,23,33,18,23,33,18,23,33,18,23,33,18,23,33,18,23,33,18,23,33,18,23,33,18,23
Cell1036,3,33,38,3,33,16,3,33,16,3,33,16,3,33,16,3,33,16,3,33,16,3,33,16,3,33,16,3,33,16,3,33,16,3,33,16,3,33,16,3,33,16,3,33,16,3,33,16,3,33,16,3,33,16,3,33,16,3,33,16,3,33,16
Cell1037,23,35,9,23,35,9,23,35,9,23,35,9,23,35,9,23,35,9,23,35,9,23,35,9,23,35,9,23,35,9,23,35,9,23,35,9,23,35,9,23,35,9,23,35,9,23,35,9,23,35,9,23,35,9,23,35,9,23,35,9,23,35,9
Cell1038,30,1,17,30,1,17,30,1,17,30,1,17,30,1,17,30,1,17,30,1,17,30,1,17,30,1,17,30,1,17,30,1,17,30,1,17,30,1,17,30,1,17,30,1,17,30,1,17,30,1,17,30,1,17,30,1,17,30,1,17,30,1,17
Cell1039,15,28,20,15,28,20,15,28,20,15,28,20,15,28,20,15,28,20,15,28,20,15,28,20,15,28,20,15,28,20,15,28,20,15,28,20,15,28,20,15,28,20,15,28,20,15,28,20,7,9,20,7,9,20,7,9,20,7,9,20,6,9,20
Cell104,7,36,20,7,36,20,7,19,20,7,19,20,7,19,20,7,19,20,7,19,20,7,19,20,7,19,20,7,19,20,7,19,20,7,19,20,7,19,20,7,19,20,7,9,20,7,9,20,7,9,20,7,9,20,7,9,20,7,9,20,6,9,20
Cell1040,37,14,21,37,14,21,37,14,21,37,14,21,37,14,21,37,14,21,37,14,21,37,14,21,37,14,21,37,14,21,37,14,21,37,14,21,37,14,21,37,14,21,37,14,21,37,14,21,37,14,21,37,14,21,37,14,21,37,14,21,37,14,21
Cell1041,16,6,22,16,6,22,16,6,22,16,6,22,16,6,22,16,6,22,16,6,22,16,6,22,16,6,22,16,6,22,16,6,22,16,6,22,16,6,22,16,6,22,16,6,22,16,6,22,16,6,22,16,6,22,16,6,22,16,6,22,16,6,22
Cell1042,38,35,27,38,35,27,38,35,27,38,35,27,38,35,27,38,35,27,38,35,27,23,35,14,23,35,14,23,35,14,23,35,14,23,35,14,23,35,14,23,35,14,23,35,14,23,35,14,23,35,14,23,35,14,23,35,14,23,35,14,23,35,14
Cell1043,36,13,8,36,13,8,36,13,8,36,13,8,36,13,8,36,13,8,36,13,8,36,13,8,36,13,8,36,13,8,36,13,8,36,13,8,36,13,8,36,13,8,36,13,8,36,13,8,36,13,8,36,13,8,36,13,8,36,13,8,36,13,8
Cell1044,12,3,25,12,3,25,12,3,25,12,3,25,12,3,25,12,3,25,12,3,25,12,3,25,12,3,25,12,3,25,12,3,25,12,3,25,12,3,25,12,3,25,12,3,25,12,3,25,12,3,25,12,3,25,12,3,25,12,3,25,12,3,25
Cell1045,24,29,28,24,29,28,24,29,28,24,29,28,24,29,28,24,29,28,24,29,28,24,29,28,24,29,28,24,29,28,24,29,28,24,29,28,24,29,28,24,29,28,24,29,28,24,29,28,24,29,28,24,29,28,24,29,28,24,29,28,24,29,28
Cell1046,3,33,38,3,33,16,3,33,16,3,33,16,3,33,16,3,33,16,3,33,16,3,33,16,3,33,16,3,33,16,3,33,16,3,33,16,3,33,16,3,33,16,3,33,16,3,33,16,3,33,16,3,33,16,3,33,16,3,33,16,3,33,16
Cell1047,10,20,13,10,20,13,10,20,13,10,20,13,10,20,13,10,20,13,10,20,13,10,20,13,10,20,13,10,20,13,10,20,13,10,20,13,10,20,13,10,20,13,10,20,13,10,20,13,10,20,13,10,20,13,10,20,13,10,20,13,10,20,13
Cell1048,27,11,19,27,11,19,27,11,19,27,11,19,27,11,19,27,11,19,27,11,19,27,11,19,27,11,19,27,11,19,27,11,2,27,11,2,27,11,2,27,11,2,27,11,2,27,11,2,27,11,2,27,11,2,27,11,2,27,11,2,27,11,2
Cell1049,17,40,15,17,40,15,17,40,15,17,40,15,17,40,15,17,40,15,17,40,15,17,40,15,17,40,15,17,40,15,17,40,15,17,40,15,17,40,15,17,40,15,17,40,15,17,40,15,17,40,15,17,40,15,17,40,15,17,40,15,17,40,15
Cell105,32,27,30,32,27,30,32,17,30,32,17,30,32,17,30,32,17,30,32,17,30,32,17,30,32,17,30,32,17,30,32,17,30,32,17,30,32,17,30,32,17,30,32,17,30,32,17,30,32,17,30,32,17,30,32,17,30,32,17,30,32,17,30
Cell1050,23,35,9,23,35,9,23,35,9,23,35,9,23,35,9,23,35,9,23,35,9,23,35,9,23,35,9,23,35,9,23,35,9,23,35,9,23,35,9,23,35,9,23,35,9,23,35,9,23,35,9,23,35,9,23,35,9,23,35,9,23,35,9
Cell1051,5,34,12,5,34,12,5,34,12,5,34,12,5,34,12,5,34,12,5,34,12,5,34,12,5,34,12,5,34,12,5,34,12,5,34,12,5,34,12,5,34,12,5,34,12,5,24,6,5,24,1,5,24,1,5,24,1,5,24,1,4,24,1
Cell1052,14,12,37,14,12,37,14,12,37,14,12,37,14,12,37,14,12,37,14,12,37,14,12,37,14,12,37,14,12,37,14,12,37,14,12,37,14,12,37,14,12,37,14,12,37,14,12,37,14,12,37,14,12,37,14,12,37,14,12,37,13,12,37
Cell1053,12,8,25,12,8,25,12,8,25,12,8,25,12,8,25,12,8,25,12,8,25,12,8,25,12,8,25,12,8,25,12,8,25,12,8,25,12,8,25,12,8,25,12,3,25,12,3,25,12,3,25,12,3,25,12,3,25,12,3,25,12,3,25
Cell1054,21,15,34,21,15,34,21,15,34,21,15,34,21,15,34,21,15,34,21,15,34,21,15,34,21,15,34,21,15,34,21,15,34,21,15,34,21,15,34,21,15,34,21,15,34,21,15,34,21,15,34,21,15,34,21,15,34,21,15,34,21,15,34
Cell1055,29,22,25,29,22,25,29,22,25,29,22,25,29,22,25,29,22,25,29,22,25,29,22,25,29,22,25,29,22,25,29,22,25,29,22,25,29,22,25,29,22,25,29,22,25,29,22,25,29,22,25,29,22,25,12,3,25,12,3,25,12,3,25
Cell1056,16,6,22,16,6,22,16,6,22,16,6,22,16,6,22,16,6,22,16,6,22,16,6,22,16,6,22,16,6,22,16,6,22,16,6,22,16,6,22,16,6,22,16,6,22,16,6,22,16,6,22,16,6,22,16,6,22,16,6,22,16,6,22
Cell1057,1,2,10,1,2,10,1,2,10,1,2,10,1,2,10,1,2,10,1,2,10,1,2,10,1,2,10,1,2,10,1,2,10,1,2,10,1,2,10,1,2,10,1,2,10,1,2,10,1,2,10,1,2,10,1,2,10,1,2,10,1,2,10
Cell1058,10,20,13,10,20,13,10,20,13,10,20,13,10,20,13,10,20,13,10,20,13,10,20,13,10,20,13,10,20,13,10,20,13,10,20,13,10,20,13,10,20,13,10,20,13,10,20,13,10,20,13,10,20,13,10,20,13,10,20,13,10,20,13
Cell1059,24,29,28,24,29,28,24,29,28,24,29,28,24,29,28,24,29,28,24,29,28,24,29,28,24,29,28,24,29,28,24,29,28,24,29,28,24,29,28,24,29,28,24,29,28,24,29,28,24,29,28,24,29,28,24,29,28,24,29,28,24,29,28
Cell106,32,17,30,32,17,30,32,17,30,32,17,30,32,17,30,32,17,30,32,17,30,32,17,30,32,17,30,32,17,30,32,17,30,32,17,30,32,17,30,32,17,30,32,17,30,32,17,30,32,17,30,32,17,30,32,17,30,32,17,30,32,17,30
Cell1060,16,23,39,16,23,39,16,23,39,16,23,39,16,23,39,16,23,39,16,23,39,16,23,39,16,23,39,16,6,22,16,6,22,16,6,22,16,6,22,16,6,22,16,6,22,16,6,22,16,6,22,16,6,22,16,6,22,16,6,22,16,6,22
Cell1061,37,14,21,37,14,21,37,14,21,37,14,21,37,14,21,37,14,21,37,14,21,37,14,21,37,14,21,37,14,21,37,14,21,37,14,21,37,14,21,37,14,21,37,14,21,37,14,21,37,14,21,37,14,21,37,14,21,37,14,21,37,14,21
Cell1062,18,7,9,18,5,9,18,5,9,18,5,9,18,5,9,18,5,9,18,5,9,18,5,9,18,5,9,18,5,9,18,5,9,18,5,9,18,5,9,18,5,9,18,5,9,18,5,9,18,5,9,18,5,9,18,5,9,18,5,9,18,5,9
Cell1063,38,35,27,38,35,27,38,35,27,38,35,27,38,35,27,38,35,27,38,35,27,23,35,14,23,35,14,23,35,14,23,35,14,23,35,14,23,35,14,23,35,14,23,35,14,23,35,14,23,35,14,23,35,14,23,35,14,23,35,14,23,35,14
Cell1064,17,40,15,17,40,15,17,40,15,17,40,15,17,40,15,17,40,15,17,40,15,17,40,15,17,40,15,17,40,15,17,40,15,17,40,15,17,40,15,17,40,15,17,40,15,17,40,15,17,40,15,17,40,15,17,40,15,17,40,15,17,40,15
Cell1065,22,31,40,22,31,40,22,31,40,22,31,40,22,31,40,22,31,40,22,31,40,22,31,40,22,31,40,22,31,40,22,21,40,22,21,40,22,21,40,22,21,40,22,21,40,22,21,40,22,21,40,22,21,40,22,21,40,22,21,40,22,21,40
Cell1066,22,32,40,22,32,40,22,32,40,22,32,40,22,32,40,22,32,40,22,32,40,22,32,40,22,32,40,22,32,40,22,21,40,22,21,40,22,21,40,22,21,40,22,21,40,22,21,40,22,21,40,22,21,40,22,21,40,22,21,40,22,21,40
Cell1067,15,28,20,15,28,20,15,28,20,15,28,20,15,28,20,15,28,20,15,28,20,15,28,20,15,28,20,15,28,20,15,28,20,15,28,20,15,28,20,15,28,20,15,28,20,15,28,20,7,9,20,7,9,20,7,9,20,7,9,20,6,9,20
Cell1068,16,23,22,16,23,22,16,23,22,16,23,22,16,23,22,16,23,22,16,23,22,16,23,22,16,23,22,16,6,22,16,6,22,16,6,22,16,6,22,16,6,22,16,6,22,16,6,22,16,6,22,16,6,22,16,6,22,16,6,22,16,6,22
Cell1069,7,36,20,7,36,20,7,19,20,7,19,20,7,19,20,7,19,20,7,19,20,7,19,20,7,19,20,7,19,20,7,19,20,7,19,20,7,19,20,7,19,20,7,9,20,7,9,20,7,9,20,7,9,20,7,9,20,7,9,20,6,9,20
Cell107,40,2,10,40,2,10,40,2,10,40,2,10,40,2,10,40,2,10,40,2,10,40,2,10,40,2,10,40,2,10,40,2,10,40,2,10,40,2,10,40,2,10,40,2,10,40,2,10,40,2,10,40,2,10,40,2,10,40,2,10,40,2,10
Cell1070,22,21,40,22,21,40,22,21,40,22,21,40,22,21,40,22,21,40,22,21,40,22,21,40,22,21,40,22,21,40,22,21,40,22,21,40,22,21,40,22,21,40,22,21,40,22,21,40,22,21,40,22,21,40,22,21,40,22,21,40,22,21,40
Cell1071,20,10,32,20,10,32,20,10,32,20,10,32,20,10,32,20,10,32,20,10,32,20,10,32,20,10,32,20,10,32,20,10,32,20,10,3,20,10,3,20,10,3,20,10,3,20,10,3,20,10,3,20,10,3,20,10,3,20,10,3,20,10,3
Cell1072,38,35,27,38,35,27,38,35,27,38,35,27,38,35,27,38,35,27,38,35,27,23,35,14,23,35,14,23,35,14,23,35,14,23,35,14,23,35,14,23,35,14,23,35,14,23,35,14,23,35,14,23,35,14,23,35,14,23,35,14,23,35,14
Cell1073,17,40,15,17,40,15,17,40,15,17,40,15,17,40,15,17,40,15,17,40,15,17,40,15,17,40,15,17,40,15,17,40,15,17,40,15,17,40,15,17,40,15,17,40,15,17,40,15,17,40,15,17,40,15,17,40,15,17,40,15,17,40,15
Cell1074,16,6,22,16,6,22,16,6,22,16,6,22,16,6,22,16,6,22,16,6,22,16,6,22,16,6,22,16,6,22,16,6,22,16,6,22,16,6,22,16,6,22,16,6,22,16,6,22,16,6,22,16,6,22,16,6,22,16,6,22,16,6,22
Cell1075,23,35,9,23,35,9,23,35,9,23,35,9,23,35,9,23,35,9,23,35,9,23,35,9,23,35,9,23,35,9,23,35,9,23,35,9,23,35,9,23,35,9,23,35,9,23,35,9,23,35,9,23,35,9,23,35,9,23,35,9,23,35,9
Cell1076,28,16,33,28,16,33,28,16,33,28,16,33,28,16,33,28,16,33,28,16,33,28,16,33,28,16,33,28,16,33,28,16,33,28,16,33,28,16,7,28,16,7,28,16,7,28,16,7,28,16,7,28,16,7,28,16,7,28,16,7,28,16,7
Cell1077,24,29,28,24,29,28,24,29,28,24,29,28,24,29,28,24,29,28,24,29,28,24,29,28,24,29,28,24,29,28,24,29,28,24,29,28,24,29,28,24,29,28,24,29,28,24,29,28,24,29,28,24,29,28,24,29,28,24,29,28,24,29,28
Cell1078,17,40,15,17,40,15,17,40,15,17,40,15,17,40,15,17,40,15,17,40,15,17,40,15,17,40,15,17,40,15,17,40,15,17,40,15,17,40,15,17,40,15,17,40,15,17,40,15,17,40,15,17,40,15,17,40,15,17,40,15,17,40,15
Cell1079,14,12,37,14,12,37,14,12,37,14,12,37,14,12,37,14,12,37,14,12,37,14,12,37,14,12,37,14,12,37,14,12,37,14,12,37,14,12,37,14,12,37,14,12,37,14,12,37,14,12,37,14,12,37,14,12,37,14,12,37,13,12,37
Cell108,10,20,13,10,20,13,10,20,13,10,20,13,10,20,13,10,20,13,10,20,13,10,20,13,10,20,13,10,20,13,10,20,13,10,20,13,10,20,13,10,20,13,10,20,13,10,20,13,10,20,13,10,20,13,10,20,13,10,20,13,10,20,13
Cell1080,15,28,20,15,28,20,15,28,20,15,28,20,15,28,20,15,28,20,15,28,20,15,28,20,15,28,20,15,28,20,15,28,20,15,28,20,15,28,20,15,28,20,15,28,20,15,28,20,7,9,20,7,9,20,7,9,20,7,9,20,6,9,20
Cell1081,7,19,20,7,19,20,7,19,20,7,19,20,7,19,20,7,19,20,7,19,20,7,19,20,7,19,20,7,19,20,7,19,20,7,19,20,7,19,20,7,19,20,7,9,20,7,9,20,7,9,20,7,9,20,7,9,20,7,9,20,6,9,20
Cell1082,1,2,10,1,2,10,1,2,10,1,2,10,1,2,10,1,2,10,1,2,10,1,2,10,1,2,10,1,2,10,1,2,10,1,2,10,1,2,10,1,2,10,1,2,10,1,2,10,1,2,10,1,2,10,1,2,10,1,2,10,1,2,10
Cell1083,37,14,21,37,14,21,37,14,21,37,14,21,37,14,21,37,14,21,37,14,21,37,14,21,37,14,21,37,14,21,37,14,21,37,14,21,37,14,21,37,14,21,37,14,21,37,14,21,37,14,21,37,14,21,37,14,21,37,14,21,37,14,21
